ID,time,frequency,cluster,cluster_orig
72,8,4.9301220075456815e-5,3,1
72,17,3.1998043141894965e-6,3,1
72,11,1.390930703832335e-5,3,1
72,7,9.551298139936976e-5,3,1
72,10,2.843051379353761e-5,3,1
72,15,1.1269084285116557e-5,3,1
72,9,4.29607044573572e-5,3,1
72,18,3.202032906651775e-6,3,1
72,3,6.180429607842471e-7,3,1
72,16,3.708069612332446e-6,3,1
72,2,2.77607126508066e-7,3,1
72,5,5.697790785973276e-4,3,1
72,4,2.9826850827199244e-4,3,1
72,12,4.7561973251146245e-6,3,1
72,13,3.372699481683544e-6,3,1
72,6,1.8262095966842823e-4,3,1
124,8,4.324668427671651e-7,7,2
124,17,0,7,2
124,11,0,7,2
124,7,1.3943500934214563e-6,7,2
124,10,4.512779967228192e-7,7,2
124,15,0,7,2
124,9,8.182991325210896e-7,7,2
124,18,0,7,2
124,3,3.034590937450653e-4,7,2
124,16,0,7,2
124,2,2.367988789113803e-4,7,2
124,5,1.408103636427641e-5,7,2
124,4,1.1938225111513876e-4,7,2
124,12,3.963497770928854e-7,7,2
124,13,0,7,2
124,6,6.286435788930404e-7,7,2
182,8,3.1007872626405734e-4,4,3
182,17,1.3865818694821152e-5,4,3
182,11,1.037848294397973e-4,4,3
182,7,2.3459940321816003e-4,4,3
182,10,2.3646967028275725e-4,4,3
182,15,5.234671409860594e-5,4,3
182,9,2.4139824409372143e-4,4,3
182,18,1.4088944789267813e-5,4,3
182,3,6.891179012744355e-5,4,3
182,16,2.07651898290617e-5,4,3
182,2,8.57806020909924e-5,4,3
182,5,1.8028755487832477e-4,4,3
182,4,1.066581240370362e-4,4,3
182,12,9.274584783973518e-5,4,3
182,13,3.9797853883865814e-5,4,3
182,6,3.080353536575898e-4,4,3
208,8,1.816360739622093e-5,6,4
208,17,7.110676253754437e-7,6,4
208,11,4.993084577859665e-6,6,4
208,7,2.405253911152012e-5,6,4
208,10,1.3989617898407397e-5,6,4
208,15,0,6,4
208,9,1.4320234819119068e-5,6,4
208,18,3.202032906651775e-7,6,4
208,3,2.4103675470585636e-5,6,4
208,16,2.224841767399468e-6,6,4
208,2,1.9154891729056556e-5,6,4
208,5,6.537624026271191e-6,6,4
208,4,5.314194250266365e-5,6,4
208,12,5.94524665639328e-6,6,4
208,13,2.023619689010126e-6,6,4
208,6,2.0430916314023813e-5,6,4
209,8,2.3353209509426912e-5,6,4
209,17,0,6,4
209,11,8.559573562045139e-6,6,4
209,7,2.649265177500767e-5,6,4
209,10,1.17332279147933e-5,6,4
209,15,2.9081507832558855e-6,6,4
209,9,1.350193568659798e-5,6,4
209,18,3.202032906651775e-7,6,4
209,3,1.8850310303919537e-5,6,4
209,16,0,6,4
209,2,1.8599677476040426e-5,6,4
209,5,1.6344060065677978e-5,6,4
209,4,0,6,4
209,12,1.0701443981507905e-5,6,4
209,13,5.39631917069367e-6,6,4
209,6,4.8091233785317586e-5,6,4
215,8,4.886875323268965e-5,6,4
215,17,0,6,4
215,11,6.063031273115307e-6,6,4
215,7,7.878078027831227e-5,6,4
215,10,1.9856231855804044e-5,6,4
215,15,3.635188479069857e-7,6,4
215,9,2.0048328746766695e-5,6,4
215,18,2.2414230346562428e-6,6,4
215,3,1.010500240882244e-4,6,4
215,16,2.5956487286327124e-6,6,4
215,2,1.0160420830195216e-4,6,4
215,5,3.027422818319428e-4,6,4
215,4,1.5119256881039516e-4,6,4
215,12,5.94524665639328e-6,6,4
215,13,1.686349740841772e-6,6,4
215,6,1.5810386009159963e-4,6,4
638,8,3.5462281106907534e-5,4,3
638,17,4.266405752252662e-6,4,3
638,11,9.98616915571933e-6,4,3
638,7,5.7168353830279704e-5,4,3
638,10,2.256389983614096e-5,4,3
638,15,3.9987073269768425e-6,4,3
638,9,2.904961920449868e-5,4,3
638,18,1.921219743991065e-6,4,3
638,3,1.236085921568494e-5,4,3
638,16,2.5956487286327124e-6,4,3
638,2,3.608892644604858e-6,4,3
638,5,4.2997450326629755e-5,4,3
638,4,1.2349888046393664e-5,4,3
638,12,8.323345318950592e-6,4,3
638,13,1.6188957512081008e-5,4,3
638,6,6.129274894207144e-5,4,3
690,8,1.1806344807543606e-4,5,7
690,17,7.821743879129881e-6,5,7
690,11,4.636435679441117e-5,5,7
