ID,time,frequency,cluster,cluster_orig
28,2,1.073700134312303e-4,3,1
28,6,0.00144107382211119,3,1
28,4,4.262857180024912e-4,3,1
28,17,4.38187052918478e-4,3,1
28,5,9.755372102688956e-4,3,1
28,1,2.241640809339931e-7,3,1
28,8,5.457599746592895e-4,3,1
28,10,1.1180597544093482e-4,3,1
28,7,9.150841287021548e-4,3,1
28,19,3.4398694748465937e-4,3,1
28,11,2.4034258189620095e-4,3,1
28,3,1.0399165726264702e-4,3,1
28,12,3.552373030900267e-4,3,1
28,9,3.661545727310172e-4,3,1
28,13,3.723519669233697e-4,3,1
227,2,3.193160250742909e-5,3,1
227,6,0.0032308168276514,3,1
227,4,8.500697592561414e-4,3,1
227,17,6.402914539624488e-4,3,1
227,5,0.00206212118526047,3,1
227,1,0,3,1
227,8,7.298436197751012e-4,3,1
227,10,3.324756638112009e-4,3,1
227,7,0.00133024016227794,3,1
227,19,4.5353693076002856e-4,3,1
227,11,3.4829507425826554e-4,3,1
227,3,4.521376402723784e-6,3,1
227,12,5.343349895835602e-4,3,1
227,9,4.964285154500528e-4,3,1
227,13,5.898752975272122e-4,3,1
234,2,5.432363876576373e-4,6,2
234,6,2.4679302337840695e-5,6,2
234,4,2.964486947376479e-4,6,2
234,17,3.5302078784973054e-6,6,2
234,5,2.092899113398691e-5,6,2
234,1,0,6,2
234,8,4.933130122990723e-6,6,2
234,10,2.942262511603548e-7,6,2
234,7,1.0218060990470711e-5,6,2
234,19,0,6,2
234,11,0,6,2
234,3,2.734102907058853e-4,6,2
234,12,1.1563364142975889e-5,6,2
234,9,1.6444836950726386e-5,6,2
234,13,0,6,2
272,2,8.102644136260131e-5,3,1
272,6,8.608140655438834e-5,3,1
272,4,3.777531890749775e-5,3,1
272,17,2.0298695301359505e-5,3,1
272,5,1.1252410527331784e-4,3,1
272,1,0,3,1
272,8,5.8159007765785367e-5,3,1
272,10,1.5888217562659157e-5,3,1
272,7,5.033341154565202e-5,3,1
272,19,1.2415664771208511e-5,3,1
272,11,1.9217916222697215e-5,3,1
272,3,0,3,1
272,12,3.4152261538556695e-5,3,1
272,9,2.7750662354350776e-5,3,1
