ID,time,frequency,cluster,cluster_orig
15,11,4.793148412215121e-5,5,1
15,10,2.634123997566357e-4,5,1
15,5,0.00127708403465506,5,1
15,2,3.264429122162192e-5,5,1
15,3,1.3113449236797255e-4,5,1
15,13,5.94518100388176e-5,5,1
15,9,3.2847615279187525e-4,5,1
15,1,0,5,1
15,4,0,5,1
15,8,2.8505561292047055e-4,5,1
15,12,8.907074733076728e-5,5,1
15,6,7.120518219239009e-4,5,1
15,7,3.763246628131022e-4,5,1
15,19,6.902583467527272e-5,5,1
15,17,6.732564188879029e-5,5,1
117,11,3.58396779004267e-4,5,1
117,10,5.558181438550854e-4,5,1
117,5,0.00290509201950419,5,1
117,2,2.9708032222851697e-5,5,1
117,3,6.68161461113003e-5,5,1
117,13,1.438860296152235e-4,5,1
117,9,6.342434095457648e-4,5,1
117,1,2.855574738672078e-7,5,1
117,4,9.17525437958578e-4,5,1
117,8,8.02964405088286e-4,5,1
117,12,1.7088891472620492e-4,5,1
117,6,0.00138793398608326,5,1
117,7,7.333955056683246e-4,5,1
117,19,1.988109369988394e-4,5,1
117,17,1.7065430083040958e-4,5,1
120,11,1.225520900850457e-5,8,2
120,10,1.7081350154867163e-5,8,2
120,5,0,8,2
120,2,3.578781556148181e-4,8,2
120,3,3.725884783153506e-4,8,2
120,13,1.4546719477583032e-5,8,2
120,9,5.963952494824551e-6,8,2
120,1,0,8,2
120,4,2.2171375866900795e-6,8,2
120,8,1.2346633690324334e-5,8,2
120,12,8.839081796183013e-6,8,2
120,6,6.4369729919939384e-6,8,2
120,7,8.401666890711118e-6,8,2
120,19,7.026581972931953e-6,8,2
120,17,0,8,2
140,11,2.151470025937469e-5,8,2
140,10,3.641024638274316e-5,8,2
140,5,3.1237548596819284e-5,8,2
140,2,1.2936811706346465e-4,8,2
140,3,1.563206409021387e-4,8,2
140,13,0,8,2
140,9,3.807754285157213e-5,8,2
140,1,0,8,2
140,4,3.695229311150133e-7,8,2
140,8,3.9639192374199176e-5,8,2
140,12,1.3145301132784992e-5,8,2
140,6,1.2751336974616562e-4,8,2
140,7,7.526493256262042e-5,8,2
140,19,6.6132536215830145e-6,8,2
140,17,0,8,2
153,11,9.096088464090058e-5,5,1
153,10,1.1754665961836218e-4,5,1
153,5,4.6789860025874e-4,5,1
153,2,1.7272111757471916e-7,5,1
153,3,5.4743446813931395e-5,5,1
153,13,5.154598423578335e-5,5,1
153,9,1.4772251564103888e-4,5,1
153,1,0,5,1
