cutoff,n_clusters,dist_spread
0.1,32,2.1420208020023024
0.11,27,1.8450130976964727
0.12,24,2.39880523880677
0.13,24,2.891480525487039
0.14,25,2.8963233549146286
0.15,24,2.835147494546383
0.16,22,3.3018405515316136
0.17,21,3.080101528958564
0.18,19,3.080101528958564
0.19,19,3.0364316518881997
0.2,18,3.3469319559093518
0.21,17,3.6582501636708042
0.22,17,3.6582501636708042
0.23,17,3.6582501636708042
0.24,14,4.55507356657016
0.25,13,4.579517374325741
0.26,12,4.579517374325741
0.27,12,4.177625262722462
0.28,11,4.183451277310602
0.29,11,4.2042106106255694
0.3,11,4.2042106106255694
0.31,10,4.2042106106255694
0.32,10,4.2042106106255694
0.33,9,6.468423992142993
0.34,9,6.468423992142993
0.35,7,8.358246062517274
0.36,7,8.358246062517274
0.37,7,8.358246062517274
0.38,7,8.358246062517274
0.39,7,7.0745009055959125
0.4,7,7.0745009055959125
0.41,7,7.0752399060130555
0.42,7,7.086812722573259
0.43,7,7.086812722573259
0.44,7,7.086812722573259
0.45,6,7.086812722573259
0.46,6,7.086812722573259
0.47,6,7.086812722573259
0.48,6,7.086812722573259
0.49,6,7.086812722573259
0.5,6,7.086812722573259
0.51,5,10.623864552823605
0.52,5,10.623864552823605
0.53,5,10.623864552823605
0.54,5,10.623864552823605
0.55,5,10.623864552823605
0.56,5,10.623864552823605
0.57,5,10.623864552823605
0.58,5,10.623864552823605
0.59,5,10.623864552823605
0.6,5,10.623864552823605
0.61,5,7.061953138777062
0.62,4,6.821156224665366
0.63,4,6.821156224665366
0.64,4,6.821156224665366
0.65,4,6.821156224665366
0.66,4,6.821156224665366
0.67,4,6.821156224665366
0.68,4,6.821156224665366
0.69,4,6.821156224665366
0.7,4,6.821156224665366
0.71,4,6.821156224665366
0.72,4,6.821156224665366
0.73,4,6.821156224665366
0.74,4,6.821156224665366
0.75,4,6.821156224665366
0.76,3,11.533630578917723
0.77,3,11.533630578917723
0.78,3,11.533630578917723
0.79,2,22.905854717841457
0.8,2,22.905854717841457
0.81,2,22.905854717841457
0.82,2,22.905854717841457
0.83,2,22.78265003964037
0.84,2,22.78265003964037
0.85,2,22.78265003964037
0.86,2,22.78265003964037
0.87,2,22.78265003964037
0.88,2,22.78265003964037
0.89,2,22.78265003964037
0.9,2,22.76006625264119
0.91,2,22.76006625264119
0.92,2,22.76006625264119
0.93,2,22.76006625264119
0.94,2,22.76006625264119
0.95,2,22.76006625264119
0.96,2,22.76006625264119
0.97,2,22.76006625264119
0.98,2,22.76006625264119
0.99,2,22.76006625264119
1,2,22.76006625264119
1.01,2,22.76006625264119
1.02,2,22.76006625264119
1.03,2,22.76006625264119
1.04,2,22.76006625264119
1.05,2,22.76006625264119
1.06,2,22.76006625264119
1.07,2,22.76006625264119
1.08,2,22.76006625264119
1.09,2,22.76006625264119
1.1,2,22.76006625264119
1.11,2,22.76006625264119
1.12,2,22.76006625264119
1.13,2,22.76006625264119
1.14,2,22.76006625264119
1.15,2,22.76006625264119
1.16,2,22.76006625264119
1.17,2,22.76006625264119
1.18,2,22.76006625264119
1.19,2,22.76006625264119
1.2,2,22.76006625264119
1.21,2,22.76006625264119
1.22,2,22.76006625264119
1.23,2,22.76006625264119
1.24,2,22.76006625264119
1.25,2,22.76006625264119
1.26,2,22.76006625264119
1.27,2,22.76006625264119
1.28,2,22.76006625264119
1.29,2,22.76006625264119
1.3,2,22.76006625264119
1.31,2,22.76006625264119
1.32,2,22.76006625264119
1.33,2,22.76006625264119
1.34,2,22.76006625264119
1.35,2,22.76006625264119
1.36,2,22.76006625264119
1.37,2,22.76006625264119
1.38,2,22.76006625264119
1.39,2,22.76006625264119
1.4,2,22.76006625264119
1.41,2,22.76006625264119
