cutoff,n_clusters,dist_spread
0.1,14,5.406712564543562
0.11,15,1.6842786311883018
0.12,17,1.6842786311883018
0.13,16,1.6842786311883018
0.14,17,1.6842786311883018
0.15,17,1.5165352127486018
0.16,17,1.7869211634670004
0.17,15,1.7869211634670004
0.18,15,1.7869211634670004
0.19,16,2.8698812506393274
0.2,15,2.292253125983392
0.21,14,2.292253125983392
0.22,14,2.2335153245026618
0.23,14,2.2335153245026618
0.24,13,4.124373492757855
0.25,13,4.124373492757855
0.26,13,4.124373492757855
0.27,14,4.118755762736995
0.28,15,4.118755762736995
0.29,14,4.116147471744029
0.3,14,4.116147471744029
0.31,13,4.118755762736995
0.32,13,4.118755762736995
0.33,13,4.118755762736995
0.34,13,4.118755762736995
0.35,13,4.118755762736995
0.36,12,3.8376362880531913
0.37,12,3.8376362880531913
0.38,13,3.8376362880531913
0.39,12,3.7555158347453528
0.4,12,3.7555158347453528
0.41,12,3.7555158347453528
0.42,12,3.7555158347453528
0.43,12,3.7555158347453528
0.44,12,3.8534823147306634
0.45,12,3.8534823147306634
0.46,12,3.700503262636632
0.47,12,3.700503262636632
0.48,12,3.700503262636632
0.49,11,3.700503262636632
0.5,11,3.700503262636632
0.51,11,3.700503262636632
0.52,11,3.700503262636632
0.53,10,3.700503262636632
0.54,11,3.700503262636632
0.55,11,3.700503262636632
0.56,11,3.700503262636632
0.57,11,3.700503262636632
0.58,9,3.996449780286176
0.59,8,3.996449780286176
0.6,8,3.996449780286176
0.61,8,3.996449780286176
0.62,8,3.996449780286176
0.63,8,3.996449780286176
0.64,8,3.996449780286176
0.65,8,3.996449780286176
0.66,8,3.996449780286176
0.67,7,3.5613646731119184
0.68,7,3.5613646731119184
0.69,7,3.5613646731119184
0.7,5,4.591363081375856
0.71,5,4.591363081375856
0.72,5,4.591363081375856
0.73,5,4.591363081375856
0.74,5,4.591363081375856
0.75,5,4.591363081375856
0.76,5,4.591363081375856
0.77,5,4.591363081375856
0.78,5,4.591363081375856
0.79,5,4.591363081375856
0.8,4,8.521976570525329
0.81,4,8.521976570525329
0.82,4,8.521976570525329
0.83,4,8.521976570525329
0.84,4,8.521976570525329
0.85,4,8.521976570525329
0.86,4,8.521976570525329
0.87,4,8.521976570525329
0.88,4,8.521976570525329
0.89,4,8.521976570525329
0.9,3,10.36834514878024
0.91,3,10.36834514878024
0.92,3,10.36834514878024
0.93,3,10.36834514878024
0.94,3,10.36834514878024
0.95,3,10.36834514878024
0.96,3,10.36834514878024
0.97,2,12.519829503429312
0.98,2,12.519829503429312
0.99,2,12.519829503429312
1,2,12.519829503429312
1.01,2,12.519829503429312
1.02,2,12.519829503429312
1.03,2,12.519829503429312
1.04,2,12.519829503429312
1.05,2,12.519829503429312
1.06,2,12.519829503429312
1.07,2,12.519829503429312
1.08,2,12.519829503429312
1.09,2,12.519829503429312
1.1,2,12.519829503429312
