cutoff,n_clusters,dist_spread
0.1,24,2.46218350180781
0.11,24,2.9604239417395632
0.12,26,3.0288977964642005
0.13,28,3.0288977964642005
0.14,26,3.0288977964642005
0.15,25,3.0288977964642005
0.16,25,3.35180697324939
0.17,26,3.35180697324939
0.18,25,3.35180697324939
0.19,24,3.7318722339057473
0.2,24,3.7318722339057473
0.21,25,3.7318722339057473
0.22,24,3.59686014795901
0.23,23,3.59686014795901
0.24,23,3.469315885899894
0.25,23,3.4606452582406857
0.26,23,3.182701745771818
0.27,21,3.182701745771818
0.28,21,3.182701745771818
0.29,19,3.492202782923849
0.3,18,3.492202782923849
0.31,18,3.492202782923849
0.32,19,3.7378702946388276
0.33,19,3.7378702946388276
0.34,18,3.8683732815630996
0.35,18,3.8683732815630996
0.36,18,3.790123180673489
0.37,18,3.790123180673489
0.38,17,3.790123180673489
0.39,17,3.790123180673489
0.4,17,3.790123180673489
0.41,16,3.705717733622013
0.42,16,3.705717733622013
0.43,16,3.705717733622013
0.44,15,3.705717733622013
0.45,14,4.236851413042872
0.46,13,3.9299851042355303
0.47,12,3.9299851042355303
0.48,12,3.9299851042355303
0.49,11,3.913632187335963
0.5,9,3.913632187335963
0.51,9,3.913632187335963
0.52,9,3.913632187335963
0.53,8,4.136340534720649
0.54,8,4.136340534720649
0.55,8,4.136340534720649
0.56,8,4.136340534720649
0.57,9,4.136340534720649
0.58,9,4.136340534720649
0.59,8,5.920342174389048
0.6,8,5.920342174389048
0.61,8,5.920342174389048
0.62,7,5.920342174389048
0.63,7,5.920342174389048
0.64,6,6.046349219916662
0.65,6,6.046349219916662
0.66,5,7.179891658010098
0.67,4,7.179891658010098
0.68,4,7.179891658010098
0.69,4,7.179891658010098
0.7,4,7.179891658010098
0.71,3,11.624866431747753
0.72,3,11.624866431747753
0.73,3,11.624866431747753
0.74,3,11.624866431747753
0.75,3,11.624866431747753
0.76,3,11.624866431747753
0.77,3,11.624866431747753
0.78,3,11.624866431747753
0.79,3,11.624866431747753
0.8,3,11.624866431747753
0.81,3,11.624866431747753
0.82,3,11.624866431747753
0.83,3,11.624866431747753
0.84,3,11.624866431747753
0.85,3,11.624866431747753
0.86,3,11.624866431747753
0.87,3,11.624866431747753
0.88,3,11.624866431747753
0.89,3,11.624866431747753
0.9,3,11.624866431747753
0.91,3,11.624866431747753
0.92,3,11.624866431747753
0.93,3,11.624866431747753
0.94,3,11.624866431747753
0.95,2,16.37485953441674
0.96,2,16.37485953441674
0.97,2,16.37485953441674
0.98,2,16.37485953441674
0.99,2,16.37485953441674
1,2,16.37485953441674
1.01,2,16.37485953441674
1.02,2,16.37485953441674
1.03,2,16.37485953441674
1.04,2,16.37485953441674
1.05,2,16.37485953441674
1.06,2,16.371150568521347
1.07,2,16.371150568521347
1.08,2,16.371150568521347
1.09,2,16.371150568521347
1.1,2,16.371150568521347
1.11,2,16.371150568521347
1.12,2,16.371150568521347
1.13,2,16.371150568521347
1.14,2,16.371150568521347
1.15,2,16.371150568521347
1.16,2,16.371150568521347
1.17,2,16.371150568521347
1.18,2,16.371150568521347
1.19,2,16.371150568521347
1.2,2,16.371150568521347
1.21,2,16.371150568521347
