cutoff,n_clusters,dist_spread
0.1,25,2.346078872310119
0.11,24,2.354561564662844
0.12,20,3.173963639283317
0.13,19,3.0537923798956794
0.14,18,3.152788448290793
0.15,18,3.6564831150499026
0.16,16,3.5147053292508743
0.17,16,3.5147053292508743
0.18,15,3.5147053292508743
0.19,14,4.045296125316789
0.2,13,4.114201124236317
0.21,11,4.7768298832063065
0.22,11,3.8069563350159124
0.23,10,3.8069563350159124
0.24,10,3.8069563350159124
0.25,9,5.134423858111259
0.26,8,5.134423858111259
0.27,8,5.134423858111259
0.28,8,5.088919718754945
0.29,7,5.088919718754945
0.3,7,5.088919718754945
0.31,7,5.088919718754945
0.32,7,5.088919718754945
0.33,5,6.483707214802045
0.34,5,6.483707214802045
0.35,5,6.483707214802045
0.36,5,6.483707214802045
0.37,5,6.483707214802045
0.38,5,6.483707214802045
0.39,5,6.483707214802045
0.4,5,6.483707214802045
0.41,5,6.483707214802045
0.42,4,10.241481448984837
0.43,4,10.241481448984837
0.44,4,10.241481448984837
0.45,4,10.219919653956538
0.46,4,10.219919653956538
0.47,4,10.219919653956538
0.48,4,10.219919653956538
0.49,4,10.221907080209274
0.5,4,10.221907080209274
0.51,4,10.221907080209274
0.52,4,10.221907080209274
0.53,4,10.221907080209274
0.54,4,10.221907080209274
0.55,4,10.22366775313677
0.56,4,10.22366775313677
0.57,3,10.22366775313677
0.58,3,10.22366775313677
0.59,3,10.22366775313677
0.6,3,10.22366775313677
0.61,3,10.22366775313677
0.62,3,10.22366775313677
0.63,2,23.944147823546974
0.64,2,23.944147823546974
0.65,2,23.944147823546974
0.66,2,23.944147823546974
0.67,2,23.944147823546974
0.68,2,23.944147823546974
0.69,2,23.944147823546974
0.7,2,23.944147823546974
0.71,2,23.944147823546974
0.72,2,23.944147823546974
0.73,2,23.944147823546974
0.74,2,23.944147823546974
0.75,2,23.944147823546974
0.76,2,23.829496791041525
0.77,2,23.829496791041525
0.78,2,23.642513851645468
0.79,2,23.642513851645468
0.8,2,23.642513851645468
0.81,2,23.46265512706669
0.82,2,23.46265512706669
0.83,2,23.46265512706669
0.84,2,23.46265512706669
0.85,2,23.46265512706669
0.86,2,23.46265512706669
0.87,2,23.46265512706669
0.88,2,23.46265512706669
0.89,2,23.46265512706669
0.9,2,23.46265512706669
0.91,2,23.46265512706669
0.92,2,23.46265512706669
0.93,2,23.46265512706669
0.94,2,23.46265512706669
0.95,2,23.46265512706669
0.96,2,23.46265512706669
0.97,2,23.46265512706669
0.98,2,23.230076485852678
0.99,2,23.230076485852678
1,2,23.230076485852678
1.01,2,23.230076485852678
1.02,2,23.230076485852678
1.03,2,23.230076485852678
1.04,2,23.230076485852678
1.05,2,23.230076485852678
1.06,2,23.230076485852678
1.07,2,23.230076485852678
1.08,2,23.230076485852678
1.09,2,23.195469324960573
1.1,2,23.195469324960573
1.11,2,23.195469324960573
1.12,2,23.195469324960573
1.13,2,23.195469324960573
1.14,2,23.195469324960573
1.15,2,23.195469324960573
1.16,2,23.195469324960573
1.17,2,23.195469324960573
1.18,2,23.195469324960573
1.19,2,23.195469324960573
1.2,2,23.195469324960573
1.21,2,23.195469324960573
1.22,2,23.195469324960573
1.23,2,23.195469324960573
1.24,2,23.195469324960573
1.25,2,23.195469324960573
1.26,2,23.195469324960573
1.27,2,23.195469324960573
1.28,2,23.195469324960573
1.29,2,23.195469324960573
1.3,2,23.195469324960573
1.31,2,23.195469324960573
1.32,2,23.195469324960573
