cutoff,n_clusters,dist_spread
0.1,35,1.6349904137796256
0.11,30,1.8866112040617269
0.12,27,1.8102921523766562
0.13,24,2.7115791117862513
0.14,20,2.354637556725991
0.15,20,2.3504251718219287
0.16,17,2.3504251718219287
0.17,16,2.3504251718219287
0.18,16,2.3504251718219287
0.19,14,2.779230659831868
0.2,9,4.256023706923311
0.21,9,4.21366472292629
0.22,9,4.21366472292629
0.23,8,4.700197210812859
0.24,7,4.608297971811823
0.25,7,4.4485730788581925
0.26,5,6.539826358505452
0.27,5,6.539826358505452
0.28,6,6.1643361794506095
0.29,6,6.1643361794506095
0.3,5,6.187061076973467
0.31,5,6.182170127826776
0.32,5,6.182170127826776
0.33,5,6.181062072478224
0.34,5,6.181062072478224
0.35,5,6.181062072478224
0.36,5,6.181062072478224
0.37,5,6.181062072478224
0.38,5,6.181062072478224
0.39,5,6.181062072478224
0.4,4,6.764963495808257
0.41,4,6.764963495808257
0.42,4,6.764963495808257
0.43,4,6.764963495808257
0.44,4,6.764963495808257
0.45,4,6.764963495808257
0.46,4,6.764963495808257
0.47,3,11.889553228638572
0.48,3,11.889553228638572
0.49,3,11.889553228638572
0.5,3,11.864879279417263
0.51,3,11.864879279417263
0.52,3,11.864879279417263
0.53,3,11.864879279417263
0.54,3,11.864879279417263
0.55,3,11.864879279417263
0.56,3,11.864879279417263
0.57,3,11.842534530180254
0.58,3,11.842534530180254
0.59,3,32.45801384438217
0.6,3,32.45801384438217
0.61,3,32.45801384438217
0.62,3,32.45801384438217
0.63,3,32.45801384438217
0.64,3,32.06054240659815
0.65,3,32.06054240659815
0.66,3,32.06054240659815
0.67,3,11.852858387759238
0.68,3,11.852858387759238
0.69,3,11.852858387759238
0.7,3,11.782267653051587
0.71,2,24.760138647664032
0.72,2,24.325947835535306
0.73,2,24.325947835535306
0.74,2,24.325947835535306
0.75,2,24.325947835535306
0.76,2,24.325947835535306
0.77,2,24.325947835535306
0.78,2,24.325947835535306
0.79,2,24.325947835535306
0.8,2,24.325947835535306
0.81,2,24.325947835535306
0.82,2,24.325947835535306
0.83,2,24.325947835535306
0.84,2,24.325947835535306
0.85,2,24.325947835535306
0.86,2,24.325947835535306
0.87,2,24.325947835535306
0.88,2,24.325947835535306
0.89,2,24.325947835535306
0.9,2,24.325947835535306
0.91,2,24.325947835535306
0.92,2,24.325947835535306
0.93,2,24.325947835535306
0.94,2,24.325947835535306
0.95,2,24.325947835535306
0.96,2,24.325947835535306
0.97,2,24.325947835535306
0.98,2,24.325947835535306
0.99,2,24.325947835535306
1,2,24.325947835535306
1.01,2,24.325947835535306
1.02,2,24.325947835535306
1.03,2,24.325947835535306
1.04,2,24.325947835535306
1.05,2,24.325947835535306
1.06,2,24.325947835535306
1.07,2,24.325947835535306
1.08,2,24.325947835535306
1.09,2,24.325947835535306
1.1,2,24.325947835535306
1.11,2,24.325947835535306
1.12,2,24.325947835535306
1.13,2,24.325947835535306
1.14,2,24.325947835535306
1.15,2,24.325947835535306
1.16,2,24.325947835535306
1.17,2,24.325947835535306
1.18,2,24.325947835535306
1.19,2,24.325947835535306
1.2,2,24.325947835535306
1.21,2,24.325947835535306
1.22,2,24.325947835535306
1.23,2,24.325947835535306
1.24,2,24.325947835535306
1.25,2,24.325947835535306
1.26,2,24.325947835535306
1.27,2,24.325947835535306
1.28,2,24.325947835535306
1.29,2,24.325947835535306
1.3,2,24.325947835535306
1.31,2,24.325947835535306
1.32,2,24.325947835535306
1.33,2,24.325947835535306
1.34,2,24.325947835535306
1.35,2,24.325947835535306
1.36,2,24.325947835535306
1.37,2,24.325947835535306
1.38,2,24.325947835535306
