ID,time,frequency,cluster,cluster_orig
21,11,4.126023034733738e-5,9,1
21,17,1.9188913692336587e-5,9,1
21,19,3.365612211503928e-5,9,1
21,9,3.8882085891019914e-5,9,1
21,4,1.7772986970401089e-6,9,1
21,10,2.865700298794033e-5,9,1
21,12,1.354827437030891e-5,9,1
21,3,2.357514060361201e-5,9,1
21,2,6.929645897587312e-5,9,1
21,1,0,9,1
21,6,7.728911653416892e-5,9,1
21,5,2.4923356734472395e-4,9,1
21,8,5.442029470721254e-5,9,1
21,13,6.482849520299524e-6,9,1
21,7,7.441721121260925e-5,9,1
175,11,5.140240987405718e-5,4,2
175,17,5.320562432875145e-5,4,2
175,19,6.487660381385862e-5,4,2
175,9,1.86289487465203e-4,4,2
175,4,3.781202977952832e-4,4,2
175,10,8.664265747135083e-5,4,2
175,12,7.568346372379461e-5,4,2
175,3,2.2796318994385535e-4,4,2
175,2,7.926717249758148e-5,4,2
175,1,0,4,2
175,6,3.670676197357648e-4,4,2
175,5,7.427712406547271e-4,4,2
175,8,1.6401323842634563e-4,4,2
175,13,5.206538520990555e-5,4,2
175,7,2.5277846260283077e-4,4,2
180,11,1.0603187687025249e-5,13,3
180,17,2.9074111655055436e-6,13,3
180,19,0,13,3
180,9,1.0089655199568458e-5,13,3
180,4,6.109464271075374e-5,13,3
180,10,4.253773881022392e-6,13,3
180,12,2.8030912490294295e-6,13,3
180,3,4.822379207399563e-4,13,3
180,2,4.668786606539941e-4,13,3
180,1,0,13,3
180,6,9.577613864464736e-6,13,3
180,5,1.6562990234934186e-5,13,3
180,8,1.5548655630632156e-5,13,3
180,13,9.116507137921203e-6,13,3
180,7,6.001388001016875e-6,13,3
213,11,2.7890993698479457e-5,10,4
213,17,2.2968548207493795e-5,10,4
213,19,9.742561664879791e-6,10,4
213,9,5.9799663743783786e-5,10,4
213,4,1.3996227239190858e-4,10,4
213,10,1.3209087314753745e-5,10,4
213,12,9.810819371603005e-6,10,4
213,3,1.9849426418934037e-4,10,4
213,2,6.979499465195853e-6,10,4
213,1,0,10,4
213,6,5.457012550683397e-5,10,4
213,5,9.543437230604936e-5,10,4
213,8,6.470247020488865e-5,10,4
213,13,3.241424760149762e-5,10,4
213,7,4.9211381608338374e-5,10,4
308,11,0,13,3
308,17,5.814822331011087e-6,13,3
308,19,0,13,3
308,9,1.624188397979313e-5,13,3
308,4,1.501817398998892e-4,13,3
308,10,0,13,3
308,12,1.4015456245147149e-5,13,3
308,3,1.4966004436757266e-4,13,3
308,2,9.173056439971694e-5,13,3
308,1,0,13,3
308,6,5.79111535990891e-6,13,3
308,5,2.0309380883312155e-5,13,3
