Time,Bacillaceae,Comamonadaceae,Enterobacteriaceae,Enterococcaceae,Lactobacillaceae
1,0.07128085300674133,0.00311551580587113,0.02473612118282169,0.03464668439287728,0.845674536029866
3,0.08865353525355504,0.00517997954402982,0.03286152627932297,0.03051898775941139,0.8194265729651259
4,0.11973333333333332,0.0115,0.03696666666666667,0.01893333333333333,0.7831833333333333
5,0.09518333333333331,0.01766666666666666,0.05678333333333333,0.06376666666666667,0.7404333333333334
6,0.08562972035109206,0.01675852214737701,0.02586242090222494,0.06074709124311084,0.759216166564605
7,0.08489475856376393,0.00189847296739579,0.01613702022286422,0.0219356170037144,0.8556541477507222
8,0.09951720915745212,0.00408814826351035,0.00595701604111509,0.03453511914032082,0.8216399314748482
9,0.06638339370298134,9.055447199777096e-4,0.01797157982724993,0.03322652549456673,0.8542073000835887
