Time,Bacillaceae,Comamonadaceae,Enterobacteriaceae,Enterococcaceae,Lactobacillaceae,Sphingomonadaceae,Weeksellaceae
3,0.05366581192108431,0.00491914804542362,0.05795698362028363,0.00800669841435972,0.8402585169291956,0.0015961065466534,0
4,0.07763333333333333,0.06118333333333333,0.0067,0.03768333333333333,0.7786,0.00618333333333333,0.0134
5,0.02549002751031636,0.07758768913342504,0.00571698762035763,0.00567400275103163,0.8635230398899587,0.00868294360385144,0.00795220082530949
7,0.12021666666666668,0.00246666666666666,0.01645,0.02923333333333333,0.79665,6.5e-4,0.00216666666666666
8,0.07013467481783933,0.06532969387985292,0.01015136817884455,0.02370908434659027,0.7665636490784814,0.02086670125651379,0.01306142705677998
9,0.07181666666666667,0.02103333333333333,0.04598333333333333,0.0238,0.8124166666666667,0.00201666666666666,0.00803333333333333
10,0.1220203032961524,0.01220704348915904,0.03429001127960897,0.0400050131595438,0.7645569620253164,0.00521368592555458,0.0022308559969921
