Time,Bacillaceae,Enterobacteriaceae,Enterococcaceae,Lactobacillaceae
1,0.14698333333333333,0.0496,0.02636666666666666,0.7121166666666666
2,0.07755,0.01558333333333333,0.0223,0.8623666666666666
3,0.09371666666666668,0.03021666666666666,0.03975,0.8000833333333334
4,0.10136701927960956,0.01528234800468187,0.01879375455489057,0.8372164925686271
6,0.0982,0.01628333333333333,0.03255,0.7926333333333333
7,0.09808333333333331,0.02981666666666667,0.07548333333333333,0.74805
8,0.06241666666666667,0.04553333333333333,0.03553333333333333,0.8076833333333333
9,0.14545501779544331,0.02940794430156132,0.05289273374379757,0.723534149066064
10,0.08399788254981985,0.0194839568996431,0.03922405696624033,0.8316456344666245
