series1,series2,dist,pair_id
C2,C1,0.10201074626259177,C2_C1
C3,C1,0.4810353899266741,C3_C1
C4,C1,0.4810353899266741,C4_C1
C5,C1,0.4810353899266741,C5_C1
C6,C1,0.6138892299321569,C6_C1
C7,C1,0.4810353899266741,C7_C1
Enterobacteriaceae,C1,0.6138892299321569,Enterobacteriaceae_C1
Paenibacillaceae,C1,0.21996007637718862,Paenibacillaceae_C1
C3,C2,0.4810353899266741,C3_C2
C4,C2,0.4810353899266741,C4_C2
C5,C2,0.4810353899266741,C5_C2
C6,C2,0.6138892299321569,C6_C2
C7,C2,0.4810353899266741,C7_C2
Enterobacteriaceae,C2,0.6138892299321569,Enterobacteriaceae_C2
Paenibacillaceae,C2,0.21996007637718862,Paenibacillaceae_C2
C4,C3,0.18550503366879859,C4_C3
C5,C3,0.18550503366879859,C5_C3
C6,C3,0.6138892299321569,C6_C3
C7,C3,0.15167395112817794,C7_C3
Enterobacteriaceae,C3,0.6138892299321569,Enterobacteriaceae_C3
Paenibacillaceae,C3,0.4810353899266741,Paenibacillaceae_C3
C5,C4,0.10433971964106159,C5_C4
C6,C4,0.6138892299321569,C6_C4
C7,C4,0.18550503366879859,C7_C4
Enterobacteriaceae,C4,0.6138892299321569,Enterobacteriaceae_C4
Paenibacillaceae,C4,0.4810353899266741,Paenibacillaceae_C4
C6,C5,0.6138892299321569,C6_C5
C7,C5,0.18550503366879859,C7_C5
Enterobacteriaceae,C5,0.6138892299321569,Enterobacteriaceae_C5
Paenibacillaceae,C5,0.4810353899266741,Paenibacillaceae_C5
C7,C6,0.6138892299321569,C7_C6
Enterobacteriaceae,C6,0.4080401372461405,Enterobacteriaceae_C6
Paenibacillaceae,C6,0.6138892299321569,Paenibacillaceae_C6
Enterobacteriaceae,C7,0.6138892299321569,Enterobacteriaceae_C7
Paenibacillaceae,C7,0.4810353899266741,Paenibacillaceae_C7
Paenibacillaceae,Enterobacteriaceae,0.6138892299321569,Paenibacillaceae_Enterobacteriaceae
