series1,series2,dist,pair_id
C2,C1,0.16586592698654057,C2_C1
C3,C1,0.48618238564675886,C3_C1
C4,C1,0.48618238564675886,C4_C1
C5,C1,0.48618238564675886,C5_C1
C6,C1,0.48618238564675886,C6_C1
C7,C1,0.48618238564675886,C7_C1
C8,C1,0.48618238564675886,C8_C1
Enterobacteriaceae,C1,0.48618238564675886,Enterobacteriaceae_C1
Muribaculaceae,C1,0.48618238564675886,Muribaculaceae_C1
Paenibacillaceae,C1,0.16586592698654057,Paenibacillaceae_C1
Ruminococcaceae,C1,0.2745270143601415,Ruminococcaceae_C1
C3,C2,0.48618238564675886,C3_C2
C4,C2,0.48618238564675886,C4_C2
C5,C2,0.48618238564675886,C5_C2
C6,C2,0.48618238564675886,C6_C2
C7,C2,0.48618238564675886,C7_C2
C8,C2,0.48618238564675886,C8_C2
Enterobacteriaceae,C2,0.48618238564675886,Enterobacteriaceae_C2
Muribaculaceae,C2,0.48618238564675886,Muribaculaceae_C2
Paenibacillaceae,C2,0.11568173234756329,Paenibacillaceae_C2
Ruminococcaceae,C2,0.2745270143601415,Ruminococcaceae_C2
C4,C3,0.1918765483764825,C4_C3
C5,C3,0.1918765483764825,C5_C3
C6,C3,0.40488124715683577,C6_C3
C7,C3,0.28686907596706457,C7_C3
C8,C3,0.40488124715683577,C8_C3
Enterobacteriaceae,C3,0.4733560320941573,Enterobacteriaceae_C3
Muribaculaceae,C3,0.4733560320941573,Muribaculaceae_C3
Paenibacillaceae,C3,0.48618238564675886,Paenibacillaceae_C3
Ruminococcaceae,C3,0.48618238564675886,Ruminococcaceae_C3
C5,C4,0.09483970506014672,C5_C4
C6,C4,0.40488124715683577,C6_C4
C7,C4,0.28686907596706457,C7_C4
C8,C4,0.40488124715683577,C8_C4
Enterobacteriaceae,C4,0.4733560320941573,Enterobacteriaceae_C4
Muribaculaceae,C4,0.4733560320941573,Muribaculaceae_C4
Paenibacillaceae,C4,0.48618238564675886,Paenibacillaceae_C4
Ruminococcaceae,C4,0.48618238564675886,Ruminococcaceae_C4
C6,C5,0.40488124715683577,C6_C5
C7,C5,0.28686907596706457,C7_C5
C8,C5,0.40488124715683577,C8_C5
Enterobacteriaceae,C5,0.4733560320941573,Enterobacteriaceae_C5
Muribaculaceae,C5,0.4733560320941573,Muribaculaceae_C5
Paenibacillaceae,C5,0.48618238564675886,Paenibacillaceae_C5
Ruminococcaceae,C5,0.48618238564675886,Ruminococcaceae_C5
C7,C6,0.40488124715683577,C7_C6
C8,C6,0.3354077433416377,C8_C6
Enterobacteriaceae,C6,0.4733560320941573,Enterobacteriaceae_C6
Muribaculaceae,C6,0.4733560320941573,Muribaculaceae_C6
Paenibacillaceae,C6,0.48618238564675886,Paenibacillaceae_C6
Ruminococcaceae,C6,0.48618238564675886,Ruminococcaceae_C6
C8,C7,0.40488124715683577,C8_C7
Enterobacteriaceae,C7,0.4733560320941573,Enterobacteriaceae_C7
Muribaculaceae,C7,0.4733560320941573,Muribaculaceae_C7
Paenibacillaceae,C7,0.48618238564675886,Paenibacillaceae_C7
Ruminococcaceae,C7,0.48618238564675886,Ruminococcaceae_C7
Enterobacteriaceae,C8,0.4733560320941573,Enterobacteriaceae_C8
Muribaculaceae,C8,0.4733560320941573,Muribaculaceae_C8
Paenibacillaceae,C8,0.48618238564675886,Paenibacillaceae_C8
Ruminococcaceae,C8,0.48618238564675886,Ruminococcaceae_C8
Muribaculaceae,Enterobacteriaceae,0.30003089696912155,Muribaculaceae_Enterobacteriaceae
Paenibacillaceae,Enterobacteriaceae,0.48618238564675886,Paenibacillaceae_Enterobacteriaceae
Ruminococcaceae,Enterobacteriaceae,0.48618238564675886,Ruminococcaceae_Enterobacteriaceae
Paenibacillaceae,Muribaculaceae,0.48618238564675886,Paenibacillaceae_Muribaculaceae
Ruminococcaceae,Muribaculaceae,0.48618238564675886,Ruminococcaceae_Muribaculaceae
Ruminococcaceae,Paenibacillaceae,0.2745270143601415,Ruminococcaceae_Paenibacillaceae
