series1,series2,dist,pair_id
C2,C1,0.37601677321736693,C2_C1
C3,C1,0.21802308132818693,C3_C1
C4,C1,0.37601677321736693,C4_C1
C5,C1,0.37601677321736693,C5_C1
C6,C1,0.5035416048981934,C6_C1
C7,C1,0.5035416048981934,C7_C1
C8,C1,0.5035416048981934,C8_C1
C9,C1,0.5035416048981934,C9_C1
Enterobacteriaceae,C1,0.5035416048981934,Enterobacteriaceae_C1
Lactobacillaceae,C1,0.37601677321736693,Lactobacillaceae_C1
Paenibacillaceae,C1,0.13052883166440654,Paenibacillaceae_C1
C3,C2,0.37601677321736693,C3_C2
C4,C2,0.1341743621522291,C4_C2
C5,C2,0.18919446089301956,C5_C2
C6,C2,0.5035416048981934,C6_C2
C7,C2,0.5035416048981934,C7_C2
C8,C2,0.5035416048981934,C8_C2
C9,C2,0.5035416048981934,C9_C2
Enterobacteriaceae,C2,0.5035416048981934,Enterobacteriaceae_C2
Lactobacillaceae,C2,0.3114399829917169,Lactobacillaceae_C2
Paenibacillaceae,C2,0.37601677321736693,Paenibacillaceae_C2
C4,C3,0.37601677321736693,C4_C3
C5,C3,0.37601677321736693,C5_C3
C6,C3,0.5035416048981934,C6_C3
C7,C3,0.5035416048981934,C7_C3
C8,C3,0.5035416048981934,C8_C3
C9,C3,0.5035416048981934,C9_C3
Enterobacteriaceae,C3,0.5035416048981934,Enterobacteriaceae_C3
Lactobacillaceae,C3,0.37601677321736693,Lactobacillaceae_C3
Paenibacillaceae,C3,0.21802308132818693,Paenibacillaceae_C3
C5,C4,0.18919446089301956,C5_C4
C6,C4,0.5035416048981934,C6_C4
C7,C4,0.5035416048981934,C7_C4
C8,C4,0.5035416048981934,C8_C4
C9,C4,0.5035416048981934,C9_C4
Enterobacteriaceae,C4,0.5035416048981934,Enterobacteriaceae_C4
Lactobacillaceae,C4,0.3114399829917169,Lactobacillaceae_C4
Paenibacillaceae,C4,0.37601677321736693,Paenibacillaceae_C4
C6,C5,0.5035416048981934,C6_C5
C7,C5,0.5035416048981934,C7_C5
C8,C5,0.5035416048981934,C8_C5
C9,C5,0.5035416048981934,C9_C5
Enterobacteriaceae,C5,0.5035416048981934,Enterobacteriaceae_C5
Lactobacillaceae,C5,0.3114399829917169,Lactobacillaceae_C5
Paenibacillaceae,C5,0.37601677321736693,Paenibacillaceae_C5
C7,C6,0.1928649690543739,C7_C6
C8,C6,0.2726788620744567,C8_C6
C9,C6,0.1551859650417179,C9_C6
Enterobacteriaceae,C6,0.1928649690543739,Enterobacteriaceae_C6
Lactobacillaceae,C6,0.5035416048981934,Lactobacillaceae_C6
Paenibacillaceae,C6,0.5035416048981934,Paenibacillaceae_C6
C8,C7,0.2726788620744567,C8_C7
C9,C7,0.1928649690543739,C9_C7
Enterobacteriaceae,C7,0.14557648342836382,Enterobacteriaceae_C7
Lactobacillaceae,C7,0.5035416048981934,Lactobacillaceae_C7
Paenibacillaceae,C7,0.5035416048981934,Paenibacillaceae_C7
C9,C8,0.2726788620744567,C9_C8
Enterobacteriaceae,C8,0.2726788620744567,Enterobacteriaceae_C8
Lactobacillaceae,C8,0.5035416048981934,Lactobacillaceae_C8
Paenibacillaceae,C8,0.5035416048981934,Paenibacillaceae_C8
Enterobacteriaceae,C9,0.1928649690543739,Enterobacteriaceae_C9
Lactobacillaceae,C9,0.5035416048981934,Lactobacillaceae_C9
Paenibacillaceae,C9,0.5035416048981934,Paenibacillaceae_C9
Lactobacillaceae,Enterobacteriaceae,0.5035416048981934,Lactobacillaceae_Enterobacteriaceae
Paenibacillaceae,Enterobacteriaceae,0.5035416048981934,Paenibacillaceae_Enterobacteriaceae
Paenibacillaceae,Lactobacillaceae,0.37601677321736693,Paenibacillaceae_Lactobacillaceae
