time,window,target_i,C1,C2,C3,C4,C5,C6,C7,Enterobacteriaceae,Lactobacillaceae,Paenibacillaceae
3,1,C1,-7.780770742829983e-4,-5.327667873914858e-4,-0.0026788766577759402,-9.11290430824372e-4,-4.04199852597675e-5,-2.7296240748963445e-4,0.0019737853030450296,2.4345317694289613e-6,3.750612212048676e-5,-0.0036891456198038255
3,1,C2,1.1084787296447595e-4,1.0045561728730337e-4,4.2439457400378285e-4,1.234243728770579e-4,3.881002700779499e-6,7.302088645893579e-5,6.944555049036679e-6,-4.2735279738032103e-7,-6.5837490429774514e-6,6.475851826473902e-4
3,1,C3,-0.0015544825954607552,-0.0010202159619659798,-0.005275092702180396,-0.0018321389456232727,-8.413036333639016e-5,-4.8393546685652176e-4,0.004461661100096346,4.718986026618019e-6,7.270016699791267e-5,-0.007150872643611769
3,1,C4,-0.001004641996237353,-6.668685887908232e-4,-0.003422309946339283,-0.0011821282452788898,-5.3797718117432374e-5,-3.232091671930854e-4,0.002795317987138766,3.0744659442403834e-6,4.7364875910822974e-5,-0.004658864063248939
3,1,C5,-9.532908263527161e-5,-6.92527695959781e-5,-3.351399345370791e-4,-1.1061295759431608e-4,-4.648010775642547e-6,-3.897379598268165e-5,1.9513807973878516e-4,3.1132283185464646e-7,4.796204468169523e-6,-4.717602275327407e-4
3,1,C6,4.954198849299593e-4,3.2681942983635624e-4,0.0016841051581162828,5.834740738674063e-4,2.6684818218557646e-5,1.5655702628761302e-4,-0.0014023243875332446,-1.509444126073317e-6,-2.3254326124418284e-5,0.0022873224559924873
3,1,C7,0.008663327597796413,0.005902167327334535,0.029775467270990272,0.01015433295340878,4.523262886096222e-4,0.002997806424056891,-0.022326435023521288,-2.700901739558331e-5,-4.160978786613695e-4,0.04092786936335313
3,1,Enterobacteriaceae,3.192994638061962e-6,3.4013180609155658e-6,1.3108632531084851e-5,3.4229135734081834e-6,7.297907155581411e-8,2.8090756611452382e-6,6.1571373251505996e-6,-1.4159497669051161e-8,-2.181396256187191e-7,2.1456466274274687e-5
3,1,Lactobacillaceae,-2.1461232875304373e-4,-2.2545623923311183e-4,-8.755785011222352e-4,-2.308893288617165e-4,-5.146639585392629e-6,-1.8441767584743607e-4,-3.7678369870347523e-4,9.260844942445791e-7,1.4267153368537606e-5,-0.0014033337327579848
3,1,Paenibacillaceae,-0.0010214031588759306,-0.0011337412190663243,-0.004272864475603488,-0.001083038346935266,-1.9851390613604386e-5,-9.621141010107501e-4,-0.002505820586985853,4.900240114280543e-6,7.549254704900538e-5,-0.007425534380200502
4,2,C1,-4.517351521685666e-4,-0.0026555415255177742,-0.005729744015312147,-0.0016473994733758647,2.8842874129357527e-4,-4.8509330017279946e-4,-0.006335325539432606,1.993831594794394e-6,1.833925780445126e-4,-0.005230460933453897
4,2,C2,0.006541733409139633,-0.007063331680186443,0.0021780992924867394,0.0058659151362512076,0.001590375244844162,-0.005598695277414047,-0.09634975453757888,-6.74607038665703e-4,0.05363171231499296,0.09586221526246287
4,2,C3,0.010898374962467403,-0.018852890142049838,-0.008946437789645038,0.007005106613884692,0.00354472357005815,-0.011348373771236616,-0.19017848682117158,-0.0012261978671978995,0.09826005045882795,0.163008285814682
4,2,C4,0.0050567591027683954,-0.009902177638062915,-0.006200197466862347,0.0027991078231815506,0.0017906154723433586,-0.005594441537322442,-0.09307166514269688,-5.856043866946615e-4,0.047042713983054145,0.07617156745600086
4,2,C5,-0.0010922548750179962,8.667785029393242e-4,-9.183292282228852e-4,-0.0011001415397772208,-2.2615405926174417e-4,8.433494898161979e-4,0.01476309678158555,1.0804996660375344e-4,-0.00855555459341096,-0.015853042300292986
4,2,C6,-0.0030673105809902674,0.005539606158348052,0.002931980673952465,-0.0018883094410760107,-0.0010265449526291669,0.0032740625316674196,0.05459485249234643,3.4891501840644086e-4,-0.02798450379842044,-0.046028504261218135
4,2,C7,-0.0032402855394773633,0.039040954194188904,0.06200389466796083,0.011051353381472005,-0.005283974199453749,0.012783541309078543,0.19564190720100708,8.432914231109035e-4,-0.07092410410291672,-0.06366411006794406
4,2,Enterobacteriaceae,-1.0704179076026179e-4,3.3246101003924037e-4,3.5000354736142793e-4,2.7565922472846314e-6,-5.4499457783438315e-5,1.2967010694613166e-4,0.0023218712938073353,1.1749230969153109e-5,-9.543710263668889e-4,-0.0013758571806874427
4,2,Lactobacillaceae,0.00715920624021822,-0.02467510846730513,-0.027761764061128357,-0.0015902676117436167,0.003987953494551319,-0.008599655473830983,-0.16025181577184405,-7.76678919016245e-4,0.06327813261627517,0.08820485434986572
4,2,Paenibacillaceae,0.014886926202491465,-0.051176440096362984,-0.057466879711978586,-0.0027769400956872544,0.008239155768623834,-0.018654828947683534,-0.3382094709954923,-0.001657020829203098,0.1350326508447291,0.18773843193403197
5,3,C1,0.006490560156995635,-0.04586513154454225,-0.07464026598246873,-0.03902325876978782,0.007897615669963894,0.03046544802057767,0.056693631424720815,0.0017961300352249102,-0.07500155465962789,-0.12190959792998601
5,3,C2,-0.038159604666604466,0.23441786665379877,0.3662843884870654,0.19178720899497725,-0.04135150979377593,-0.15314403621319017,-0.24426816453789288,-0.009355627133634631,0.3692034350225694,0.5778378375294398
5,3,C3,-0.03710034749467615,0.24953799973467142,0.40100220318242774,0.21712111201219725,-0.04390541925996349,-0.1776654228226715,-0.379847710576409,-0.01088388852699914,0.45851178908320817,0.7199856973648562
5,3,C4,-0.013079136620289429,0.09356668656285073,0.15297658731793304,0.08451563062472615,-0.016439971606734896,-0.07014981977543411,-0.17124277678222147,-0.004305564171642295,0.18771713080465435,0.2951585138401252
5,3,C5,0.0082181916282835,-0.04817084943026225,-0.07409852700116541,-0.03821272045417304,0.00852299244840371,0.03022015583427358,0.039532949055250614,0.001849323026743134,-0.07022623976362022,-0.10932217222634841
5,3,C6,0.005257109716665951,-0.047601628445398884,-0.08218172845321868,-0.04698237574996577,0.008228108369762134,0.03952646503871478,0.12117318348534688,0.002396027949158715,-0.11294725983146102,-0.18056486665843302
5,3,C7,-0.07346723824552599,0.42272831791104676,0.6453445771354163,0.3179786542159498,-0.07389163169393956,-0.2385747201419974,-0.1574830164998678,-0.014158440008401135,0.5003297537678411,0.7997500347616575
5,3,Enterobacteriaceae,5.714814216513176e-4,-0.003701662604528938,-0.005984985570560934,-0.0032863339228649978,6.498742551086572e-4,0.0027418740787996856,0.006138752234678268,1.619031059317269e-4,-0.0068739687883791825,-0.010694445833855409
5,3,Lactobacillaceae,0.0057828128116169985,-0.015480218089827308,-0.011461633842858022,0.00450846996237617,0.0027386132506673497,-0.011095495664703985,-0.14472965133722115,-7.324699319194415e-4,0.06087827778003407,0.09147773692398155
5,3,Paenibacillaceae,0.015237225221616907,-0.05840654062911497,-0.07024464341356419,-0.016676250806158196,0.01005512427488771,-0.001406603804379741,-0.23896466701648947,-3.3010490748488206e-4,0.07037114266577545,0.09856721766919455
6,4,C1,-0.007177386654992439,0.11300902788623148,0.10515891464953965,0.04129825443703832,-0.02540310690356582,-0.013771488050477964,0.11502273626794357,-0.003088725663692131,-0.007541305278415463,0.03347265765348009
6,4,C2,-0.031154927936887903,0.14002159668301462,0.2445771424001021,0.1316984036924074,-0.022327479658637545,-0.1135391403337918,-0.1940116865666061,-0.005731531192273203,0.27870850394186425,0.403418048840115
6,4,C3,-0.009827438994393646,-0.1046336327782362,-0.008496411534009403,0.028562634296303537,0.030279345562191518,-0.06885230037613002,-0.4210480620030277,8.51442616170299e-4,0.26189042837946974,0.2929785183628826
6,4,C4,9.152108790502258e-4,-0.10139687259118806,-0.0672543571920484,-0.015620425597682107,0.024840057764014867,-0.014590782377640719,-0.20895439688613276,0.002071036439123657,0.09231380088767628,0.07628047101665732
