time,window,target_i,C1,C2,C3,C4,C5,C6,C7,C8,C9,Enterobacteriaceae,Lactobacillaceae,Paenibacillaceae
8,7,Lactobacillaceae,0.3792462677493166,0.4758973331112004,-0.06262585751218316,0.34397777338555574,0.41322802109641793,0.10106571672217086,0.2822512174353085,0.06079018327697579,0.003320412119804034,-0.0020713911544563393,0.00496422435359609,0.1425552310373091
8,7,Paenibacillaceae,0.30575226712706954,0.3903945149342813,-0.18008677439925216,0.1767998213371264,0.2580250619856948,-0.2104007381090197,0.0936146661366562,-0.1868654817771427,-0.2212715714992575,-0.011032450536901543,0.15633986294918792,0.2410164483587002
9,8,C1,-0.17188919236953848,-0.04959748227301559,-0.1235230687683052,-0.1250699146340465,-0.10561115283884732,-0.09259220438425686,-0.14285689863507417,-0.16817730931970315,-0.1723038813345683,-5.881831666853222e-4,0.018716469461753604,-0.08367715577696871
9,8,C2,-0.3060104067791736,-0.22846726848589274,0.013489284609419694,-0.18693448700569712,-0.18600161083180103,0.42318326287166363,-0.11898113755260181,-0.01747629445975074,0.06243489903925035,0.007407484118669069,-0.08239777443507625,-0.19885410000186515
9,8,C3,-0.19074981888624534,-0.26819397919791876,-0.14255130151892448,-0.3222028084972346,-0.3507656506367909,-0.673402303609933,-0.3592925687740391,-0.348967324213254,-0.34439633046711776,-0.012261352560632,0.20510910487278952,0.09752879200237465
9,8,C4,-0.2700241745708342,-0.27020812100144803,-0.04492670723821828,-0.2551941914049061,-0.296649864846637,-0.08424206827449399,-0.2706762679337417,-0.16799303125146314,-0.14816091975932527,-0.008783516942407924,0.13716933372545187,0.09857712662513189
9,8,C5,-0.43807024783275283,-0.422044545439972,-0.029311047791061657,-0.3837540732036244,-0.39695467490945613,0.1023425468154825,-0.3042785294102406,-0.17223783990895006,-0.06915167028260637,0.004243393940428013,-0.01683840035130486,-0.21871251023690044
9,8,C6,-0.666484498505639,-1.181042898716825,0.19933666140144973,-0.8558260502810279,-1.0018971097218097,-0.5375511925576645,-0.6442090767645205,-0.21782348499062773,0.026214116804565375,8.522152764872869e-4,0.0789187696586366,-0.22011800236149198
9,8,C7,-0.48911218208437446,-0.5238981592798315,-0.07380178133662975,-0.5014090778353875,-0.5217124910937664,-0.22710045085664105,-0.4244205216666886,-0.2945030408584381,-0.18786821411707405,0.001276657718361908,0.03777422120695458,-0.2210340773341524
9,8,C8,-0.36741436429172836,-0.48892465604477,-0.12321933690848627,-0.4915323455840201,-0.5619763032397638,-0.7255162908463073,-0.526288917611462,-0.41272384949266294,-0.3867648801667232,-0.018639830063957422,0.2974152713675083,0.18852534867082915
9,8,C9,-0.47723546932049854,-0.6449373708998414,-0.11379829359841029,-0.6297708332531289,-0.67712490608078,-0.7812445224346941,-0.5769966370789077,-0.44968924558801643,-0.35352972772167673,-0.007408164939740667,0.17222591059260425,-0.10274003490108309
9,8,Enterobacteriaceae,-0.019164514417405472,-0.025284460510738214,0.0056017160315002925,-0.01591027029083702,-0.020890500777528152,-0.004355036053827839,-0.0131986214508701,0.0010796311879108973,0.002659622732137932,1.7211211826955182e-4,-0.0017389714590872079,-0.007465656947824776
9,8,Lactobacillaceae,0.3237403998157782,0.4082787629602485,-0.05341375016027798,0.2937177202114222,0.35657046331023484,0.09468159046640635,0.24589756163705742,0.0527298825734585,0.007693247433218039,-0.0011472487035311158,-0.0036737931231321814,0.10775017822307296
9,8,Paenibacillaceae,0.33115403754271094,0.40521595912672503,-0.17004202488222175,0.20803556896756328,0.2635282461479868,-0.2383006968510008,0.08816152881781812,-0.16475328115451174,-0.2344121066210531,-0.015384174689257004,0.2058534318570198,0.3501245270062985
10,9,C1,-0.17124826525155173,-0.058163331551789814,-0.11340640184888084,-0.13141439958206744,-0.10072520534719412,-0.0629668400131257,-0.1251186231910621,-0.15678188071558824,-0.1416253751629172,5.755137037647672e-4,0.0012459749100136401,-0.12463518800679504
10,9,C2,-0.3192016900499441,-0.2390192373577674,0.0027864916291553367,-0.21836818856313825,-0.1830950455047303,0.42430596821516164,-0.10144535103919286,-0.034986785107048585,0.08426507321377855,0.009421499534796894,-0.11265019869003179,-0.30409132898676255
10,9,C3,-0.1303549165347072,-0.20865507797750835,-0.1185113982313712,-0.24356434589097567,-0.29688009310595975,-0.6379763557611973,-0.32250029844100164,-0.29417649354937175,-0.32929989728363246,-0.013153658471197451,0.2139774605507667,0.1918932501566038
10,9,C4,-0.3154837332513483,-0.2967082692836664,-0.05607883710313511,-0.3087060619140084,-0.2911586668504582,0.003949161106111527,-0.2331068900524956,-0.17925461430927667,-0.085678872924427,-0.003450939010318967,0.060199257008461966,-0.11820873812944997
10,9,C5,-0.4472619222400486,-0.4189370629989338,-0.03760979315666967,-0.4046903966619966,-0.374281282583237,0.1508392415548276,-0.26487060220458697,-0.17655384502173002,-0.02597796813116758,0.007222944350906623,-0.06318013638612693,-0.3513202532527055
10,9,C6,-0.6740828573733583,-1.1112359242625747,0.16122809036832944,-0.8509478102930458,-0.9206293901786022,-0.3929322595248174,-0.5646718600896294,-0.22743525813239585,0.0732621406960571,0.0057197433310969235,0.001353795109941956,-0.41609206671599513
10,9,C7,-0.48763567916731876,-0.5055198788008105,-0.07629564893364153,-0.5034976865947901,-0.48307992411481115,-0.14652329499769945,-0.3718973771038812,-0.28290795059869406,-0.13434541304036152,0.004275968473583119,-0.01047606085682726,-0.34043352343092176
10,9,C8,-0.3925228009490853,-0.48371818381276727,-0.12368614782275261,-0.5082303913370175,-0.5231513047816041,-0.574951545098462,-0.4608465119854295,-0.3927319487215089,-0.3031821920596242,-0.01275350421560369,0.21018996043450153,-0.012983718399193657
10,9,C9,-0.4579960234568656,-0.5983173785380683,-0.10830134819206529,-0.5962024945046219,-0.6137071347688415,-0.6577976106036467,-0.5089396332955304,-0.41271088963549785,-0.29298360839432885,-0.00459887886671607,0.12489907627764009,-0.18452930800690256
10,9,Enterobacteriaceae,-0.012782138033968299,-0.019160988817182274,0.005656384760647793,-0.009285830145367035,-0.016875525305952894,-0.00809308335490903,-0.012041801319829104,0.0028323852269358345,-2.0021934071939567e-4,-1.165261869830746e-4,0.002084265175795993,0.004466994415229156
10,9,Lactobacillaceae,0.2620923876364187,0.34305669941929284,-0.05204881369599923,0.23245063379325215,0.30682504234593616,0.10970825139990574,0.22040495998625106,0.0361009612993105,0.02213597434851274,5.266763406759384e-4,-0.02447546865793986,0.02844830448861782
10,9,Paenibacillaceae,0.3727639321563235,0.42050981780677776,-0.13753709536758288,0.27440137205864457,0.2646534084276603,-0.2907526922586704,0.07193680627730081,-0.1115076266844749,-0.2557682532544066,-0.018612017500332558,0.24984512413403373,0.5180757890543143
11,10,C1,-0.17785881549426302,-0.06657406906297109,-0.11696666108375092,-0.13575502567320827,-0.09438444590703787,-0.02774608290822821,-0.10543970965844908,-0.14476091678002767,-0.11026308488746044,0.003378245171877481,-0.010469137420120527,-0.19234173863101708
11,10,C2,-0.32648815514407276,-0.23866708272340478,-0.02167283766840715,-0.22581366534508426,-0.17125626685092515,0.4290769903084744,-0.07995386872665278,-0.03797058011216192,0.10364015495071695,0.012914314351499442,-0.1210393218635704,-0.4045520716497101
11,10,C3,-0.07603776322404861,-0.1624851571156116,-0.08263319060483645,-0.18751081930773325,-0.2593323673335727,-0.6229642955925514,-0.3008333657379028,-0.2572661767813606,-0.32443598840258286,-0.01586115491510557,0.21417353264026628,0.3057108907240942
11,10,C4,-0.3468936815387651,-0.30478639216036363,-0.08925163211402681,-0.32467238368385076,-0.2723372492525086,0.07981348261420292,-0.19147909507110383,-0.1715382159474244,-0.032319452710326525,0.004070849027581561,0.02259941584808466,-0.3165763191754176
11,10,C5,-0.4598579358429768,-0.4113690372676616,-0.06923040661012987,-0.4068844770288024,-0.3461651330136341,0.20523143864632445,-0.22163652718578145,-0.16822027479171855,0.017439731574186,0.013018094693690824,-0.08562391625030072,-0.5076977650279264
11,10,C6,-0.6457706755275313,-1.0230464482236126,0.12103732636411997,-0.7949293806991525,-0.834534585673111,-0.30537735040598635,-0.49656516928870853,-0.21115562596939755,0.09372817443927309,0.00944515135588587,-0.019046608823201996,-0.5051702120120857
11,10,C7,-0.5014049789744861,-0.4924243681068484,-0.10699245294930687,-0.49976426165483323,-0.44497514820512724,-0.05579144369632498,-0.31650806004779974,-0.2647723591049494,-0.07639507227212111,0.010845304259008242,-0.0411026362761933,-0.5146735094298986
11,10,C8,-0.4009281070540983,-0.4637137076924383,-0.14084172529322753,-0.49260907846912616,-0.4782693832185489,-0.4589428025212441,-0.4004630567858792,-0.3609016126787552,-0.2385271570626046,-0.005940156220748387,0.16518088014985302,-0.17183775263767626
11,10,C9,-0.46049323238939976,-0.5674011572588609,-0.12650454024264346,-0.5727704927055842,-0.5602725915740531,-0.5326774851961387,-0.4441021611546984,-0.3792855238157383,-0.22934006006819227,0.0010145491548659634,0.08721337284250423,-0.32576921823704136
11,10,Enterobacteriaceae,-0.033509008212573924,-0.030580651829245863,-0.007951819779225912,-0.02503188435626944,-0.0191067535199415,0.019219567080078482,-0.004860501285199314,-0.0012262895820136085,0.015115888447547991,0.0021310807631747895,-0.009612764476331541,-0.0675997983336689
11,10,Lactobacillaceae,0.19499198278097735,0.28378400971467854,-0.0709328957291915,0.17823753677887932,0.2686159004313709,0.1475230968259654,0.2092063553003524,0.025522607035499145,0.04816890718444727,0.004643419471252676,-0.04310733324501346,-0.1068289408295528
11,10,Paenibacillaceae,0.43956448248857793,0.44164757802519716,-0.06285813193616602,0.3264529230755646,0.25715402557206063,-0.3869847973424678,0.03710292907074406,-0.0819954292809832,-0.301917797735644,-0.026758389859978898,0.28025675650012905,0.8019956980495404
12,11,C1,-0.18981452520919903,-0.07488925326157828,-0.13066642315778582,-0.1374066837482006,-0.08463323023212473,0.012305294871942029,-0.08143836908352245,-0.13069777273986039,-0.07762593811419535,0.009328873018478748,-0.015786327773455375,-0.28195468671214086
12,11,C2,-0.32877570982814797,-0.23320595061037655,-0.04752842866835479,-0.22114022215682505,-0.15426492826339533,0.43251667719212805,-0.05625533840199874,-0.03354378937644262,0.1197899352066622,0.018881200601172817,-0.11704527040428499,-0.4897651499777392
12,11,C3,-0.0849160712218193,-0.15558200257018817,-0.08882694761995334,-0.17791435226263408,-0.2346793492146385,-0.54452204909328,-0.2649879873175122,-0.23291154266589464,-0.28209720169358043,-0.010838194315529119,0.19126365470421858,0.21757189206450486
12,11,C4,-0.3688039361383448,-0.3042638822813048,-0.1274708350067107,-0.32179578388284774,-0.24535817900369097,0.14368969411509877,-0.146750153353673,-0.15441664553161594,0.013466979018134213,0.015577456251399554,0.00851001780297135,-0.4914058604494827
12,11,C5,-0.46183757345516996,-0.3961899448875964,-0.10101653817558225,-0.3916995639481804,-0.3127883903546419,0.2449041006315341,-0.17899442679733446,-0.151674974349132,0.0510409299541826,0.021584295623555818,-0.08766596123277498,-0.6287019152136566
12,11,C6,-0.6176923403999715,-0.9452003683482698,0.08302825447561173,-0.7379536349729914,-0.7570974549094325,-0.23635730636688504,-0.4354815209754959,-0.19135894099459688,0.11007432222453735,0.015390922481877407,-0.02459759287191995,-0.5770616108123641
12,11,C7,-0.4909705859718353,-0.46542874036406456,-0.12786479085142977,-0.47179562477438003,-0.40288965387698283,-0.00360829964249062,-0.2695436825576691,-0.23963480991478434,-0.04103774508728206,0.01770210118306212,-0.045339960154898905,-0.6024168221264695
12,11,C8,-0.41371275939434365,-0.44647468858408124,-0.1707416114670833,-0.4722103612972211,-0.4325294233316003,-0.3511384867508719,-0.3386477659797997,-0.32648801432660046,-0.17714509858283264,0.005567421737636097,0.13896349129691274,-0.344120135947191
12,11,C9,-0.42273727291900676,-0.5176890137916891,-0.11871927328169789,-0.5226512797852644,-0.5088518059460644,-0.4780094200280155,-0.401216217128923,-0.34455422037718375,-0.20469687942427187,0.0018832686302512947,0.07806174732337715,-0.3129670612488116
12,11,Enterobacteriaceae,-0.03339606479971203,-0.029296208074369796,-0.009793964106298236,-0.024251292645470324,-0.01727069551696512,0.021351325216546316,-0.0029363623047692806,-0.001078098792680627,0.016109001457685738,0.0025796358450915413,-0.009433039218349122,-0.07261636989714158
12,11,Lactobacillaceae,0.15976525875408862,0.2488483081025182,-0.07945130006020107,0.15303328740180513,0.24447761466251647,0.1568166895660014,0.19867664195590254,0.02342478086974107,0.057656069989830666,0.008000776134596902,-0.043221177325271476,-0.1627438091419059
12,11,Paenibacillaceae,0.35210176154963957,0.3770837742807046,-0.09777302785137502,0.27298388442075927,0.23538059784059495,-0.28895484338915256,0.05757570331268041,-0.07315664940104748,-0.23670190477588693,-0.013857546304335135,0.24410120083072215,0.5495527411633016
13,12,C1,-0.19432265986259553,-0.07693162606140114,-0.13786159887225066,-0.13152543714679582,-0.0730849332613111,0.0391338770754061,-0.0610590069254481,-0.11472125512099564,-0.056104543368225825,0.014443335377656978,-0.01578332656662772,-0.33459228994276013
13,12,C2,-0.33264825899825773,-0.22642452856790354,-0.07152719139670415,-0.21125105092847815,-0.1344483722952484,0.4390495480941235,-0.030666704862534245,-0.023015426431496327,0.13280240166549007,0.026390336668013534,-0.10922953587472314,-0.5661165729663991
13,12,C3,-0.08719149651500091,-0.14628721172576492,-0.08974048452845729,-0.16549473251401361,-0.21285824815833773,-0.4860013619717605,-0.23643401963350005,-0.21097768893777263,-0.25149953442801515,-0.007169061190093847,0.17463717728387737,0.16421220270609138
13,12,C4,-0.37776578610606937,-0.29495962075773674,-0.15225826720250407,-0.3057982846249086,-0.21606065048890347,0.18601293574180655,-0.10796902243389722,-0.13167209217450707,0.04162168242459627,0.025798676688367096,0.005224122922438997,-0.5991664369243758
13,12,C5,-0.45657436019474074,-0.3765472134582968,-0.12233609679841345,-0.36804899541401526,-0.2792102038823355,0.2699929321554085,-0.14173929075329295,-0.1307209905584304,0.07134003514338268,0.029456014367590263,-0.08245226257270617,-0.7010178432331609
13,12,C6,-0.569227598864159,-0.8669393990232658,0.07292355987515632,-0.6765803741801577,-0.6924798581137596,-0.21203241099798475,-0.39635481949905715,-0.17416121497568232,0.10333775822976084,0.01528325298825514,-0.022518940367080447,-0.541268463676504
13,12,C7,-0.4805136899685167,-0.4388010665503325,-0.14450498551625557,-0.4405866855501067,-0.3622822177816044,0.03857605330219077,-0.22644398834467722,-0.21190360333801148,-0.015025845368850379,0.025146974436428538,-0.04345807411707226,-0.6666626030510949
13,12,C8,-0.41458757130339347,-0.42329398746913616,-0.18811403008636188,-0.4421476268826587,-0.38825562735480124,-0.27327409138287106,-0.2864120741037436,-0.29013915724419864,-0.13615996702699812,0.01552354100059323,0.12516181590191658,-0.44805136930071876
13,12,C9,-0.3986809985523963,-0.47854511068286265,-0.11903147780026925,-0.48147368904018545,-0.46326233160740515,-0.4225367082818397,-0.3595750298094616,-0.31243613490909605,-0.17914953813776607,0.005284698779170584,0.07107067752446224,-0.32923323935597276
13,12,Enterobacteriaceae,-0.0381897729787468,-0.03002086004699368,-0.015698449572598715,-0.024433279167458532,-0.014263809014896106,0.029991015251828734,0.002241489621685603,7.609548993657712e-4,0.020317123313616355,0.0044778566005580205,-0.009223240800829735,-0.09491568634376922
13,12,Lactobacillaceae,0.1389096948002628,0.22482576259176634,-0.07935298987946361,0.1380096651447385,0.22545919261672237,0.15383605974570647,0.1868067914421016,0.023171360627646777,0.05824729795889888,0.009398673346510842,-0.040155657905361436,-0.17682973613426142
13,12,Paenibacillaceae,0.28617053474605425,0.3305792730756698,-0.12183801314839177,0.2399616821568513,0.22346746925602298,-0.21516540479619,0.07677159230706294,-0.05814924329302252,-0.19015247880741162,-0.002221153768484379,0.22122893975733615,0.3677625997290363
14,13,C1,-0.20030938580381188,-0.0758759652068688,-0.14627710627652166,-0.12143993901901168,-0.05788296570235576,0.06814546093567833,-0.03668869918850746,-0.0926436441426403,-0.03163444316399711,0.020260452506320897,-0.013795287929927154,-0.38633086576367054
14,13,C2,-0.3367901667844743,-0.2159421795243556,-0.09314835341138408,-0.1951911115443879,-0.11061393403024987,0.45034560608210694,-5.502122377290876e-4,-0.0027684216831975477,0.1508850802585542,0.0342200649553836,-0.09971987166359841,-0.6326457314856236
14,13,C3,-0.09660799779974052,-0.13867428267227486,-0.09746038133208602,-0.15267511775984982,-0.18896042297227364,-0.4235951707792336,-0.2029310122376642,-0.1843592805111299,-0.21643617309027274,-0.0012889631125072695,0.16170669005182256,0.091786913131461
14,13,C4,-0.39028274805812846,-0.2819218668045619,-0.17839489445860165,-0.28245342550429337,-0.18050462572833198,0.23502351806897082,-0.060764278911823275,-0.09553473633371276,0.07814554946045883,0.037585263885014215,0.0062969993945452395,-0.7069445064486038
14,13,C5,-0.4563663540512183,-0.3556622505178953,-0.1447903876353686,-0.33987854761341385,-0.2417878548047184,0.30237259879152967,-0.09812725965965477,-0.09886242846382336,0.09918649195019903,0.038781868559908034,-0.07483284224317946,-0.7764834990500763
14,13,C6,-0.5601876738539469,-0.8084029920607838,0.03538407364065131,-0.6251728752962074,-0.6236910971197194,-0.14342081896396336,-0.3338618965299502,-0.1402093711236027,0.12761176197889415,0.02573308048679433,-0.01974954530609774,-0.6286439950583318
