time,window,effector_j,target_i,strength
2,1,C1,C1,-0.06846390228084244
2,1,C2,C1,0.006264338875539392
2,1,C3,C1,-0.13189799321256473
2,1,C4,C1,-0.1404873166529276
2,1,C5,C1,-0.1564151512936085
2,1,C6,C1,-0.09998458984523209
2,1,C7,C1,-0.22135869836505473
2,1,C8,C1,-0.017171127141935257
2,1,C9,C1,-0.1761297270472895
2,1,C10,C1,0.033432192623814264
2,1,C11,C1,-0.20774585038753807
2,1,C12,C1,-0.20533714452862914
2,1,C13,C1,-0.25124617216410655
2,1,C14,C1,-0.2243307985295323
2,1,Enterobacteriaceae,C1,-2.8217252811877777e-5
2,1,Paenibacillaceae,C1,0.034232059969579724
2,1,C1,C2,0.006274976912908929
2,1,C2,C2,-5.74150472133501e-4
2,1,C3,C2,0.01208895249459739
2,1,C4,C2,0.012876196640639387
2,1,C5,C2,0.014336043235899425
2,1,C6,C2,0.00916396775561914
2,1,C7,C2,0.020288366211064855
2,1,C8,C2,0.0015737990794371906
2,1,C9,C2,0.016142959049647285
2,1,C10,C2,-0.0030641875480863588
2,1,C11,C2,0.019040696944018734
2,1,C12,C2,0.018819929895236714
2,1,C13,C2,0.023027666803439924
2,1,C14,C2,0.02056077048972322
2,1,Enterobacteriaceae,C2,2.586218489473879e-6
2,1,Paenibacillaceae,C2,-0.0031374984310605604
2,1,C1,C3,-0.1270178834854051
2,1,C2,C3,0.011621935631749757
2,1,C3,C3,-0.24470419265774504
2,1,C4,C3,-0.2606395636725485
2,1,C5,C3,-0.2901897321140998
2,1,C6,C3,-0.18549674441872083
2,1,C7,C3,-0.41067646483365894
2,1,C8,C3,-0.03185679100908783
2,1,C9,C3,-0.32676526465931294
2,1,C10,C3,0.06202518708229564
2,1,C11,C3,-0.385421183134699
2,1,C12,C3,-0.3809524235410303
2,1,C13,C3,-0.466125300471287
2,1,C14,C3,-0.4161904635953714
2,1,Enterobacteriaceae,C3,-5.2350152569965496e-5
2,1,Paenibacillaceae,C3,0.06350914364836253
2,1,C1,C4,-0.13764021706693727
2,1,C2,C4,0.012593862369591565
2,1,C3,C4,-0.2651684728983204
2,1,C4,C4,-0.28243649741056753
2,1,C5,C4,-0.314457906420481
2,1,C6,C4,-0.20100958594493218
2,1,C7,C4,-0.44502078142785523
2,1,C8,C4,-0.03452093129902242
2,1,C9,C4,-0.3540922012199249
2,1,C10,C4,0.06721226948019113
2,1,C11,C4,-0.41765343472245275
2,1,C12,C4,-0.41281095881579677
2,1,C13,C4,-0.505106728098105
2,1,C14,C4,-0.45099590843866016
2,1,Enterobacteriaceae,C4,-5.6728124934039517e-5
2,1,Paenibacillaceae,C4,0.06882032732422552
2,1,C1,C5,-0.1560140615764735
2,1,C2,C5,0.014275040108804525
2,1,C3,C5,-0.30056629770337345
2,1,C4,C5,-0.3201394624147281
2,1,C5,C5,-0.35643546792457503
2,1,C6,C5,-0.22784272349572743
2,1,C7,C5,-0.5044274200957615
2,1,C8,C5,-0.039129193604393216
2,1,C9,C5,-0.4013606172824359
2,1,C10,C5,0.07618455835678813
2,1,C11,C5,-0.473406756186136
2,1,C12,C5,-0.4679178493071516
2,1,C13,C5,-0.572534349766863
2,1,C14,C5,-0.5112001777479644
2,1,Enterobacteriaceae,C5,-6.430086616525022e-5
2,1,Paenibacillaceae,C5,0.07800727878577224
2,1,C1,C6,-0.09698342286152532
2,1,C2,C6,0.008873829943583714
2,1,C3,C6,-0.1868418016526089
2,1,C4,C6,-0.19900911843648175
2,1,C5,C6,-0.22157189781018763
2,1,C6,C6,-0.141634458941872
2,1,C7,C6,-0.31356851614375686
2,1,C8,C6,-0.02432398138487805
2,1,C9,C6,-0.2494988340957027
2,1,C10,C6,0.047358803200013115
2,1,C11,C6,-0.29428506095393225
2,1,C12,C6,-0.2908729776358453
2,1,C13,C6,-0.35590600222256724
2,1,C14,C6,-0.317778682924142
2,1,Enterobacteriaceae,C6,-3.997151302038276e-5
2,1,Paenibacillaceae,C6,0.04849186559410929
2,1,C1,C7,-0.21200488255861308
2,1,C2,C7,0.019398111754837907
2,1,C3,C7,-0.4084344834163965
2,1,C4,C7,-0.43503212752616877
2,1,C5,C7,-0.4843541585514942
2,1,C6,C7,-0.30961164236384653
2,1,C7,C7,-0.6854579316514154
2,1,C8,C7,-0.05317200264443067
2,1,C9,C7,-0.5454021879233396
2,1,C10,C7,0.10352591416443373
2,1,C11,C7,-0.6433044735425979
2,1,C12,C7,-0.635845690363084
2,1,C13,C7,-0.7780072921414123
2,1,C14,C7,-0.6946613180394393
2,1,Enterobacteriaceae,C7,-8.737736484796865e-5
2,1,Paenibacillaceae,C7,0.10600277827898373
2,1,C1,C8,-0.011179091747309054
2,1,C2,C8,0.0010228692302496102
2,1,C3,C8,-0.021536893432698802
2,1,C4,C8,-0.022939396526858502
2,1,C5,C8,-0.025540164506073777
2,1,C6,C8,-0.016325930394851005
2,1,C7,C8,-0.03614443693169817
2,1,C8,C8,-0.002803778331783993
2,1,C9,C8,-0.028759248487083493
2,1,C10,C8,0.0054589577310715015
2,1,C11,C8,-0.03392167031435607
2,1,C12,C8,-0.03352836606362016
2,1,C13,C8,-0.04102459714115191
2,1,C14,C8,-0.03662973472095646
2,1,Enterobacteriaceae,C8,-4.60743906689735e-6
2,1,Paenibacillaceae,C8,0.005589563643765598
2,1,C1,C9,-0.16726068437543173
2,1,C2,C9,0.015304088323570922
2,1,C3,C9,-0.3222332919614024
2,1,C4,C9,-0.3432174320570662
2,1,C5,C9,-0.38212991635705124
2,1,C6,C9,-0.24426727614662896
2,1,C7,C9,-0.5407901996166823
2,1,C8,C9,-0.04194990909919693
2,1,C9,C9,-0.4302935956519528
