time,window,effector_j,target_i,strength
2,1,Bacillaceae,Bacillaceae,-0.03049566596181867
2,1,Comamonadaceae,Bacillaceae,0.005220674505135283
2,1,Enterobacteriaceae,Bacillaceae,-0.025040101791252958
2,1,Enterococcaceae,Bacillaceae,-0.04352654204179934
2,1,Lactobacillaceae,Bacillaceae,0.004559824077671819
2,1,Bacillaceae,Comamonadaceae,-1.8900587929825466e-4
2,1,Comamonadaceae,Comamonadaceae,3.235666919386411e-5
2,1,Enterobacteriaceae,Comamonadaceae,-1.5519341216220902e-4
2,1,Enterococcaceae,Comamonadaceae,-2.697685750402334e-4
2,1,Lactobacillaceae,Comamonadaceae,2.826085386443952e-5
2,1,Bacillaceae,Enterobacteriaceae,-0.02448460635398476
2,1,Comamonadaceae,Enterobacteriaceae,0.004191617271797347
2,1,Enterobacteriaceae,Enterobacteriaceae,-0.020104398972304788
2,1,Enterococcaceae,Enterobacteriaceae,-0.03494694128595013
2,1,Lactobacillaceae,Enterobacteriaceae,0.003661028348257718
2,1,Bacillaceae,Enterococcaceae,-0.04377974506167172
2,1,Comamonadaceae,Enterococcaceae,0.007494828910145933
2,1,Enterobacteriaceae,Enterococcaceae,-0.03594770726148086
2,1,Enterococcaceae,Enterococcaceae,-0.062486942124561094
2,1,Lactobacillaceae,Enterococcaceae,0.006546108417389007
2,1,Bacillaceae,Lactobacillaceae,0.004560221488929256
2,1,Comamonadaceae,Lactobacillaceae,-7.806824777930911e-4
2,1,Enterobacteriaceae,Lactobacillaceae,0.003744414383880464
2,1,Enterococcaceae,Lactobacillaceae,0.00650881579717955
2,1,Lactobacillaceae,Lactobacillaceae,-6.818610805473282e-4
3,2,Bacillaceae,Bacillaceae,-0.024078053734291404
3,2,Comamonadaceae,Bacillaceae,0.1566968043689397
3,2,Enterobacteriaceae,Bacillaceae,-0.03543778697800049
3,2,Enterococcaceae,Bacillaceae,-0.02722532218847881
3,2,Lactobacillaceae,Bacillaceae,0.0035890305071358407
3,2,Bacillaceae,Comamonadaceae,-0.02134381032463422
3,2,Comamonadaceae,Comamonadaceae,0.1227643113698343
3,2,Enterobacteriaceae,Comamonadaceae,-0.029756382289061516
3,2,Enterococcaceae,Comamonadaceae,-0.024889049265644343
3,2,Lactobacillaceae,Comamonadaceae,0.0031826547765130384
3,2,Bacillaceae,Enterobacteriaceae,-0.016722839056856172
3,2,Comamonadaceae,Enterobacteriaceae,0.11448667329299474
3,2,Enterobacteriaceae,Enterobacteriaceae,-0.02519332574858265
3,2,Enterococcaceae,Enterobacteriaceae,-0.01864393744283588
3,2,Lactobacillaceae,Enterobacteriaceae,0.0024922601504200836
3,2,Bacillaceae,Enterococcaceae,-0.03525721200996572
3,2,Comamonadaceae,Enterococcaceae,0.23147931659314244
3,2,Enterobacteriaceae,Enterococcaceae,-0.0520995899964818
3,2,Enterococcaceae,Enterococcaceae,-0.03977070407467646
3,2,Lactobacillaceae,Enterococcaceae,0.0052552261948460395
3,2,Bacillaceae,Lactobacillaceae,0.003472504818633283
3,2,Comamonadaceae,Lactobacillaceae,-0.023795173748405077
3,2,Enterobacteriaceae,Lactobacillaceae,0.005233660674935397
3,2,Enterococcaceae,Lactobacillaceae,0.0038703935986351776
3,2,Lactobacillaceae,Lactobacillaceae,-5.175172927623774e-4
4,3,Bacillaceae,Bacillaceae,-0.015264177533594641
4,3,Comamonadaceae,Bacillaceae,0.10415305543388174
4,3,Enterobacteriaceae,Bacillaceae,-0.023160769616703488
4,3,Enterococcaceae,Bacillaceae,-0.01717369308647554
4,3,Lactobacillaceae,Bacillaceae,0.0023349799139088506
4,3,Bacillaceae,Comamonadaceae,-0.06502815255200388
4,3,Comamonadaceae,Comamonadaceae,-0.05084311031770411
4,3,Enterobacteriaceae,Comamonadaceae,-0.057767529497880776
4,3,Enterococcaceae,Comamonadaceae,-0.10319310130337137
4,3,Lactobacillaceae,Comamonadaceae,0.01294320910202438
4,3,Bacillaceae,Enterobacteriaceae,0.009683696699384257
4,3,Comamonadaceae,Enterobacteriaceae,0.12860984211060597
4,3,Enterobacteriaceae,Enterobacteriaceae,-0.0019976897926380637
4,3,Enterococcaceae,Enterobacteriaceae,0.022305920963044682
4,3,Lactobacillaceae,Enterobacteriaceae,-0.002484001279610568
4,3,Bacillaceae,Enterococcaceae,-0.014600995041196219
4,3,Comamonadaceae,Enterococcaceae,0.17407521411672447
4,3,Enterobacteriaceae,Enterococcaceae,-0.028804386030603788
4,3,Enterococcaceae,Enterococcaceae,-0.012250202103934307
4,3,Lactobacillaceae,Enterococcaceae,0.001930149527927275
4,3,Bacillaceae,Lactobacillaceae,-0.0021763584602632977
4,3,Comamonadaceae,Lactobacillaceae,-0.027194993858241402
4,3,Enterobacteriaceae,Lactobacillaceae,3.8338369431464777e-4
4,3,Enterococcaceae,Lactobacillaceae,-0.004856559273854886
4,3,Lactobacillaceae,Lactobacillaceae,5.252151108918522e-4
5,4,Bacillaceae,Bacillaceae,-0.02196691740214445
5,4,Comamonadaceae,Bacillaceae,0.05020999731999146
5,4,Enterobacteriaceae,Bacillaceae,-0.031667849925243595
5,4,Enterococcaceae,Bacillaceae,-0.03169873094826982
5,4,Lactobacillaceae,Bacillaceae,0.004523407402243664
5,4,Bacillaceae,Comamonadaceae,-0.08262857515598725
5,4,Comamonadaceae,Comamonadaceae,-0.12640138316991406
5,4,Enterobacteriaceae,Comamonadaceae,-0.09086721319857897
5,4,Enterococcaceae,Comamonadaceae,-0.13736705620024592
5,4,Lactobacillaceae,Comamonadaceae,0.018467717539252478
5,4,Bacillaceae,Enterobacteriaceae,0.0035835228101167727
5,4,Comamonadaceae,Enterobacteriaceae,0.08625860602246005
5,4,Enterobacteriaceae,Enterobacteriaceae,-0.00658878130840274
5,4,Enterococcaceae,Enterobacteriaceae,0.010204848171432725
5,4,Lactobacillaceae,Enterobacteriaceae,-9.194755933067325e-4
5,4,Bacillaceae,Enterococcaceae,-0.03522774267070933
5,4,Comamonadaceae,Enterococcaceae,0.06672174990208608
5,4,Enterobacteriaceae,Enterococcaceae,-0.05495507911408296
5,4,Enterococcaceae,Enterococcaceae,-0.0524199585545746
5,4,Lactobacillaceae,Enterococcaceae,0.007787574154464524
5,4,Bacillaceae,Lactobacillaceae,0.002801347944638545
5,4,Comamonadaceae,Lactobacillaceae,-0.008866442237017892
5,4,Enterobacteriaceae,Lactobacillaceae,0.006330989428659132
5,4,Enterococcaceae,Lactobacillaceae,0.004256625442412405
5,4,Lactobacillaceae,Lactobacillaceae,-7.658298294350676e-4
6,5,Bacillaceae,Bacillaceae,-0.012859896247540345
6,5,Comamonadaceae,Bacillaceae,0.04874826571344204
6,5,Enterobacteriaceae,Bacillaceae,-0.017777987081303598
6,5,Enterococcaceae,Bacillaceae,-0.026398322683917272
6,5,Lactobacillaceae,Bacillaceae,0.0032867969804517908
6,5,Bacillaceae,Comamonadaceae,-0.06912412238592716
6,5,Comamonadaceae,Comamonadaceae,-0.10588287189868324
6,5,Enterobacteriaceae,Comamonadaceae,-0.07633730970919991
6,5,Enterococcaceae,Comamonadaceae,-0.10805273036233023
6,5,Lactobacillaceae,Comamonadaceae,0.01501356958900966
6,5,Bacillaceae,Enterobacteriaceae,0.0016994266784398327
6,5,Comamonadaceae,Enterobacteriaceae,0.06676824793459037
6,5,Enterobacteriaceae,Enterobacteriaceae,-0.00671592925902697
6,5,Enterococcaceae,Enterobacteriaceae,0.00853229663205406
6,5,Lactobacillaceae,Enterobacteriaceae,-6.297120551763575e-4
6,5,Bacillaceae,Enterococcaceae,-0.03188718524765068
6,5,Comamonadaceae,Enterococcaceae,0.046067029644516144
6,5,Enterobacteriaceae,Enterococcaceae,-0.04957848714552514
6,5,Enterococcaceae,Enterococcaceae,-0.04064195234507195
6,5,Lactobacillaceae,Enterococcaceae,0.006480845865712365
6,5,Bacillaceae,Lactobacillaceae,0.0014616991936501336
6,5,Comamonadaceae,Lactobacillaceae,-0.00852484583235978
6,5,Enterobacteriaceae,Lactobacillaceae,0.003794413825980823
6,5,Enterococcaceae,Lactobacillaceae,0.0035785683247510666
6,5,Lactobacillaceae,Lactobacillaceae,-5.581760997355684e-4
7,6,Bacillaceae,Bacillaceae,-0.01662534895869174
7,6,Comamonadaceae,Bacillaceae,0.033063208459602936
7,6,Enterobacteriaceae,Bacillaceae,-0.016665148771067635
7,6,Enterococcaceae,Bacillaceae,-0.010045247451180768
7,6,Lactobacillaceae,Bacillaceae,0.003037591668302972
7,6,Bacillaceae,Comamonadaceae,-0.06672221674010444
7,6,Comamonadaceae,Comamonadaceae,-0.09961660150360986
7,6,Enterobacteriaceae,Comamonadaceae,-0.06618703839721392
7,6,Enterococcaceae,Comamonadaceae,-0.07034917504513721
7,6,Lactobacillaceae,Comamonadaceae,0.012911054396656806
7,6,Bacillaceae,Enterobacteriaceae,-0.0050867781484519835
7,6,Comamonadaceae,Enterobacteriaceae,0.047380699028307154
7,6,Enterobacteriaceae,Enterobacteriaceae,-0.007811168925496046
7,6,Enterococcaceae,Enterobacteriaceae,0.019425364672394484
7,6,Lactobacillaceae,Enterobacteriaceae,-1.5321608232491302e-4
7,6,Bacillaceae,Enterococcaceae,-0.033208006850648
7,6,Comamonadaceae,Enterococcaceae,0.029930632278179548
7,6,Enterobacteriaceae,Enterococcaceae,-0.04357850947677118
7,6,Enterococcaceae,Enterococcaceae,-0.021359991817725466
7,6,Lactobacillaceae,Enterococcaceae,0.005784550361664122
7,6,Bacillaceae,Lactobacillaceae,0.002526463073202529
7,6,Comamonadaceae,Lactobacillaceae,-0.005443639962989981
7,6,Enterobacteriaceae,Lactobacillaceae,0.0035796939960035775
7,6,Enterococcaceae,Lactobacillaceae,3.860213926671622e-4
7,6,Lactobacillaceae,Lactobacillaceae,-5.334227720176015e-4
8,7,Bacillaceae,Bacillaceae,-0.013891667546739518
8,7,Comamonadaceae,Bacillaceae,0.027573107398500604
8,7,Enterobacteriaceae,Bacillaceae,-0.01405784762050512
8,7,Enterococcaceae,Bacillaceae,-0.0065723974099887025
8,7,Lactobacillaceae,Bacillaceae,0.0024475048203842545
8,7,Bacillaceae,Comamonadaceae,-0.05943855810223461
8,7,Comamonadaceae,Comamonadaceae,-0.08046842301337624
8,7,Enterobacteriaceae,Comamonadaceae,-0.0584382729070513
8,7,Enterococcaceae,Comamonadaceae,-0.07561003881354356
