time,window,effector_j,target_i,strength
3,1,C1,C1,-0.0024296193797502526
3,1,C2,C1,-0.004670585338191656
3,1,C3,C1,5.493212146742264e-4
3,1,C4,C1,-0.004574158069410713
3,1,C5,C1,-0.004144546915041695
3,1,C6,C1,8.99850081760696e-4
3,1,Enterobacteriaceae,C1,6.511944386206925e-6
3,1,Lactobacillaceae,C1,0.00614804796751741
3,1,Paenibacillaceae,C1,-0.009418530518921135
3,1,C1,C2,6.477601968871875e-4
3,1,C2,C2,0.0012595877476593296
3,1,C3,C2,-1.6358931422018393e-4
3,1,C4,C2,0.0012342453032619515
3,1,C5,C2,0.0011185290759622912
3,1,C6,C2,-2.3834677815375442e-4
3,1,Enterobacteriaceae,C2,-1.751965102897183e-6
3,1,Lactobacillaceae,C2,-0.001654062880641774
3,1,Paenibacillaceae,C2,0.0025339492801371086
3,1,C1,C3,-0.005826475372992717
3,1,C2,C3,-0.0114534792401371
3,1,C3,C3,0.0016190567800430954
3,1,C4,C3,-0.011228681772126856
3,1,C5,C3,-0.010177692127163811
3,1,C6,C3,0.002130426815025983
3,1,Enterobacteriaceae,C3,1.5894833753583406e-5
3,1,Lactobacillaceae,C3,0.015006608557611894
3,1,Paenibacillaceae,C3,-0.022989443386279246
3,1,C1,C4,8.81853905270548e-4
3,1,C2,C4,0.0017260376161809443
3,1,C3,C4,-2.3612657004752998e-4
3,1,C4,C4,0.001691823285944518
3,1,C5,C4,0.0015333662088573288
3,1,C6,C4,-3.2325962471469686e-4
3,1,Enterobacteriaceae,C4,-2.397492828767272e-6
3,1,Lactobacillaceae,C4,-0.0022635176283539917
3,1,Paenibacillaceae,C4,0.0034676062996588336
3,1,C1,C5,9.039948781219366e-4
3,1,C2,C5,0.0019807540485541507
3,1,C3,C5,-4.942088420950479e-4
3,1,C4,C5,0.0019510667353368194
3,1,C5,C5,0.0017713003377465592
3,1,C6,C5,-3.083894583535103e-4
3,1,Enterobacteriaceae,C5,-2.6904510961518145e-6
3,1,Lactobacillaceae,C5,-0.002540104984378707
3,1,Paenibacillaceae,C5,0.0038913255789536586
3,1,C1,C6,0.0014814219948457571
3,1,C2,C6,0.0028735172630896845
3,1,C3,C6,-3.655992827802748e-4
3,1,C4,C6,0.0028153771498686127
3,1,C5,C6,0.0025513212805831215
3,1,C6,C6,-5.458744492570313e-4
3,1,Enterobacteriaceae,C6,-3.998856830191754e-6
3,1,Lactobacillaceae,C6,-0.0037753952044381448
3,1,Paenibacillaceae,C6,0.005783734144863512
3,1,C1,Enterobacteriaceae,1.1609604591903064e-7
3,1,C2,Enterobacteriaceae,2.0285407013027222e-06
3,1,C3,Enterobacteriaceae,-2.1798511594845897e-6
3,1,C4,Enterobacteriaceae,2.069934366168497e-6
3,1,C5,Enterobacteriaceae,1.9013857849470222e-6
3,1,C6,Enterobacteriaceae,1.533243544027928e-7
3,1,Enterobacteriaceae,Enterobacteriaceae,-2.501759749241209e-9
3,1,Lactobacillaceae,Enterobacteriaceae,-2.3619579697452496e-6
3,1,Paenibacillaceae,Enterobacteriaceae,3.6184124359455287e-6
3,1,C1,Lactobacillaceae,7.939766431734622e-5
3,1,C2,Lactobacillaceae,0.001631575378831147
3,1,C3,Lactobacillaceae,-0.001782172485899914
3,1,C4,Lactobacillaceae,0.0016661082854055199
3,1,C5,Lactobacillaceae,0.001530811543661318
3,1,C6,Lactobacillaceae,1.314201943629674e-4
3,1,Enterobacteriaceae,Lactobacillaceae,-2.0326391676522113e-6
3,1,Lactobacillaceae,Lactobacillaceae,-0.001919052492194205
3,1,Paenibacillaceae,Lactobacillaceae,0.002939901341147366
3,1,C1,Paenibacillaceae,-1.5419187315717566e-4
3,1,C2,Paenibacillaceae,-0.0028051443983701
3,1,C3,Paenibacillaceae,0.0030275086611908047
3,1,C4,Paenibacillaceae,-0.002862948233330153
3,1,C5,Paenibacillaceae,-0.0026299947379043007
3,1,C6,Paenibacillaceae,-2.1570222518994104e-4
3,1,Enterobacteriaceae,Paenibacillaceae,3.4688189609366625e-6
3,1,Lactobacillaceae,Paenibacillaceae,0.0032749765811336635
3,1,Paenibacillaceae,Paenibacillaceae,-0.005017115520426695
4,2,C1,C1,0.019093725801835732
4,2,C2,C1,-0.027650902132166522
4,2,C3,C1,0.08323910926191967
4,2,C4,C1,-0.030783759184393748
4,2,C5,C1,-0.03864211558279583
4,2,C6,C1,-0.015174232895924252
4,2,Enterobacteriaceae,C1,-2.32718925396089e-6
4,2,Lactobacillaceae,C1,0.019293010449109763
4,2,Paenibacillaceae,C1,-0.006396005831776611
4,2,C1,C2,-0.004096708326769395
4,2,C2,C2,0.006593286535788492
4,2,C3,C2,-0.018889760173149733
4,2,C4,C2,0.00729880424988032
4,2,C5,C2,0.009149807962901527
4,2,C6,C2,0.0033523748487896492
4,2,Enterobacteriaceae,C2,-3.6827404793161354e-10
4,2,Lactobacillaceae,C2,-0.004697422070205381
4,2,Paenibacillaceae,C2,0.0021341845230625914
4,2,C1,C3,0.02462245586079448
4,2,C2,C3,-0.049319628303152084
4,2,C3,C3,0.12939525273952776
4,2,C4,C3,-0.0541001018676549
4,2,C5,C3,-0.0683213020686231
4,2,C6,C3,-0.021642992409702317
4,2,Enterobacteriaceae,C3,6.865682820836914e-6
4,2,Lactobacillaceae,C3,0.03649345269141879
4,2,Paenibacillaceae,C3,-0.023562890040670158
4,2,C1,C4,-0.004719500837005412
4,2,C2,C4,0.008295195979410941
4,2,C3,C4,-0.02286862964211709
4,2,C4,C4,0.009144380348686146
