time,window,target_i,C1,C2,C3,C4,C5,C6,C7,C8,Enterobacteriaceae,Muribaculaceae,Paenibacillaceae,Ruminococcaceae
10,9,C6,-0.46526115479842056,-0.23162940747059577,-0.10916325125942461,-0.3873315226641442,-0.31490936215381254,-0.33520954820519594,-0.13125218813006298,-0.3174073681016049,0.01459912201657771,0.5272698311345054,-0.6950809007359101,0.2011250959265264
10,9,C7,-0.5777711924643348,-0.49718947635558636,-0.5769788942051236,-0.39272735445710194,-0.603335678236602,-0.4093921617037293,-0.3672391098271993,-0.28722189138445114,0.006075925022804794,0.4045896549874138,-0.5752905546721088,0.4593323059457753
10,9,C8,-0.3566415007836873,-0.3104585666641402,-0.24885926776541645,-0.33583489560881274,-0.3799931519623782,-0.3609578468251971,-0.3012856324629265,-0.349833696388778,0.004177230222193574,0.2744438558643939,-0.5147631876967078,0.2971272400671425
10,9,Enterobacteriaceae,-0.027083041883090925,-0.01673784963697883,-0.01179566551935107,-0.016232707558877565,-0.013538259755845553,-0.00627011993285702,-0.0012422231949000162,-0.003773340484196289,0.0015562724434518378,0.04813881179549741,-0.051039872897128934,0.018094277222616955
10,9,Muribaculaceae,-0.23024532291436786,-0.12939201034741074,-0.13605897088933297,-0.1557475523788429,-0.14164576247216096,-0.12871608718576855,-0.04349155932264265,-0.02785750241895389,-0.0013963515111538739,0.19521407096593107,-0.2779794949184427,0.2009800509275936
10,9,Paenibacillaceae,0.05306705091713979,-0.16558536403635232,-0.20235202750523373,0.013050032173851665,-0.14807408031880376,-0.04974720712444761,-0.22746107354554193,-0.10061918688277771,-3.442836838780154e-4,-0.06473241267849825,0.001050933749552179,0.10209534321786115
10,9,Ruminococcaceae,0.2954344501803278,0.24224360425168276,0.35316969422874434,0.14538615026166948,0.3450966729027286,0.15721354961976,0.09922171752544438,0.02145170167867918,-0.004533428912878713,-0.24456607566677915,0.22240585289331205,-0.26334721214959145
11,10,C1,-0.16214775818808702,0.038097070838397674,0.15087660226524358,-0.0821561502294597,0.024755138008644973,-0.0802504444670901,0.0792275791196668,-0.11066634404663778,0.010297943093879295,0.2088769579548087,-0.27389519086731323,-0.04994205971071239
11,10,C2,-0.38696218795685366,-0.2803622677225245,-0.3477574788248585,-0.2270795332027854,-0.37927206144634285,-0.2597705367627102,-0.1861177777856313,-0.1686795984381456,0.004915533207703009,0.23358207208069745,-0.3018822549350246,0.22758477929274373
11,10,C3,-0.5850542847219923,-0.31374718300610455,-0.37163045497383473,-0.3011595764666218,-0.46578836703675414,-0.34671647722617793,-0.1443745921769056,-0.2201570340845412,0.012222816110697029,0.40584507436716694,-0.4726409099674108,0.22678586950046456
11,10,C4,-0.06008826758427417,0.1339833519943443,0.211227371793257,-0.09835906702993055,0.22853435360565755,0.20797561742873236,0.2917905174241868,0.22245464775965276,0.016556009661239886,0.2228360876962474,-0.12930923833136468,-0.053651790753690316
11,10,C5,-0.5602998115700899,-0.22897166434846816,-0.17745835943736377,-0.39127371957754586,-0.39471909502981345,-0.3751932195426859,-0.08768362108710882,-0.2928520823390316,0.016101023222389915,0.4488493317869168,-0.5607610595395031,0.15232332091463724
11,10,C6,-0.39510335035597716,-0.18972055195005527,-0.08984070035954868,-0.34051857004303726,-0.2757922461770435,-0.3081855129588378,-0.1218792192479603,-0.2868988056841975,0.009151419886731843,0.4248750010440165,-0.5678236367601558,0.16529712358400658
11,10,C7,-0.5755457530330603,-0.4925822174718682,-0.5386023835897392,-0.3697111877753255,-0.5594095993200605,-0.35280917235432097,-0.3198018775469362,-0.25251664021669074,0.015274476483289655,0.4824852320348885,-0.6553679748630918,0.450429394286414
11,10,C8,-0.404623863866161,-0.34717924564750524,-0.2535576794988993,-0.32731409008708606,-0.36724443104187454,-0.3013813252124567,-0.25560005401591696,-0.30644521671460684,0.018395025762787478,0.42453012669510454,-0.6695830492133263,0.3232494448560429
11,10,Enterobacteriaceae,-0.028488114220485042,-0.018367361664693577,-0.012084392157662804,-0.015939129396937757,-0.01346728407194269,-0.004433938279674379,-4.0893180994794955e-4,-0.0030869015422228113,0.0021119814855731526,0.0520558271316794,-0.0560818609484551,0.019038322321183767
11,10,Muribaculaceae,-0.16237065289889058,-0.07977015368970435,-0.10657560826804773,-0.1275657540544873,-0.1140887392828964,-0.12728905802062676,-0.04768695830128142,-0.030334762353380312,-0.009127046545458718,0.08122775413370568,-0.1400952053477557,0.15091812573551266
11,10,Paenibacillaceae,-0.009127541300473543,-0.19552598159652326,-0.2019335432037075,-0.003845512700948309,-0.14989559386423237,-0.030168135209970342,-0.193413509150328,-0.08344178726400824,0.009743588090894916,0.06183962047433997,-0.13891622407714016,0.12967797911537784
11,10,Ruminococcaceae,0.3013747206310477,0.24745622380922822,0.33001966768602103,0.13971052807861292,0.3205221032283256,0.13270834367779583,0.08185553001674796,0.014092242058272664,-0.010478527428562753,-0.29530425674114646,0.28796591809193894,-0.2605639396338486
12,11,C1,-0.16977732810191154,0.01355517192577789,0.13071724344081265,-0.07859184422079808,0.01906670885149892,-0.07301436031497112,0.07838547516383795,-0.09209254207487685,0.01424218688532671,0.23512331579454945,-0.30308721178733555,-0.052755756706334665
12,11,C2,-0.37690523029361067,-0.27843559436180304,-0.3229971543556,-0.2107310971454788,-0.34834171182665824,-0.23607844800805217,-0.16177552963574635,-0.1436829812072871,0.009991402886539952,0.2634931002099419,-0.33560090387244657,0.1983823361679908
12,11,C3,-0.5655401060223987,-0.31689280985240503,-0.347219159830126,-0.27915425941560706,-0.4283400981449205,-0.3149425555828424,-0.1212836560826727,-0.18712405408617705,0.018490975230479642,0.43764379914666196,-0.5118113325316961,0.19691293188924208
12,11,C4,-0.019880172661999335,0.15408168237635017,0.20190738725790536,-0.08458971926724686,0.21316723003314522,0.18855780796586658,0.25480469877934137,0.18888344216166758,0.007606507015144814,0.13202602934516874,-0.03342905327410441,-0.04465367804772166
12,11,C5,-0.5428880375294233,-0.23973809727673484,-0.17080826130129376,-0.36099466569664734,-0.3637597212300733,-0.3408148309710695,-0.06984708394410655,-0.2532159954176859,0.021978552824046246,0.476356302275271,-0.5914353476711763,0.12921301892176584
12,11,C6,-0.3606767836607055,-0.17403960963392293,-0.08198897641478774,-0.31012131978651963,-0.25064162340739776,-0.2801230558110125,-0.11029423504304452,-0.2599645109036373,0.008747783644428278,0.389434137740067,-0.5200220629884201,0.14676436033305898
12,11,C7,-0.5340656470911058,-0.457986533549571,-0.4923279082572418,-0.3379627249916248,-0.5097657257491933,-0.32057100203573535,-0.287267498789741,-0.22513591521002768,0.01634597288402272,0.4610205808324293,-0.62253608950623,0.4044755012211218
12,11,C8,-0.3782698264368212,-0.32539936630384764,-0.23330702912333412,-0.29923346464493983,-0.33517586917529146,-0.2738103960799626,-0.22908646318990417,-0.274308314088429,0.019050139417365136,0.4072954152603811,-0.6341325468234517,0.2898035633102068
12,11,Enterobacteriaceae,-0.02769315354917171,-0.01837844839171993,-0.011512302972065366,-0.014685302272349116,-0.012534919082765434,-0.003993925476487457,1.730925552400295e-4,-0.002108490798680524,0.0023046020768104965,0.050979007323321765,-0.05534867817607676,0.017291914057113167
12,11,Muribaculaceae,-0.11042442223756929,-0.0377927777475644,-0.08645849135991095,-0.10906013251838922,-0.09805895164395681,-0.11530213131115098,-0.05383303725027027,-0.041380498597414876,-0.01635848135514085,-9.112031453686642e-4,-0.03786996149313097,0.15063798458813757
12,11,Paenibacillaceae,-0.055981056508699514,-0.22217902066339798,-0.1968429991699756,-0.011703274816912405,-0.1434352873912569,-0.027587711674346,-0.16200429013297746,-0.05791471457623551,0.019193773521653357,0.1524468429497773,-0.241321463941818,0.10321619804098421
12,11,Ruminococcaceae,0.5119015119638138,0.44721479335487546,0.3681752592252455,0.1621382102778114,0.32891415430677867,0.11924606035022665,0.004812226785146446,-0.07720916085805485,-0.06073251997749159,-0.7505617191757954,0.8377717711592452,-0.19450978843084724
13,12,C1,-0.18241290509773656,-0.013864793628643542,0.11440689315330625,-0.07884956375591463,0.01788608740067777,-0.06340632242423057,0.08073560843487008,-0.07327979907277672,0.01985812080383582,0.2486424630052882,-0.3434021744574712,-0.10249122686117741
13,12,C2,-0.36873120207794524,-0.27799375245244695,-0.30050594512659007,-0.19901441097198222,-0.3186993818954191,-0.21320374963014074,-0.1403732149346484,-0.12193510091794475,0.015101982599021353,0.27045900219890007,-0.3648604687068549,0.13442075271299345
13,12,C3,-0.5451112292688957,-0.31673242413948394,-0.3234050537303205,-0.262607539237293,-0.39192075681011856,-0.28498003651585657,-0.1020907417853644,-0.160246214233682,0.02379896214118226,0.434367299664599,-0.5350582728640436,0.12579900499012128
13,12,C4,-0.05576310929290993,0.10444867432337444,0.1775054714433399,-0.0870633324988099,0.19584000809916785,0.1775548350923964,0.24586583978828883,0.1884675204405509,0.01647994616601433,0.16721005863623414,-0.12245000741733132,-0.11662014702906322
