time,window,effector_j,target_i,strength
3,1,C1,C1,-7.780770742829983e-4
3,1,C2,C1,-5.327667873914858e-4
3,1,C3,C1,-0.0026788766577759402
3,1,C4,C1,-9.11290430824372e-4
3,1,C5,C1,-4.04199852597675e-5
3,1,C6,C1,-2.7296240748963445e-4
3,1,C7,C1,0.0019737853030450296
3,1,Enterobacteriaceae,C1,2.4345317694289613e-6
3,1,Lactobacillaceae,C1,3.750612212048676e-5
3,1,Paenibacillaceae,C1,-0.0036891456198038255
3,1,C1,C2,1.1084787296447595e-4
3,1,C2,C2,1.0045561728730337e-4
3,1,C3,C2,4.2439457400378285e-4
3,1,C4,C2,1.234243728770579e-4
3,1,C5,C2,3.881002700779499e-6
3,1,C6,C2,7.302088645893579e-5
3,1,C7,C2,6.944555049036679e-6
3,1,Enterobacteriaceae,C2,-4.2735279738032103e-7
3,1,Lactobacillaceae,C2,-6.5837490429774514e-6
3,1,Paenibacillaceae,C2,6.475851826473902e-4
3,1,C1,C3,-0.0015544825954607552
3,1,C2,C3,-0.0010202159619659798
3,1,C3,C3,-0.005275092702180396
3,1,C4,C3,-0.0018321389456232727
3,1,C5,C3,-8.413036333639016e-5
3,1,C6,C3,-4.8393546685652176e-4
3,1,C7,C3,0.004461661100096346
3,1,Enterobacteriaceae,C3,4.718986026618019e-6
3,1,Lactobacillaceae,C3,7.270016699791267e-5
3,1,Paenibacillaceae,C3,-0.007150872643611769
3,1,C1,C4,-0.001004641996237353
3,1,C2,C4,-6.668685887908232e-4
3,1,C3,C4,-0.003422309946339283
3,1,C4,C4,-0.0011821282452788898
3,1,C5,C4,-5.3797718117432374e-5
3,1,C6,C4,-3.232091671930854e-4
3,1,C7,C4,0.002795317987138766
3,1,Enterobacteriaceae,C4,3.0744659442403834e-6
3,1,Lactobacillaceae,C4,4.7364875910822974e-5
3,1,Paenibacillaceae,C4,-0.004658864063248939
3,1,C1,C5,-9.532908263527161e-5
3,1,C2,C5,-6.92527695959781e-5
3,1,C3,C5,-3.351399345370791e-4
3,1,C4,C5,-1.1061295759431608e-4
3,1,C5,C5,-4.648010775642547e-6
3,1,C6,C5,-3.897379598268165e-5
3,1,C7,C5,1.9513807973878516e-4
3,1,Enterobacteriaceae,C5,3.1132283185464646e-7
3,1,Lactobacillaceae,C5,4.796204468169523e-6
3,1,Paenibacillaceae,C5,-4.717602275327407e-4
3,1,C1,C6,4.954198849299593e-4
3,1,C2,C6,3.2681942983635624e-4
3,1,C3,C6,0.0016841051581162828
3,1,C4,C6,5.834740738674063e-4
3,1,C5,C6,2.6684818218557646e-5
3,1,C6,C6,1.5655702628761302e-4
3,1,C7,C6,-0.0014023243875332446
3,1,Enterobacteriaceae,C6,-1.509444126073317e-6
3,1,Lactobacillaceae,C6,-2.3254326124418284e-5
3,1,Paenibacillaceae,C6,0.0022873224559924873
3,1,C1,C7,0.008663327597796413
3,1,C2,C7,0.005902167327334535
3,1,C3,C7,0.029775467270990272
3,1,C4,C7,0.01015433295340878
3,1,C5,C7,4.523262886096222e-4
3,1,C6,C7,0.002997806424056891
3,1,C7,C7,-0.022326435023521288
3,1,Enterobacteriaceae,C7,-2.700901739558331e-5
3,1,Lactobacillaceae,C7,-4.160978786613695e-4
3,1,Paenibacillaceae,C7,0.04092786936335313
3,1,C1,Enterobacteriaceae,3.192994638061962e-6
3,1,C2,Enterobacteriaceae,3.4013180609155658e-6
3,1,C3,Enterobacteriaceae,1.3108632531084851e-5
3,1,C4,Enterobacteriaceae,3.4229135734081834e-6
3,1,C5,Enterobacteriaceae,7.297907155581411e-8
3,1,C6,Enterobacteriaceae,2.8090756611452382e-6
3,1,C7,Enterobacteriaceae,6.1571373251505996e-6
3,1,Enterobacteriaceae,Enterobacteriaceae,-1.4159497669051161e-8
3,1,Lactobacillaceae,Enterobacteriaceae,-2.181396256187191e-7
3,1,Paenibacillaceae,Enterobacteriaceae,2.1456466274274687e-5
3,1,C1,Lactobacillaceae,-2.1461232875304373e-4
3,1,C2,Lactobacillaceae,-2.2545623923311183e-4
3,1,C3,Lactobacillaceae,-8.755785011222352e-4
3,1,C4,Lactobacillaceae,-2.308893288617165e-4
3,1,C5,Lactobacillaceae,-5.146639585392629e-6
3,1,C6,Lactobacillaceae,-1.8441767584743607e-4
3,1,C7,Lactobacillaceae,-3.7678369870347523e-4
3,1,Enterobacteriaceae,Lactobacillaceae,9.260844942445791e-7
3,1,Lactobacillaceae,Lactobacillaceae,1.4267153368537606e-5
3,1,Paenibacillaceae,Lactobacillaceae,-0.0014033337327579848
3,1,C1,Paenibacillaceae,-0.0010214031588759306
3,1,C2,Paenibacillaceae,-0.0011337412190663243
3,1,C3,Paenibacillaceae,-0.004272864475603488
3,1,C4,Paenibacillaceae,-0.001083038346935266
3,1,C5,Paenibacillaceae,-1.9851390613604386e-5
3,1,C6,Paenibacillaceae,-9.621141010107501e-4
3,1,C7,Paenibacillaceae,-0.002505820586985853
3,1,Enterobacteriaceae,Paenibacillaceae,4.900240114280543e-6
3,1,Lactobacillaceae,Paenibacillaceae,7.549254704900538e-5
3,1,Paenibacillaceae,Paenibacillaceae,-0.007425534380200502
4,2,C1,C1,-4.517351521685666e-4
4,2,C2,C1,-0.0026555415255177742
4,2,C3,C1,-0.005729744015312147
4,2,C4,C1,-0.0016473994733758647
4,2,C5,C1,2.8842874129357527e-4
4,2,C6,C1,-4.8509330017279946e-4
4,2,C7,C1,-0.006335325539432606
4,2,Enterobacteriaceae,C1,1.993831594794394e-6
4,2,Lactobacillaceae,C1,1.833925780445126e-4
4,2,Paenibacillaceae,C1,-0.005230460933453897
4,2,C1,C2,0.006541733409139633
4,2,C2,C2,-0.007063331680186443
4,2,C3,C2,0.0021780992924867394
4,2,C4,C2,0.0058659151362512076
4,2,C5,C2,0.001590375244844162
4,2,C6,C2,-0.005598695277414047
4,2,C7,C2,-0.09634975453757888
4,2,Enterobacteriaceae,C2,-6.74607038665703e-4
4,2,Lactobacillaceae,C2,0.05363171231499296
4,2,Paenibacillaceae,C2,0.09586221526246287
4,2,C1,C3,0.010898374962467403
4,2,C2,C3,-0.018852890142049838
4,2,C3,C3,-0.008946437789645038
4,2,C4,C3,0.007005106613884692
4,2,C5,C3,0.00354472357005815
4,2,C6,C3,-0.011348373771236616
4,2,C7,C3,-0.19017848682117158
4,2,Enterobacteriaceae,C3,-0.0012261978671978995
4,2,Lactobacillaceae,C3,0.09826005045882795
4,2,Paenibacillaceae,C3,0.163008285814682
4,2,C1,C4,0.0050567591027683954
4,2,C2,C4,-0.009902177638062915
4,2,C3,C4,-0.006200197466862347
4,2,C4,C4,0.0027991078231815506
4,2,C5,C4,0.0017906154723433586
4,2,C6,C4,-0.005594441537322442
4,2,C7,C4,-0.09307166514269688
4,2,Enterobacteriaceae,C4,-5.856043866946615e-4
4,2,Lactobacillaceae,C4,0.047042713983054145
4,2,Paenibacillaceae,C4,0.07617156745600086
4,2,C1,C5,-0.0010922548750179962
4,2,C2,C5,8.667785029393242e-4
4,2,C3,C5,-9.183292282228852e-4
4,2,C4,C5,-0.0011001415397772208
4,2,C5,C5,-2.2615405926174417e-4
4,2,C6,C5,8.433494898161979e-4
4,2,C7,C5,0.01476309678158555
4,2,Enterobacteriaceae,C5,1.0804996660375344e-4
4,2,Lactobacillaceae,C5,-0.00855555459341096
