time,window,effector_j,target_i,strength
2,1,Bacillaceae,Bacillaceae,-7.500407118172776e-4
2,1,Comamonadaceae,Bacillaceae,-0.0017479142705293055
2,1,Enterobacteriaceae,Bacillaceae,-9.767412752927503e-4
2,1,Enterococcaceae,Bacillaceae,4.362201783928517e-4
2,1,Lactobacillaceae,Bacillaceae,1.0842734990350439e-4
2,1,Bacillaceae,Comamonadaceae,-0.0017177688745866433
2,1,Comamonadaceae,Comamonadaceae,-0.004003133006055437
2,1,Enterobacteriaceae,Comamonadaceae,-0.0022369662536807656
2,1,Enterococcaceae,Comamonadaceae,9.990463625558792e-4
2,1,Lactobacillaceae,Comamonadaceae,2.48324022794551e-4
2,1,Bacillaceae,Enterobacteriaceae,-0.001061715174982603
2,1,Comamonadaceae,Enterobacteriaceae,-0.0024742484992490792
2,1,Enterobacteriaceae,Enterobacteriaceae,-0.0013826196600682775
2,1,Enterococcaceae,Enterobacteriaceae,6.174885919341105e-4
2,1,Lactobacillaceae,Enterobacteriaceae,1.5348361890486816e-4
2,1,Bacillaceae,Enterococcaceae,3.422516255481125e-4
2,1,Comamonadaceae,Enterococcaceae,7.975920386480781e-4
2,1,Enterobacteriaceae,Enterococcaceae,4.45697525403553e-4
2,1,Enterococcaceae,Enterococcaceae,-1.990519485137127e-4
2,1,Lactobacillaceae,Enterococcaceae,-4.94765633033915e-5
2,1,Bacillaceae,Lactobacillaceae,1.0787059744053665e-4
2,1,Comamonadaceae,Lactobacillaceae,2.5138442975982024e-4
2,1,Enterobacteriaceae,Lactobacillaceae,1.4047459457951198e-4
2,1,Enterococcaceae,Lactobacillaceae,-6.27370361601356e-5
2,1,Lactobacillaceae,Lactobacillaceae,-1.5593984204732745e-5
3,2,Bacillaceae,Bacillaceae,1.1754249207169152e-5
3,2,Comamonadaceae,Bacillaceae,6.713996642997814e-6
3,2,Enterobacteriaceae,Bacillaceae,7.359532360451806e-5
3,2,Enterococcaceae,Bacillaceae,5.762205883880193e-5
3,2,Lactobacillaceae,Bacillaceae,-1.3173096279117566e-6
3,2,Bacillaceae,Comamonadaceae,0.001395668826073634
3,2,Comamonadaceae,Comamonadaceae,0.0034498066626139023
3,2,Enterobacteriaceae,Comamonadaceae,0.001261350419627478
3,2,Enterococcaceae,Comamonadaceae,-0.0014267458953237029
3,2,Lactobacillaceae,Comamonadaceae,-2.0540459858198835e-4
3,2,Bacillaceae,Enterobacteriaceae,-0.002500955142048791
3,2,Comamonadaceae,Enterobacteriaceae,-0.006199962166174239
3,2,Enterobacteriaceae,Enterobacteriaceae,-0.0022092026625979634
3,2,Enterococcaceae,Enterobacteriaceae,0.0026131103181450057
3,2,Lactobacillaceae,Enterobacteriaceae,3.6840732707574573e-4
3,2,Bacillaceae,Enterococcaceae,-0.0026821660004958917
3,2,Comamonadaceae,Enterococcaceae,-0.006592008655302466
3,2,Enterobacteriaceae,Enterococcaceae,-0.0025304590292806075
3,2,Enterococcaceae,Enterococcaceae,0.002624200909181294
3,2,Lactobacillaceae,Enterococcaceae,3.9404480164280457e-4
3,2,Bacillaceae,Lactobacillaceae,-5.478955655861987e-5
3,2,Comamonadaceae,Lactobacillaceae,-1.364336052591438e-4
3,2,Enterobacteriaceae,Lactobacillaceae,-4.6683531010278764e-5
3,2,Enterococcaceae,Lactobacillaceae,5.9142542869825465e-5
3,2,Lactobacillaceae,Lactobacillaceae,8.082099393851614e-6
4,3,Bacillaceae,Bacillaceae,-0.004053485630367832
4,3,Comamonadaceae,Bacillaceae,-0.019275153439928867
4,3,Enterobacteriaceae,Bacillaceae,-0.007036530406239001
4,3,Enterococcaceae,Bacillaceae,-0.0019442426930380244
4,3,Lactobacillaceae,Bacillaceae,0.0013789048644877577
4,3,Bacillaceae,Comamonadaceae,-4.973929589428031e-4
4,3,Comamonadaceae,Comamonadaceae,-0.007630844015450237
4,3,Enterobacteriaceae,Comamonadaceae,-0.0033783412519389857
