time,window,target_i,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,Enterobacteriaceae,Paenibacillaceae,Ruminococcaceae
10,9,Ruminococcaceae,0.1585826715471512,0.17591158327575354,0.038810260984273044,-0.02333986638364346,-0.003022118832298815,-0.060057556031833124,-0.03954050457827372,0.04066753307125836,0.11872210185065644,-0.1763720857643691,-0.07190608420532497,-0.08725238969731837,-0.07167748383868049,0.04661357296000482,-0.019615096090756803,0.22447928334346035,0.1460276370051337
11,10,C1,-0.11946180644929642,0.04213069354354152,-0.20296130933124354,-0.06177228727473256,0.004130588015484956,0.07851284949427016,0.09437541895995828,0.07437018508416902,0.029510033935309623,-0.020118718302072847,0.0804156071537888,-0.10680957039285209,-0.07211239733067641,0.03365020408276075,0.013382215011688946,-0.1870120198326594,-0.2022676940364867
11,10,C2,-0.3085574193320834,-0.12360545267293248,-0.3195772542866055,-0.2157116181525188,-0.06348708309437444,0.10678400581151969,0.054870428318099414,0.025033365876665943,-0.11521266597948795,-0.03648936788779481,0.040627601390165254,-0.20515352810081405,0.0018863851864539963,-0.049461355045934734,0.014343149647250981,-0.2076197660958255,-0.3837612163485737
11,10,C3,0.007253154339021767,0.15622738466803124,-0.10402487172675239,0.12278506991871863,0.09954766148981066,0.09001717057665144,0.1759689409230641,0.12851328077457544,0.15195962532646323,0.09438687956553732,0.16434533600493023,0.04852920723852384,-0.1237704153272034,0.10332897163632278,0.02528697737491319,-0.29700015260285356,-0.11234075753081596
11,10,C4,-0.17606344376071625,0.05878342969142431,-0.2752743024581063,-0.11410400986614508,-0.019441681424201863,0.11934939351474716,0.1242894258066129,0.0870479517732785,0.11011486746801143,-0.058690924796099324,0.10788502869416117,-0.13988542445489968,-0.12576859058841333,-0.01650215871557034,0.020313793636345372,-0.2677753237877713,-0.28457135919180526
11,10,C5,-0.22346378676643314,0.007471797534965204,-0.21904415043941453,-0.016306790421773184,0.08009075599275362,0.17014083361633348,0.2345991322482431,0.08930426994005831,0.053669442023496584,0.09714427001421053,0.1415733561131001,-0.03194107921441445,0.029035842603621912,0.013428982795340903,0.044227648571686186,-0.4758684166527356,-0.45321386192456153
11,10,C6,-0.07950273129624114,-0.05189468197139463,-0.06383984670781068,-0.04898914571212123,-0.025245723925118015,0.022444097781653134,-8.861784347610866e-4,-0.0069197653961933486,-0.03641354549100246,0.0020940337738766103,0.014942237779405586,-0.03196548968784015,0.001769804577207939,-0.023583273727531252,0.0022334496987054457,-0.056675071961357446,-0.07737570096702133
11,10,C7,-0.2515006668423502,-0.12374236996163585,-0.25568422945518027,-0.16231105075588134,-0.09156155495669716,0.08320491255062952,0.014463906006889583,0.0031316966585631686,-0.07274704006287305,-0.010819730183898467,0.07728895536763092,-0.1306799449070973,-0.06602174890557162,-0.06397562549873162,0.008423140705629575,-0.19984560104723054,-0.23782410341784022
11,10,C8,-0.18213758205380745,-0.0786724969883205,-0.16601686833752832,-0.09576309367800372,-0.021936840097652392,0.06584757446202348,0.04842380109563867,0.003994531133133983,-0.0681083422978138,-0.003501614946093198,0.022236476343201476,-0.08418788680212508,0.035379139265301215,-0.021708943426917517,0.01064427964699918,-0.14764020628354307,-0.24129710235322815
11,10,C9,-0.20780199358129406,-0.02956346592356814,-0.253508048657323,-0.16875193939531638,-0.013727657426379356,0.09484045398783332,0.08070660560448771,0.06903541235275935,-0.05583704690031201,-0.03753248639221859,0.048528384098326056,-0.1961121294335355,-0.010759180399281601,-0.005887235116906242,0.015676706124788376,-0.19385472169357593,-0.3266703088606748
11,10,C10,0.07182288226262849,0.11470278369261984,-0.04481145218683403,0.006928660244182443,-0.06310167488145488,-0.012242368200459187,-0.00799452879475346,0.03085958583248598,0.1230880771477661,-0.08799244067791091,0.08141129944760447,-0.04695925679399125,-0.18552121066676777,0.038896528379200025,-0.009920549028421558,-0.019794629905369863,0.14845518294626367
11,10,C11,-0.21292691110283668,-0.09475242857007783,-0.22151184001786406,-0.14292164099537832,-0.05644542994271612,0.053771267314636544,-0.018903787725791935,-0.00560100635402478,-0.04721032839784726,-0.06042509332568142,-0.013735904109612184,-0.08997318201182306,-0.017978608927966582,-0.06536350861058435,-0.0014821396767380382,-0.03977366664818436,-0.21800358680081053
11,10,C12,-0.020946679608880674,0.18966549836881427,-0.13112466425083386,0.03161886566099018,0.09109368722785037,0.11367309221833863,0.20395053813468586,0.13623931417080418,0.21363970888185346,5.064127034475108e-4,0.12885679704262537,-0.03716269937603844,-0.09705811708642878,0.05331953910257792,0.030569093260605234,-0.3065069558794465,-0.2183335336869594
11,10,C13,-0.05303831587698806,0.037055105260919145,0.0067154067802483244,0.18816662669614745,0.15962163182986122,0.12692022125203917,0.22928621284033254,0.07303218179418469,0.10623988861661161,0.2436130793943275,0.15419320414293305,0.19571190501900676,0.0477142816072496,0.03581994527945963,0.04645154428452058,-0.43669842158613903,-0.24261779527309385
11,10,C14,-0.2314105204511775,-0.12097090744699238,-0.22322366969857463,-0.1596095703247877,-0.08439285302116863,0.06189382310730104,-0.00823408504884372,-0.023823435107795717,-0.058210125715363846,-0.04956473466980439,0.003355450066889961,-0.1076762497713211,-0.022951512420307022,-0.0861246722573826,0.0033496918442851697,-0.08055274234922799,-0.22296802723276063
11,10,Enterobacteriaceae,-0.024169758692362032,-0.0076481952039965054,-0.027577233623492042,-0.011928754099289363,-0.008205227444161278,0.011065202986960015,0.006541092270574025,0.004253003468863704,-0.002571037591495777,0.0019019555363279253,0.018160612928999044,-0.011953705565038336,-0.01286046209217891,-0.0017639202979563503,0.001471385931787182,-0.03686448425871399,-0.02361369808567672
11,10,Paenibacillaceae,0.4011039667700666,0.21371023372043052,0.3998176375148839,0.2148191717851782,0.1195459738933465,-0.11316260801254553,0.026716844043917966,0.01144031917100821,0.10218100860508685,0.01208199089676916,-0.06246195305978473,0.11075559496814201,0.09275883145739713,0.11952337737058098,-0.003413508669771692,0.19159604718059803,0.35771732877332835
11,10,Ruminococcaceae,0.1335500261291435,0.15768747657416352,0.029946691659862534,-0.01958705668275539,0.006624078354574104,-0.04623398898614805,-0.025359402489249033,0.04107356417292742,0.10966511809250773,-0.1542849190388504,-0.0583795927086374,-0.07465925486231571,-0.05560438379526075,0.04108869362050592,-0.015453252863291975,0.17993596956971056,0.10948065577655668
12,11,C1,-0.12608803150167788,0.03678012516304623,-0.19438895543706897,-0.05581791693749738,0.018232817336611872,0.08581073244446778,0.095842849386588,0.07460249963417419,0.03316836407633909,-0.013730861618332132,0.08240995530882814,-0.07849167340142647,-0.05274569367115274,0.02993038639562738,0.016216542954334615,-0.2106473292244619,-0.22864500431277865
12,11,C2,-0.28009693316991574,-0.11236685240960519,-0.2904396526962323,-0.1962377727386008,-0.059109777587867306,0.09678443212170267,0.04908481869337216,0.022222777209106176,-0.10490245289252736,-0.032835136172419496,0.03634308436144827,-0.18596943071007782,1.786730267458776e-4,-0.0446433059515492,0.013015150662604887,-0.18812008104649128,-0.348248606797179
