time,window,target_i,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,Enterobacteriaceae,Paenibacillaceae
2,1,Enterobacteriaceae,-2.6303130543508456e-5,2.40669488186907e-6,-5.0673859045683845e-5,-5.3973789201658905e-5,-6.009310025276849e-5,-3.841305609853019e-5,-8.504374635487842e-5,-6.596971305269669e-6,-6.766723848304081e-5,1.2844306235024126e-5,-7.981382948638365e-5,-7.888842934795882e-5,-9.652620789683647e-5,-8.618559681928747e-5,-1.0840779733025605e-8,1.3151607082803083e-5
2,1,Paenibacillaceae,0.03149777543276298,-0.0028819966809236174,0.06068151583296428,0.06463315416836224,0.07196097718061746,0.04599930843502721,0.10183916398148694,0.007899817109832476,0.08103094338403961,-0.015380947629455207,0.09557638294926786,0.09446822414294864,0.11558931415717362,0.10320652021485473,1.2981741659308315e-5,-0.015748937784757392
3,2,C1,-0.10516655025505836,0.009388351971993341,-0.3100538644058612,-0.27848635884430273,-0.24909829722167448,-0.21966277607308954,-0.545972413593543,-0.15830498612904118,-0.46582334139927634,-0.08158567997805792,-0.49501577333579444,-0.5274539759108893,-0.6643561412105515,-0.5996008058464446,-8.548803662503901e-5,0.1127850919440099
3,2,C2,0.009823850819211903,-8.777844645088148e-4,0.028597332055354086,0.025800809387998017,0.023238807020778688,0.020294422857841884,0.05029995212048085,0.014338835706527749,0.04284935099623542,0.007168865725795905,0.045642186344569825,0.048549377782364234,0.06111190567582664,0.055142600178937955,7.84226886915238e-6,-0.010330720377426113
3,2,C3,-0.14874633446533764,0.013252481952341999,-0.4505981912798131,-0.4009247086006227,-0.3533130386863411,-0.3181061153470041,-0.7953357984123377,-0.23871458624674607,-0.680775729513165,-0.1303172841244895,-0.7198904471373527,-0.7698274133613174,-0.9709120393382153,-0.8766948155664092,-1.256442066001733e-4,0.16627994847025418
3,2,C4,-0.18874950838914809,0.016873112286866047,-0.5458303699888363,-0.49360832952452643,-0.446198697198761,-0.3876976302882779,-0.9594915102118633,-0.27105113946590625,-0.8166999201026064,-0.13325758434221788,-0.8710127051710425,-0.9256517087390336,-1.1647831485600557,-1.0508815827875724,-1.4925617005496627e-4,0.19645914414296972
3,2,C5,-0.23491002614583192,0.020960351168331642,-0.6973212805310539,-0.6248280231836277,-0.556800531331925,-0.49358419560540134,-1.2286508373536715,-0.35944404592256846,-1.0491498458675022,-0.18812127618440433,-1.1134994387531276,-1.1875559158605493,-1.4962915893277144,-1.3506117716267572,-1.9281944223883282e-4,0.2545919538630122
3,2,C6,-0.12139418801066658,0.010829063672114048,-0.3615435589083306,-0.3235857108157804,-0.2878349537934166,-0.25580054398280766,-0.6372086932890616,-0.1872101788929695,-0.5443299955245122,-0.09868710803727891,-0.5773693711495185,-0.6160395674459545,-0.7763195180315198,-0.7007775223545983,-1.0010969284671739e-4,0.13223173574781516
3,2,C7,-0.24110302201778017,0.021511200007434287,-0.7165006384106912,-0.6417647444131348,-0.5715450094500482,-0.5070860210187442,-1.2625672057313584,-0.3698971527221108,-1.0782549404625907,-0.19406524795810134,-1.1441575358364402,-1.22043400219603,-1.5378005426768455,-1.3881067608847724,-1.982148859084394e-4,0.26174964830865144
3,2,C8,0.037849949161453185,-0.0033943892976074706,0.10449035368981688,0.09608665642759641,0.08906817894077489,0.07469162947362201,0.18289028099778615,0.048257582770734345,0.1547494854987677,0.020579078053333397,0.1665360283900054,0.1758228739665127,0.22070846087377408,0.19894957570894245,2.7982913456582212e-5,-0.0366140925655469
3,2,C9,-0.1738185347011651,0.015479385762559956,-0.5297110317314817,-0.47034770791750186,-0.41312617677798336,-0.37366928999007,-0.9354546827655316,-0.28283334868135174,-0.8012706904440239,-0.1561947199522525,-0.8464084449818217,-0.9058259372011995,-1.142757925004313,-1.0319709181851375,-1.4806240800224616e-4,0.19607890252271393
3,2,C10,0.11454077958375605,-0.010227280737260935,0.33673723983190296,0.3027532846801023,0.2712237696017402,0.23865623021559035,0.5928104036496163,0.17124458113850716,0.5056118409939705,0.08767776449347053,0.5375783850655693,0.5725872041222728,0.7211030916271987,0.6507834983970621,9.273403828410417e-5,-0.1223039576697592
3,2,C11,-0.23338447728461179,0.020813025690144406,-0.6979329963623327,-0.6237691419881477,-0.553607036562407,-0.49353991603234443,-1.23052418240548,-0.36342119643621934,-1.05167828893311,-0.1932594337965711,-1.1146831965177917,-1.1899875827158173,-1.499893969222116,-1.3540402459603638,-1.9358339362108456e-4,0.2558186249558386
3,2,C12,-0.21001967456118814,0.018704713620870235,-0.6393730750012523,-0.5679214226308539,-0.49911355073888486,-0.45108695676262967,-1.1290151401455448,-0.34092769595344496,-0.9669503183556751,-0.18790785170374927,-1.0216080310329598,-1.0931781611996376,-1.3790477037481141,-1.2453310794003747,-1.7864016773336418e-4,0.23654600064386339
3,2,C13,-0.2500513801963556,0.022286724118913175,-0.7535743382317418,-0.6716982552334176,-0.5936189199465992,-0.5323519319633468,-1.3295162140333185,-0.3964950754973622,-1.1373221596187233,-0.214236003433438,-1.2037808984742262,-1.2864135419352012,-1.6220343700964508,-1.4645011064637814,-2.0968256238693275e-4,0.27733688341364454
3,2,C14,-0.22107368423492654,0.01971114354260959,-0.6629601766644657,-0.5919408484894271,-0.5245562574155667,-0.46863924784153466,-1.1691467214091376,-0.3465133286349243,-0.9995517453742568,-0.1853447754970336,-1.058901017402925,-1.1308528490306744,-1.4255502647049128,-1.2869887399830977,-1.8409472371563437e-4,0.24335675367589618
3,2,Enterobacteriaceae,-2.3047370958820646e-5,2.0544635801191767e-6,-6.932699660888814e-5,-6.183473962253259e-5,-5.4703462995610554e-5,-4.898699818201583e-5,-1.222923689534185e-4,-3.638510601417741e-5,-1.0459068828951296e-4,-1.9584961188184818e-5,-1.1073972970652131e-4,-1.1831218127862425e-4,-1.4916599816596187e-4,-1.3467447489547217e-4,-1.92754250575017e-8,2.5489252203570646e-5
3,2,Paenibacillaceae,0.023832783112434586,-0.0021254326141372866,0.07125066411197008,0.06368591383893718,0.05653158664037399,0.05038648960301226,0.1256186777765646,0.037086178526209525,0.10735735205106173,0.019709382741049535,0.11379506972920027,0.12147796940778595,0.15311208967196507,0.1382223444168501,1.9760158727408178e-5,-0.026111984319332315
4,3,C1,-0.07314382601718311,0.005408383705729422,-0.21220661891517092,-0.13285017746415875,-0.18549138085717767,-0.13811621709270827,-0.3150994869892422,-0.08022558663815287,-0.30221459834713305,-0.006007320607090954,-0.30577957813571505,-0.3480403775114473,-0.40362343162340214,-0.3508378287579267,-4.6953515959560534e-5,0.05731194069093995
4,3,C2,0.008275865513391198,-4.3715730013756555e-4,0.020564922387776324,0.003520280716246905,0.022726954299184907,0.01148228517035953,0.0196756481636297,7.037081944443775e-4,0.02542631523639361,-0.011089615513690516,0.023647622761476073,0.030638559545307573,0.028741523648820533,0.02214756339070089,2.1596981409229456e-6,-0.0014528185942131546
4,3,C3,-0.07091375298475966,0.014896822017092772,-0.22056779301170135,-0.6422905659504626,-0.07358079998114071,-0.25068502632800593,-0.8319403670444733,-0.3161388533917803,-0.45313635690694454,-0.4230389638100869,-0.602867239232479,-0.4698656525619507,-0.8547802813049964,-0.8732832831458925,-1.4706388338370796e-4,0.22866748808628048
4,3,C4,-0.1684103216208713,0.004757482652430905,-0.43571359566941525,0.13206342229037646,-0.5094043557650494,-0.1986703238581049,-0.2225458771363322,0.05774014424935743,-0.4923317626559145,0.3732356927755983,-0.38996507446114625,-0.6137943661220131,-0.449555395997021,-0.2807472714795582,-1.0175514458772102e-5,-0.030557827499292037
4,3,C5,-0.14901889547167785,0.014738625326796406,-0.44469952342199737,-0.4731676618409638,-0.33734933754306895,-0.3306397469391923,-0.8583171711361066,-0.2637894905867954,-0.6897021047222025,-0.18183340494913564,-0.7523563331709117,-0.7733832144787894,-1.0187737596919146,-0.936743104531764,-1.3753984071637098e-4,0.18743992563956915
4,3,C6,-0.07531379237810726,0.008293676448151249,-0.2225957895347548,-0.28166959974098776,-0.1609964063516857,-0.17511781363711332,-0.4728595710485041,-0.14976870299991588,-0.3562105646836939,-0.12382945355604916,-0.4011837769349088,-0.3955633462848135,-0.5461699692696125,-0.5115053791945487,-7.697029789626563e-5,0.10781848185135395
4,3,C7,-0.16117877254425914,0.017446110716903204,-0.43156292908652966,-0.55576260925961,-0.34531250615173514,-0.3427541119940367,-0.9054592558733334,-0.2563843318048572,-0.6753697134423561,-0.19305362384997102,-0.7735323187152519,-0.7538381020043547,-1.0351441233086023,-0.9677052703264034,-1.431850855510629e-4,0.19881329485553784
4,3,C8,0.04438593135618533,0.0018702095760421186,0.11793095279868676,-0.1954832187499012,0.16910270730546068,0.01961447954554463,-0.09570215300238669,-0.0822727080329053,0.09251824521051437,-0.22291483179451893,0.017041414057798843,0.13467350719267454,-0.010292816792448978,-0.07892429972755417,-2.6913255734642682e-5,0.059358425903015266
4,3,C9,-0.07598306900070102,0.019447988195067916,-0.2355075426685258,-0.869339644301435,-0.04010854386227125,-0.30682711406155516,-1.0689905186859567,-0.4169213425119792,-0.5319376250375807,-0.5957491723128272,-0.7461061670058929,-0.5389362194357401,-1.0666469093764737,-1.1128828361416248,-1.9168951952243062e-4,0.3038351340610279
4,3,C10,0.07777489297466295,-0.00509105680202545,0.23938835298929892,0.11645491190768689,0.20535374050133245,0.14831415156531605,0.32901423272345315,0.08786824467971922,0.33767100043853915,-0.0025403267912040605,0.32929819626106294,0.39049463756845265,0.43716076231283296,0.37329716127198287,4.909361306683629e-5,-0.057927012890601204
4,3,C11,-0.14090871629361257,0.01894613044154994,-0.39494232112793004,-0.6907169224224702,-0.2619193362408118,-0.35199368823540433,-1.0173454305692173,-0.3306551028779227,-0.6738413671142484,-0.3443266246112388,-0.8138761045440446,-0.7336297578367869,-1.1145007249794092,-1.0797941679083525,-1.689913647822368e-4,0.24720734285198476
4,3,C12,-0.09312685408965429,0.02314500397167657,-0.2883539541192323,-1.0292687090471526,-0.05680832385159955,-0.36818958026736437,-1.274065816924518,-0.49491381054215344,-0.6419194445451525,-0.7013261330276107,-0.8938268550365702,-0.652594894997504,-1.2762093127391063,-1.3277344132432662,-2.279907270171366e-4,0.36045879035546713
4,3,C13,-0.1378680264699436,0.024342429144567974,-0.37885063224280385,-0.9731126557495811,-0.19141330541426474,-0.4040855095006837,-1.27852626576045,-0.4457981103783825,-0.7251406560907705,-0.5659129382598456,-0.9525374926225657,-0.7645202439555482,-1.3248578066936418,-1.3361244860584867,-2.195857398015115e-4,0.3361205711820441
4,3,C14,-0.13214022374890835,0.019625951119847822,-0.3559149346336911,-0.734547179812222,-0.2241567523680575,-0.3415137949689511,-1.0202964978917266,-0.33386900274432274,-0.6307728898769107,-0.3802703257557469,-0.7927997447867674,-0.6789235617069721,-1.087888672669295,-1.0722458191395023,-1.708667753461778e-4,0.25481736563867785
4,3,Enterobacteriaceae,-1.3950140533734677e-5,2.3056251549951417e-6,-3.429801787642435e-5,-8.744400388637523e-5,-2.088120074315104e-5,-3.655732876176988e-5,-1.1308312270356477e-4,-3.63736426747045e-5,-6.375233062624251e-5,-4.542175650298734e-5,-8.493237920921693e-5,-6.762238804737433e-5,-1.1630178338610127e-4,-1.1706963749003015e-4,-1.8992613234584642e-8,2.8920316226620137e-5
4,3,Paenibacillaceae,0.016631471103082558,-0.002277478415409736,0.03670867873492853,0.07677114288259927,0.029881912872590916,0.03567225335820621,0.10210095075866701,0.027310774246461725,0.0618002752183023,0.029194076821843495,0.08041720426179946,0.0672504081967633,0.10673801484030035,0.10494811048110715,1.6254885473819932e-5,-0.023962098379497004
5,4,C1,0.02107284065807054,0.011627433868783975,-0.19307387770677986,0.25120468037860744,-0.06247497155923688,0.03545386378927195,-0.07507320130690999,0.048761171727770856,-0.2394129436062017,0.12560147654877932,-0.1609702212647679,-0.31387305918007896,-0.310145334560777,-0.16408175728488122,-2.0682819903484525e-5,0.005834803705279202
5,4,C2,0.04295823479981402,0.003568271298666632,-4.4672905044555283e-4,0.16990003018442063,0.054643986945200104,0.07626906243983492,0.09072351332101782,0.05419978112605046,0.01347504392439894,0.054362074072409484,0.049820504223668675,-0.0019891600240525553,0.016351233279116324,0.06286247321763538,8.298239514156073e-6,-0.018457813775477113
5,4,C3,0.07921459780454078,0.024635861004709533,-0.22362207343048993,0.12952925395198558,0.07855303554336455,0.05565306046053974,-0.34242237562469996,-0.044380862270896534,-0.36018171347779065,-0.08831454972097764,-0.3323904229302491,-0.44272991630503067,-0.6533097268327184,-0.4812681106094071,-8.482323357438047e-5,0.10651612418677713
5,4,C4,-0.2602477088533562,-0.015432660172737369,-0.30368419477888414,-0.42838527223254014,-0.5413190212681094,-0.40511526817446275,-0.4046561783953027,-0.1743713692473836,-0.39034697338667096,0.06899183193419504,-0.40439848315328586,-0.4188045885269628,-0.31239577860676204,-0.3581374326383223,-2.5777762058375178e-5,0.026703298604605494
5,4,C5,0.07800123833857421,0.029823807226689637,-0.4202695553614123,0.5269384780368057,-0.06290934480875943,0.09949827858590941,-0.23841373001046778,0.07439088830172905,-0.5511725814285985,0.19097805453585756,-0.3931609153214692,-0.7147632939081219,-0.7824852633530078,-0.4536219096750295,-6.644115377825991e-5,0.04684115312407199
5,4,C6,0.1257989314649084,0.023901995736557564,-0.25521679198919023,0.644688919573423,0.05904532025390119,0.20150720614725853,0.03702757940375578,0.1472660856538605,-0.3058145260831723,0.22393665655228573,-0.1378537640251692,-0.43351263231606946,-0.4298185788174207,-0.14453064906378957,-2.215187912985974e-5,-0.010241117258902286
5,4,C7,-0.24147250913707435,-0.00389495697494206,-0.30085485008703583,-0.891684002521483,-0.4020439128416803,-0.48629574180768936,-0.8906083665361394,-0.3854302190330554,-0.5219702269209263,-0.33239453515965256,-0.6784411158593884,-0.52416925548315,-0.7501685819071022,-0.8551078343282141,-1.2317299840868307e-4,0.1930296651393155
5,4,C8,0.2597764958926035,0.02473375383181704,-0.01443911690875284,0.8973587309073411,0.35499130443008603,0.4306841508987247,0.40319469056170576,0.26674311292402547,0.029240399034500857,0.22291840112419636,0.21182611442728555,-0.059829751990166866,-0.03811049930132528,0.2300386836276036,2.2096051317600966e-5,-0.06490766120735908
5,4,C9,0.11794709348203089,0.03187233262842196,-0.25804708385506947,0.16583992552945417,0.1437252840207582,0.090898814540354,-0.42532679530723877,-0.060136173987512934,-0.4311181798860549,-0.1415361168637653,-0.4011476099553063,-0.5300130778745392,-0.8161728481108718,-0.6029961310905719,-1.0940730796751568e-4,0.14037485622645587
5,4,C10,0.08094860193288562,-0.0026383212697622506,0.1577567079068675,0.21578046913994,0.16974198495123033,0.15035776970004777,0.3035145559053544,0.09340455599290076,0.2354428794891272,0.0432878535858276,0.2661722060689186,0.26005802621764834,0.32287587469596984,0.3124847817081559,4.24643942895733e-5,-0.05795511248476058
5,4,C11,-0.11884103063207811,0.01003737708670651,-0.3081293598779559,-0.5298982515505722,-0.22234080062802025,-0.2924908883693071,-0.7637006658511031,-0.27753122299791144,-0.5231454216976796,-0.2683998853065738,-0.6154090867128678,-0.5651840818402677,-0.8249152649253125,-0.8092644671862103,-1.2475051626439947e-4,0.18262744086981864
5,4,C12,0.1016433974352604,0.03435180908131208,-0.2949716829469801,0.02877669995457649,0.12820795191260953,0.03892923465401955,-0.5860790382610737,-0.12285284369271753,-0.5113703926436756,-0.2265713653933459,-0.514192853324926,-0.610924254713064,-0.9715951356062851,-0.767713122300479,-1.3719119817538506e-4,0.18448415699005688
5,4,C13,-0.22612607932993067,0.0021191790974678824,-0.25205412044456826,-1.2314256505310397,-0.2840158785761545,-0.5334741519222199,-1.1814764465118472,-0.5244054389127484,-0.5483525958835588,-0.617973875565618,-0.8141855270425403,-0.5183154314532309,-0.9661373015352779,-1.1364357047551221,-1.818279268727189e-4,0.29941869295780027
5,4,C14,-0.18811533492127824,0.001598291912511907,-0.2540973223907498,-0.8897686850859745,-0.2767487546786069,-0.4259439786102284,-0.9146956900807942,-0.39449301634866124,-0.48866896580456376,-0.4198821900346424,-0.6653654878846977,-0.4840224690587608,-0.7941012129647328,-0.8950776298188753,-1.386736769651834e-4,0.22124108196627093
5,4,Enterobacteriaceae,-4.1508130900020244e-5,-2.0790445168319566e-6,-1.6181291363829608e-5,-1.9724718883524782e-4,-5.002349704444171e-5,-8.543141582663756e-5,-1.4419518530450875e-4,-7.462967747292552e-5,-4.752233247585851e-5,-8.448448677607522e-5,-9.001624771137442e-5,-3.500862131978377e-5,-8.186344086093256e-5,-1.240783154835008e-4,-1.9107994967952214e-8,3.467778467390199e-5
5,4,Paenibacillaceae,0.06623054039273692,0.004805838041823851,0.010662286496394991,0.2870133088416344,0.08157341768008847,0.12717381069916942,0.1804484333262198,0.10235030631594315,0.04555854519178695,0.1097216011495866,0.10631959823248384,0.022861041428334034,0.07142815772327625,0.14237593948641053,2.0797257562424446e-5,-0.04080090915306233
6,5,C1,0.11690958328422221,0.022738381048985463,-0.09873027390869675,0.3391550045305928,0.08029012303951297,0.18407984466054603,-0.002795138293834846,0.19711201149695948,-0.10208997967656558,0.1762974134908571,-0.07370623487283523,-0.17972303201965825,-0.2702443532766922,-0.08921478816618954,-1.515527664622137e-5,-0.0036990859834499915
6,5,C2,-0.02827355342401735,-0.0043519828698275085,-0.03289771218710018,0.0538399766573434,-0.032689514181839,-0.03056772344066149,0.03972665972630874,-0.05027171922708042,-0.041113469334795115,-0.001162786726622914,0.008028525495370132,-0.04267023990449715,0.027518673033355912,0.026523972188882056,5.533548828127249e-6,-0.008987965409853058
6,5,C3,-0.03420863597592705,0.009758575708559043,-0.22673988227630437,-0.017589299512762613,-0.050649830832312656,-0.09122907362616582,-0.3197435824969731,-0.17485929910842485,-0.3636885753404727,-0.1359488455459565,-0.3112311435976371,-0.41343210742190123,-0.4974959122332198,-0.4171061669982666,-6.94634838414068e-5,0.09420901345474068
6,5,C4,-0.5077614695163164,-0.04355986368303253,-0.39359084234997055,-0.7177193589727581,-0.7840195719554446,-0.7454099914756224,-0.47005886809864467,-0.5737358663477584,-0.5510162059848118,-0.15020917236453313,-0.4677246807047968,-0.5238569497002037,-0.17907813502821007,-0.39188770226311076,-2.637330005038221e-5,0.05006489244141262
6,5,C5,-0.1613107619158121,4.282487936250771e-4,-0.44745952280687173,0.13912974898105668,-0.31278484025721903,-0.23544497239844167,-0.29989392812544025,-0.2642959676891379,-0.6174629482353174,-5.97690044020683e-4,-0.4214375537591716,-0.7106157004588876,-0.5710972644444583,-0.44056547292857284,-5.721934771407548e-5,0.05866363251881732
6,5,C6,-0.1581491950023052,-0.00803690272199677,-0.3338882063437299,0.188584443796673,-0.25719337022039956,-0.20393132790613938,-0.09814293245934488,-0.2572982433297197,-0.45040057146424073,0.0015138200116229543,-0.23539114347203977,-0.5091351638122431,-0.28232302910538304,-0.20718274870261316,-2.262239473912254e-5,0.01652352553028927
6,5,C7,-0.46030155485577035,-0.031260591361925744,-0.3752893136980623,-1.0469098708366853,-0.6360445525274321,-0.7655761366825079,-0.8414975017763764,-0.6958440617001281,-0.6305144414131867,-0.44819001465643404,-0.6705712306431818,-0.5876882984843919,-0.5350143220099709,-0.7763836284248385,-1.032024740578336e-4,0.1792217075163728
6,5,C8,0.017363640433077258,2.983502866414762e-4,-0.1067305985910498,0.4782802022305011,0.061320254081293074,0.07786094239939255,0.2284699246964702,-0.060329964159945404,-0.12726917685343386,0.0490239587352628,0.07730779429216966,-0.16696521850941698,0.013469806979436786,0.11638092420541417,1.3830519396124193e-5,-0.033380179581182993
6,5,C9,-0.10105061815875485,0.005267285563341862,-0.3036114035170453,-0.1114943686042218,-0.11388141012771229,-0.20103191908961068,-0.4340312542729655,-0.32910150868578364,-0.49847478597592665,-0.245183992972821,-0.4135135076494259,-0.5449946223432723,-0.6045147893378124,-0.5488717760102022,-9.091424941933157e-5,0.13048166142065576
6,5,C10,-0.07881040686539406,-0.017316761428748065,0.05274773648088844,-0.00917808805416518,-0.03444505750146461,-0.08339607681722919,0.17027610974278332,-0.13427495015516341,0.07201990648833542,-0.06410130473224335,0.14175730566319905,0.11552645308695254,0.2901505148980085,0.19721237708220724,3.1073915207571904e-5,-0.03252847016749525
6,5,C11,-0.29062660699374676,-0.01219983935428004,-0.3439957231623074,-0.666516102982128,-0.4064358547598962,-0.5076095048486079,-0.7038281041877855,-0.5036190620915859,-0.5725347370870956,-0.3468443620148884,-0.5845355512169547,-0.5736333028356364,-0.6112177245895442,-0.7133879321967868,-1.0315361067816759e-4,0.16422904659005227
6,5,C12,-0.09723863250271829,0.00907889047341833,-0.32438868008393035,-0.19913594759054049,-0.10613967438296279,-0.21832785312158243,-0.5534839559880013,-0.3543285216592661,-0.5486767038885015,-0.30117126992973836,-0.49516899435941314,-0.5985556645469249,-0.7321096478617202,-0.6738337160810195,-1.1272013862130846e-4,0.1640175245701579
6,5,C13,-0.3384763820777552,-0.014767250208786659,-0.2806404811161906,-1.1785915530302278,-0.41211139886806575,-0.6474285359725871,-1.0182909672335638,-0.6465445744490599,-0.5630549335996199,-0.5999083848802907,-0.7248564413574825,-0.5129078576299353,-0.7322932030917199,-0.9607708258972898,-1.4781537544206034e-4,0.25351770423726616
6,5,C14,-0.38671094903502606,-0.02346700342648821,-0.3220900125946939,-1.0055599692241994,-0.4990166130455217,-0.6728565594356952,-0.844890075927156,-0.6572253717160673,-0.5786254802451178,-0.4961086935695319,-0.6447153411360127,-0.5356137881756949,-0.5771960753295634,-0.7967889781797955,-1.149720120315139e-4,0.1987679959488173
6,5,Enterobacteriaceae,-4.2911078005145464e-5,-1.2645512736000315e-6,-1.5856711070044018e-5,-1.6302399229851835e-4,-4.569321580191633e-5,-7.496673007526191e-5,-1.1608483107994862e-4,-6.747935431030682e-5,-4.182933181076629e-5,-7.02792662594478e-5,-7.374127550713811e-5,-3.105536526033836e-5,-6.297476652132315e-5,-9.958686088055995e-5,-1.569858713466488e-8,2.9126702732282296e-5
6,5,Paenibacillaceae,0.04029191371812224,0.0012735590466368552,4.241502112879996e-4,0.20723647070057263,0.04525013042125439,0.0775935847533213,0.13435985053115715,0.05797753048592051,0.02287629307548721,0.07556641405569528,0.07620092251460375,0.007599177095721944,0.059816867962354206,0.10652567766419832,1.6575487424479362e-5,-0.031798625607655714
7,6,C1,0.01648830507663097,0.018914420810458583,-0.11275721447622979,0.22979870866978927,0.015795731055821206,0.09224981110824657,-0.013736214426542872,0.09552657849411593,-0.11804127773186078,0.12009118811071039,-0.07618421615832488,-0.17531742922899649,-0.20421211832179165,-0.08022331227197621,3.252021090193866e-5,-0.012301551009911368
7,6,C2,-0.012752295139494416,-0.0036349921306493473,-0.02328525718845147,0.05174378815610367,-0.020272221989358716,-0.017195221339542918,0.03459643479713775,-0.03254805421103097,-0.029623876885566888,0.0026111207513199383,0.008769907003515721,-0.03188747421374709,0.02020116165032907,0.022927540667108462,-5.646032874185476e-7,-0.006596644882025072
