Family,Time,Abundance,Abundance.family,Sample
Chitinophagaceae,9,0,0,m8
Chitinophagaceae,10,0,0,m8
Chitinophagaceae,11,0,0,m8
Chitinophagaceae,12,0,0,m8
Chitinophagaceae,13,9,1.8804454566348383e-4,m8
Chitinophagaceae,14,0,0,m8
Chitinophagaceae,15,5,8.333333333333333e-5,m8
Chitinophagaceae,16,0,0,m8
Chitinophagaceae,17,0,0,m8
Chitinophagaceae,18,0,0,m8
Clostridiaceae,0,24,4.3419267299864316e-4,m8
Clostridiaceae,1,0,0,m8
Clostridiaceae,2,0,0,m8
Clostridiaceae,3,0,0,m8
Clostridiaceae,4,0,0,m8
Clostridiaceae,5,0,0,m8
Clostridiaceae,6,0,0,m8
Clostridiaceae,7,0,0,m8
Clostridiaceae,8,0,0,m8
Clostridiaceae,9,0,0,m8
Clostridiaceae,10,0,0,m8
Clostridiaceae,11,0,0,m8
Clostridiaceae,12,0,0,m8
Clostridiaceae,13,0,0,m8
Clostridiaceae,14,0,0,m8
Clostridiaceae,15,0,0,m8
Clostridiaceae,16,0,0,m8
Clostridiaceae,17,0,0,m8
Clostridiaceae,18,0,0,m8
Comamonadaceae,0,0,0,m8
Comamonadaceae,1,0,0,m8
Comamonadaceae,2,0,0,m8
Comamonadaceae,3,0,0,m8
Comamonadaceae,4,0,0,m8
Comamonadaceae,5,0,0,m8
Comamonadaceae,6,0,0,m8
Comamonadaceae,7,18,3.4796729107463897e-4,m8
Comamonadaceae,8,0,0,m8
Comamonadaceae,9,0,0,m8
Comamonadaceae,10,0,0,m8
Comamonadaceae,11,0,0,m8
Comamonadaceae,12,14,2.8817257420443785e-4,m8
Comamonadaceae,13,30,6.268151522116127e-4,m8
Comamonadaceae,14,0,0,m8
Comamonadaceae,15,0,0,m8
Comamonadaceae,16,0,0,m8
Comamonadaceae,17,0,0,m8
Comamonadaceae,18,0,0,m8
Deferribacteraceae,0,71,0.001284486657620986,m8
Deferribacteraceae,1,0,0,m8
Deferribacteraceae,2,0,0,m8
Deferribacteraceae,3,0,0,m8
Deferribacteraceae,4,0,0,m8
Deferribacteraceae,5,0,0,m8
Deferribacteraceae,6,0,0,m8
Deferribacteraceae,7,0,0,m8
Deferribacteraceae,8,0,0,m8
Deferribacteraceae,9,0,0,m8
Deferribacteraceae,10,0,0,m8
Deferribacteraceae,11,0,0,m8
Deferribacteraceae,12,0,0,m8
Deferribacteraceae,13,0,0,m8
Deferribacteraceae,14,0,0,m8
Deferribacteraceae,15,0,0,m8
Deferribacteraceae,16,0,0,m8
Deferribacteraceae,17,0,0,m8
Deferribacteraceae,18,0,0,m8
Desulfovibrionaceae,0,283,0.005119855269109,m8
Desulfovibrionaceae,1,0,0,m8
Desulfovibrionaceae,2,0,0,m8
Desulfovibrionaceae,3,0,0,m8
Desulfovibrionaceae,4,0,0,m8
Desulfovibrionaceae,5,0,0,m8
Desulfovibrionaceae,6,0,0,m8
Desulfovibrionaceae,7,0,0,m8
Desulfovibrionaceae,8,0,0,m8
Desulfovibrionaceae,9,0,0,m8
Desulfovibrionaceae,10,0,0,m8
Desulfovibrionaceae,11,0,0,m8
Desulfovibrionaceae,12,0,0,m8
Desulfovibrionaceae,13,0,0,m8
Desulfovibrionaceae,14,0,0,m8
Desulfovibrionaceae,15,0,0,m8
Desulfovibrionaceae,16,0,0,m8
Desulfovibrionaceae,17,0,0,m8
Desulfovibrionaceae,18,0,0,m8
Enterobacteriaceae,0,117,0.002116689280868385,m8
Enterobacteriaceae,1,51097,0.9957905404088633,m8
Enterobacteriaceae,2,52086,0.9985238579069455,m8
Enterobacteriaceae,3,59931,0.99885,m8
Enterobacteriaceae,4,50439,0.974497188894685,m8
Enterobacteriaceae,5,39004,0.8946281939538511,m8
Enterobacteriaceae,6,44717,0.8444658470719317,m8
Enterobacteriaceae,7,43387,0.8387364921030757,m8
Enterobacteriaceae,8,40589,0.7757243330020641,m8
Enterobacteriaceae,9,29935,0.5720537369336315,m8
Enterobacteriaceae,10,22960,0.47922189058880005,m8
Enterobacteriaceae,11,21854,0.3839086517347387,m8
Enterobacteriaceae,12,18844,0.38788028487917336,m8
Enterobacteriaceae,13,18285,0.38204383527297797,m8
Enterobacteriaceae,14,15256,0.3123029682702149,m8
Enterobacteriaceae,15,23824,0.3970666666666667,m8
Enterobacteriaceae,16,16580,0.3862191059656642,m8
Enterobacteriaceae,17,21126,0.43100212175616126,m8
Enterobacteriaceae,18,17744,0.3781111489942039,m8
Erysipelotrichaceae,0,75,0.0013568521031207597,m8
Erysipelotrichaceae,1,0,0,m8
Erysipelotrichaceae,2,0,0,m8
Erysipelotrichaceae,3,0,0,m8
Erysipelotrichaceae,4,0,0,m8
Erysipelotrichaceae,5,0,0,m8
Erysipelotrichaceae,6,0,0,m8
Erysipelotrichaceae,7,0,0,m8
Erysipelotrichaceae,8,0,0,m8
Erysipelotrichaceae,9,0,0,m8
Erysipelotrichaceae,10,0,0,m8
Erysipelotrichaceae,11,0,0,m8
Erysipelotrichaceae,12,0,0,m8
Erysipelotrichaceae,13,0,0,m8
Erysipelotrichaceae,14,0,0,m8
Erysipelotrichaceae,15,0,0,m8
Erysipelotrichaceae,16,0,0,m8
Erysipelotrichaceae,17,0,0,m8
Erysipelotrichaceae,18,0,0,m8
Lachnospiraceae,0,4988,0.090239710538218,m8
Lachnospiraceae,1,11,2.143706273264085e-4,m8
Lachnospiraceae,2,7,1.34194735732224e-4,m8
Lachnospiraceae,3,0,0,m8
Lachnospiraceae,4,3,5.79609343302614e-5,m8
Lachnospiraceae,5,0,0,m8
Lachnospiraceae,6,0,0,m8
Lachnospiraceae,7,0,0,m8
Lachnospiraceae,8,0,0,m8
Lachnospiraceae,9,0,0,m8
Lachnospiraceae,10,0,0,m8
Lachnospiraceae,11,0,0,m8
Lachnospiraceae,12,0,0,m8
Lachnospiraceae,13,0,0,m8
Lachnospiraceae,14,0,0,m8
Lachnospiraceae,15,91,0.0015166666666666666,m8
Lachnospiraceae,16,0,0,m8
Lachnospiraceae,17,0,0,m8
Lachnospiraceae,18,0,0,m8
Lactobacillaceae,0,35,6.331976481230212e-4,m8
Lactobacillaceae,1,11,2.143706273264085e-4,m8
Lactobacillaceae,2,0,2.3218531366320426e-4,m8
Lactobacillaceae,3,15,2.5e-4,m8
Lactobacillaceae,4,80,0.0015456249154736374,m8
Lactobacillaceae,5,257,0.005894765814945639,m8
Lactobacillaceae,6,46,8.686948803656073e-4,m8
Lactobacillaceae,7,373,0.007210655531713352,m8
Lactobacillaceae,8,8394,0.16042351502178734,m8
Lactobacillaceae,9,1694,0.03237210724454891,m8
Lactobacillaceae,10,2434,0.050802529690467745,m8
Lactobacillaceae,11,1837,0.03227053140096618,m8
Lactobacillaceae,12,919,0.018916471120991315,m8
Lactobacillaceae,13,1373,0.028687240132884814,m8
Lactobacillaceae,14,855,0.01750255885363357,m8
Lactobacillaceae,15,1520,0.025333333333333333,m8
Lactobacillaceae,16,1384,0.03223927880919658,m8
Lactobacillaceae,17,203,0.004141504814754366,m8
Lactobacillaceae,18,1745,0.037184623252642345,m8
Marinifilaceae,0,645,0.011668928086838535,m8
Marinifilaceae,1,0,0,m8
Marinifilaceae,2,0,0,m8
Marinifilaceae,3,0,0,m8
Marinifilaceae,4,0,0,m8
Marinifilaceae,5,0,0,m8
Marinifilaceae,6,0,0,m8
Marinifilaceae,7,0,0,m8
Marinifilaceae,8,0,0,m8
Marinifilaceae,9,0,0,m8
Marinifilaceae,10,0,0,m8
Marinifilaceae,11,0,0,m8
Marinifilaceae,12,0,0,m8
Marinifilaceae,13,0,0,m8
Marinifilaceae,14,0,0,m8
Marinifilaceae,15,0,0,m8
Marinifilaceae,16,0,0,m8
Marinifilaceae,17,0,0,m8
Marinifilaceae,18,0,0,m8
Muribaculaceae,0,30757,0.5564360018091361,m8
Muribaculaceae,1,66,0.0012862237639584512,m8
Muribaculaceae,2,6,1.1502405919904913e-4,m8
Muribaculaceae,3,10,1.6666666666666666e-4,m8
Muribaculaceae,4,4,7.728124577368188e-5,m8
Muribaculaceae,5,0,0,m8
Muribaculaceae,6,0,0,m8
Muribaculaceae,7,0,0,m8
Muribaculaceae,8,0,0,m8
Muribaculaceae,9,0,0,m8
Muribaculaceae,10,0,0,m8
Muribaculaceae,11,0,0,m8
Muribaculaceae,12,0,0,m8
Muribaculaceae,13,0,0,m8
Muribaculaceae,14,0,0,m8
Muribaculaceae,15,0,0,m8
Muribaculaceae,16,0,0,m8
Muribaculaceae,17,0,0,m8
Muribaculaceae,18,0,0,m8
Oscillospiraceae,0,3047,0.05512437810945273,m8
Oscillospiraceae,1,0,0,m8
Oscillospiraceae,2,0,0,m8
Oscillospiraceae,3,0,0,m8
Oscillospiraceae,4,0,0,m8
Oscillospiraceae,5,0,0,m8
Oscillospiraceae,6,0,0,m8
Oscillospiraceae,7,0,0,m8
Oscillospiraceae,8,0,0,m8
Oscillospiraceae,9,0,0,m8
Oscillospiraceae,10,0,0,m8
Oscillospiraceae,11,0,0,m8
Oscillospiraceae,12,0,0,m8
Oscillospiraceae,13,0,0,m8
Oscillospiraceae,14,0,0,m8
Oscillospiraceae,15,0,0,m8
Oscillospiraceae,16,0,0,m8
Oscillospiraceae,17,0,0,m8
Oscillospiraceae,18,0,0,m8
Paenibacillaceae,0,99,0.001791044776119403,m8
Paenibacillaceae,1,88,0.001714965018611268,m8
Paenibacillaceae,2,60,0.0011502405919904914,m8
Paenibacillaceae,3,40,6.666666666666666e-4,m8
Paenibacillaceae,4,1233,0.023821944009737438,m8
Paenibacillaceae,5,4337,0.09947704023120327,m8
Paenibacillaceae,6,8190,0.15466545804770268,m8
Paenibacillaceae,7,7948,0.1536468905256239,m8
Paenibacillaceae,8,3341,0.06385215197614862,m8
Paenibacillaceae,9,20700,0.39557415582181965,m8
Paenibacillaceae,10,22517,0.4699755797207322,m8
Paenibacillaceae,11,33234,0.5838208168642951,m8
Paenibacillaceae,12,28805,0.5929150714256309,m8
Paenibacillaceae,13,28164,0.5884540648962621,m8
Paenibacillaceae,14,32739,0.6701944728761515,m8
Paenibacillaceae,15,34442,0.5740333333333333,m8
Paenibacillaceae,16,24965,0.5815416152251391,m8
Paenibacillaceae,17,27687,0.5648563734290843,m8
Paenibacillaceae,18,27439,0.5847042277531538,m8
Peptococcaceae,0,782,0.01414744459520579,m8
Peptococcaceae,1,4,7.795295539142128e-5,m8
Peptococcaceae,2,0,0,m8
Peptococcaceae,3,0,0,m8
Peptococcaceae,4,0,0,m8
Peptococcaceae,5,0,0,m8
Peptococcaceae,6,0,0,m8
Peptococcaceae,7,0,0,m8
Peptococcaceae,8,0,0,m8
Peptococcaceae,9,0,0,m8
Peptococcaceae,10,0,0,m8
Peptococcaceae,11,0,0,m8
Peptococcaceae,12,0,0,m8
Peptococcaceae,13,0,0,m8
Peptococcaceae,14,0,0,m8
Peptococcaceae,15,0,0,m8
Peptococcaceae,16,0,0,m8
Peptococcaceae,17,0,0,m8
Peptococcaceae,18,0,0,m8
Peptostreptococcaceae,0,98,0.0017729534147444596,m8
Peptostreptococcaceae,1,0,0,m8
Peptostreptococcaceae,2,0,0,m8
Peptostreptococcaceae,3,0,0,m8
Peptostreptococcaceae,4,0,0,m8
Peptostreptococcaceae,5,0,0,m8
Peptostreptococcaceae,6,0,0,m8
Peptostreptococcaceae,7,0,0,m8
Peptostreptococcaceae,8,0,0,m8
Peptostreptococcaceae,9,0,0,m8
Peptostreptococcaceae,10,0,0,m8
Peptostreptococcaceae,11,0,0,m8
Peptostreptococcaceae,12,0,0,m8
Peptostreptococcaceae,13,0,0,m8
Peptostreptococcaceae,14,0,0,m8
Peptostreptococcaceae,15,0,0,m8
Peptostreptococcaceae,16,0,0,m8
Peptostreptococcaceae,17,0,0,m8
Peptostreptococcaceae,18,0,0,m8
Prevotellaceae,0,2132,0.038570782451379466,m8
Prevotellaceae,1,5,9.744119423927659e-5,m8
Prevotellaceae,2,0,0,m8
Prevotellaceae,3,4,6.666666666666667e-5,m8
Prevotellaceae,4,0,0,m8
Prevotellaceae,5,0,0,m8
Prevotellaceae,6,0,0,m8
Prevotellaceae,7,0,0,m8
Prevotellaceae,8,0,0,m8
Prevotellaceae,9,0,0,m8
Prevotellaceae,10,0,0,m8
Prevotellaceae,11,0,0,m8
Prevotellaceae,12,0,0,m8
Prevotellaceae,13,0,0,m8
Prevotellaceae,14,0,0,m8
Prevotellaceae,15,0,0,m8
Prevotellaceae,16,0,0,m8
Prevotellaceae,17,0,0,m8
Prevotellaceae,18,0,0,m8
Rikenellaceae,0,1074,0.01943012211668928,m8
Rikenellaceae,1,4,7.795295539142128e-5,m8
Rikenellaceae,2,0,0,m8
Rikenellaceae,3,0,0,m8
Rikenellaceae,4,0,0,m8
Rikenellaceae,5,0,0,m8
Rikenellaceae,6,0,0,m8
Rikenellaceae,7,0,0,m8
Rikenellaceae,8,0,0,m8
Rikenellaceae,9,0,0,m8
Rikenellaceae,10,0,0,m8
Rikenellaceae,11,0,0,m8
Rikenellaceae,12,0,0,m8
Rikenellaceae,13,0,0,m8
Rikenellaceae,14,0,0,m8
Rikenellaceae,15,0,0,m8
Rikenellaceae,16,0,0,m8
Rikenellaceae,17,0,0,m8
Rikenellaceae,18,0,0,m8
Ruminococcaceae,0,330,0.005970149253731343,m8
Ruminococcaceae,1,0,0,m8
Ruminococcaceae,2,0,0,m8
Ruminococcaceae,3,0,0,m8
Ruminococcaceae,4,0,0,m8
Ruminococcaceae,5,0,0,m8
Ruminococcaceae,6,0,0,m8
Ruminococcaceae,7,0,0,m8
Ruminococcaceae,8,0,0,m8
Ruminococcaceae,9,0,0,m8
Ruminococcaceae,10,0,0,m8
Ruminococcaceae,11,0,0,m8
Ruminococcaceae,12,0,0,m8
Ruminococcaceae,13,0,0,m8
Ruminococcaceae,14,0,0,m8
Ruminococcaceae,15,0,0,m8
Ruminococcaceae,16,0,0,m8
Ruminococcaceae,17,0,0,m8
Ruminococcaceae,18,0,0,m8
Saccharimonadaceae,0,91,0.0016463138851198552,m8
Saccharimonadaceae,1,0,0,m8
Saccharimonadaceae,2,0,0,m8
Saccharimonadaceae,3,0,0,m8
Saccharimonadaceae,4,0,0,m8
Saccharimonadaceae,5,0,0,m8
Saccharimonadaceae,6,0,0,m8
Saccharimonadaceae,7,0,0,m8
Saccharimonadaceae,8,0,0,m8
Saccharimonadaceae,9,0,0,m8
Saccharimonadaceae,10,0,0,m8
Saccharimonadaceae,11,0,0,m8
Saccharimonadaceae,12,0,0,m8
Saccharimonadaceae,13,0,0,m8
Saccharimonadaceae,14,0,0,m8
Saccharimonadaceae,15,0,0,m8
Saccharimonadaceae,16,0,0,m8
Saccharimonadaceae,17,0,0,m8
Saccharimonadaceae,18,0,0,m8
Sutterellaceae,0,157,0.002840343735866124,m8
Sutterellaceae,1,0,0,m8
Sutterellaceae,2,0,0,m8
Sutterellaceae,3,0,0,m8
Sutterellaceae,4,0,0,m8
Sutterellaceae,5,0,0,m8
Sutterellaceae,6,0,0,m8
Sutterellaceae,7,0,0,m8
Sutterellaceae,8,0,0,m8
Sutterellaceae,9,0,0,m8
Sutterellaceae,10,0,0,m8
Sutterellaceae,11,0,0,m8
Sutterellaceae,12,0,0,m8
Sutterellaceae,13,0,0,m8
Sutterellaceae,14,0,0,m8
Sutterellaceae,15,41,6.833333333333333e-4,m8
Sutterellaceae,16,0,0,m8
Sutterellaceae,17,0,0,m8
Sutterellaceae,18,0,0,m8
Tannerellaceae,0,764,0.013821800090456807,m8
Tannerellaceae,1,0,0,m8
Tannerellaceae,2,0,0,m8
Tannerellaceae,3,0,0,m8
Tannerellaceae,4,0,0,m8
Tannerellaceae,5,0,0,m8
Tannerellaceae,6,0,0,m8
Tannerellaceae,7,0,0,m8
Tannerellaceae,8,0,0,m8
Tannerellaceae,9,0,0,m8
Tannerellaceae,10,0,0,m8
Tannerellaceae,11,0,0,m8
Tannerellaceae,12,0,0,m8
Tannerellaceae,13,0,0,m8
Tannerellaceae,14,0,0,m8
Tannerellaceae,15,0,0,m8
Tannerellaceae,16,0,0,m8
Tannerellaceae,17,0,0,m8
Tannerellaceae,18,0,0,m8
UCG-010,0,22,3.980099502487562e-4,m8
UCG-010,1,0,0,m8
UCG-010,2,0,0,m8
UCG-010,3,0,0,m8
UCG-010,4,0,0,m8
UCG-010,5,0,0,m8
UCG-010,6,0,0,m8
UCG-010,7,0,0,m8
UCG-010,8,0,0,m8
UCG-010,9,0,0,m8
UCG-010,10,0,0,m8
UCG-010,11,0,0,m8
UCG-010,12,0,0,m8
UCG-010,13,0,0,m8
UCG-010,14,0,0,m8
UCG-010,15,0,0,m8
UCG-010,16,0,0,m8
UCG-010,17,0,0,m8
UCG-010,18,0,0,m8
