Family,Time,Abundance,Abundance.family,Sample
Deferribacteraceae,5,0,0,m7
Deferribacteraceae,6,0,0,m7
Deferribacteraceae,7,0,0,m7
Deferribacteraceae,8,0,0,m7
Deferribacteraceae,9,0,0,m7
Deferribacteraceae,10,0,0,m7
Deferribacteraceae,11,0,0,m7
Deferribacteraceae,12,0,0,m7
Deferribacteraceae,13,0,0,m7
Deferribacteraceae,14,0,0,m7
Deferribacteraceae,15,0,0,m7
Deferribacteraceae,16,0,0,m7
Deferribacteraceae,17,0,0,m7
Deferribacteraceae,18,0,0,m7
Desulfovibrionaceae,0,581,0.009683333333333334,m7
Desulfovibrionaceae,1,0,0,m7
Desulfovibrionaceae,2,0,0,m7
Desulfovibrionaceae,3,0,0,m7
Desulfovibrionaceae,4,0,0,m7
Desulfovibrionaceae,5,0,0,m7
Desulfovibrionaceae,6,0,0,m7
Desulfovibrionaceae,7,0,0,m7
Desulfovibrionaceae,8,0,0,m7
Desulfovibrionaceae,9,0,0,m7
Desulfovibrionaceae,10,0,0,m7
Desulfovibrionaceae,11,0,0,m7
Desulfovibrionaceae,12,0,0,m7
Desulfovibrionaceae,13,0,0,m7
Desulfovibrionaceae,14,0,0,m7
Desulfovibrionaceae,15,0,0,m7
Desulfovibrionaceae,16,0,0,m7
Desulfovibrionaceae,17,0,0,m7
Desulfovibrionaceae,18,0,0,m7
Eggerthellaceae,0,22,3.6666666666666667e-4,m7
Eggerthellaceae,1,0,0,m7
Eggerthellaceae,2,0,0,m7
Eggerthellaceae,3,0,0,m7
Eggerthellaceae,4,0,0,m7
Eggerthellaceae,5,0,0,m7
Eggerthellaceae,6,3,5.022433536462867e-5,m7
Eggerthellaceae,7,0,0,m7
Eggerthellaceae,8,0,0,m7
Eggerthellaceae,9,0,0,m7
Eggerthellaceae,10,0,0,m7
Eggerthellaceae,11,0,0,m7
Eggerthellaceae,12,0,0,m7
Eggerthellaceae,13,0,0,m7
Eggerthellaceae,14,0,0,m7
Eggerthellaceae,15,0,0,m7
Eggerthellaceae,16,0,0,m7
Eggerthellaceae,17,0,0,m7
Eggerthellaceae,18,0,0,m7
Enterobacteriaceae,0,118,0.0019666666666666665,m7
Enterobacteriaceae,1,52023,0.9990973689264452,m7
Enterobacteriaceae,2,57339,0.9992854653189265,m7
Enterobacteriaceae,3,56774,0.9997886803085267,m7
Enterobacteriaceae,4,59645,0.9940833333333333,m7
Enterobacteriaceae,5,58185,0.9980274442538594,m7
Enterobacteriaceae,6,59465,0.995530034152548,m7
Enterobacteriaceae,7,55517,0.9902079691791816,m7
Enterobacteriaceae,8,52828,0.8804666666666666,m7
Enterobacteriaceae,9,48601,0.8133786316776007,m7
Enterobacteriaceae,10,37809,0.7289325030364958,m7
Enterobacteriaceae,11,37250,0.6208333333333333,m7
Enterobacteriaceae,12,25345,0.42241666666666666,m7
Enterobacteriaceae,13,21446,0.37832974632184313,m7
Enterobacteriaceae,14,19616,0.35836165004201836,m7
Enterobacteriaceae,15,22873,0.42615467739831947,m7
Enterobacteriaceae,16,28005,0.46675,m7
Enterobacteriaceae,17,24559,0.4251536397472518,m7
Enterobacteriaceae,18,25266,0.4211,m7
Enterococcaceae,0,0,0,m7
Enterococcaceae,1,0,0,m7
Enterococcaceae,2,0,0,m7
Enterococcaceae,3,0,0,m7
Enterococcaceae,4,12,2e-4,m7
Enterococcaceae,5,0,0,m7
Enterococcaceae,6,0,0,m7
Enterococcaceae,7,0,0,m7
Enterococcaceae,8,0,0,m7
Enterococcaceae,9,0,0,m7
Enterococcaceae,10,0,0,m7
Enterococcaceae,11,0,0,m7
Enterococcaceae,12,0,0,m7
Enterococcaceae,13,0,0,m7
Enterococcaceae,14,0,0,m7
Enterococcaceae,15,0,0,m7
Enterococcaceae,16,0,0,m7
Enterococcaceae,17,0,0,m7
Enterococcaceae,18,0,0,m7
Erysipelotrichaceae,0,89,0.0014833333333333332,m7
Erysipelotrichaceae,1,0,0,m7
Erysipelotrichaceae,2,0,0,m7
Erysipelotrichaceae,3,0,0,m7
Erysipelotrichaceae,4,0,0,m7
Erysipelotrichaceae,5,0,0,m7
Erysipelotrichaceae,6,0,0,m7
Erysipelotrichaceae,7,0,0,m7
Erysipelotrichaceae,8,0,0,m7
Erysipelotrichaceae,9,0,0,m7
Erysipelotrichaceae,10,0,0,m7
Erysipelotrichaceae,11,0,0,m7
Erysipelotrichaceae,12,0,0,m7
Erysipelotrichaceae,13,0,0,m7
Erysipelotrichaceae,14,0,0,m7
Erysipelotrichaceae,15,0,0,m7
Erysipelotrichaceae,16,0,0,m7
Erysipelotrichaceae,17,0,0,m7
Erysipelotrichaceae,18,0,0,m7
Flavobacteriaceae,0,0,0,m7
Flavobacteriaceae,1,0,0,m7
Flavobacteriaceae,2,4,6.971070059254095e-5,m7
Flavobacteriaceae,3,0,0,m7
Flavobacteriaceae,4,11,1.8333333333333334e-4,m7
Flavobacteriaceae,5,9,1.5437392795883363e-4,m7
Flavobacteriaceae,6,5,8.370722560771445e-5,m7
Flavobacteriaceae,7,0,0,m7
Flavobacteriaceae,8,0,0,m7
Flavobacteriaceae,9,0,0,m7
Flavobacteriaceae,10,0,0,m7
Flavobacteriaceae,11,0,0,m7
Flavobacteriaceae,12,0,0,m7
Flavobacteriaceae,13,0,0,m7
Flavobacteriaceae,14,0,0,m7
Flavobacteriaceae,15,0,0,m7
Flavobacteriaceae,16,0,0,m7
Flavobacteriaceae,17,0,0,m7
Flavobacteriaceae,18,0,0,m7
Lachnospiraceae,0,5182,0.08636666666666666,m7
Lachnospiraceae,1,0,0,m7
Lachnospiraceae,2,0,0,m7
Lachnospiraceae,3,0,0,m7
Lachnospiraceae,4,0,0,m7
Lachnospiraceae,5,0,0,m7
Lachnospiraceae,6,0,0,m7
Lachnospiraceae,7,0,0,m7
Lachnospiraceae,8,0,0,m7
Lachnospiraceae,9,0,0,m7
Lachnospiraceae,10,0,0,m7
Lachnospiraceae,11,0,0,m7
Lachnospiraceae,12,0,0,m7
Lachnospiraceae,13,0,0,m7
Lachnospiraceae,14,0,0,m7
Lachnospiraceae,15,0,0,m7
Lachnospiraceae,16,0,0,m7
Lachnospiraceae,17,0,0,m7
Lachnospiraceae,18,0,0,m7
Lactobacillaceae,0,89,0.0014833333333333332,m7
Lactobacillaceae,1,3,5.761474937584022e-5,m7
Lactobacillaceae,2,16,2.788428023701638e-4,m7
Lactobacillaceae,3,0,0.0027060880678517487,m7
Lactobacillaceae,4,308,0.0051333333333333335,m7
Lactobacillaceae,5,66,0.0011320754716981133,m7
Lactobacillaceae,6,242,0.00405142971941338,m7
Lactobacillaceae,7,436,0.007776549067170835,m7
Lactobacillaceae,8,6514,0.10856666666666667,m7
Lactobacillaceae,9,9394,0.15721649484536082,m7
Lactobacillaceae,10,3142,0.06057568104262662,m7
Lactobacillaceae,11,451,0.007516666666666666,m7
Lactobacillaceae,12,524,0.008733333333333333,m7
Lactobacillaceae,13,2265,0.03995695586211763,m7
Lactobacillaceae,14,848,0.015491979977346634,m7
Lactobacillaceae,15,1397,0.026027984275147652,m7
Lactobacillaceae,16,1035,0.01725,m7
Lactobacillaceae,17,1845,0.03193975590755648,m7
Lactobacillaceae,18,1354,0.022566666666666665,m7
Marinifilaceae,0,1211,0.020183333333333334,m7
Marinifilaceae,1,0,0,m7
Marinifilaceae,2,0,0,m7
Marinifilaceae,3,0,0,m7
Marinifilaceae,4,0,0,m7
Marinifilaceae,5,0,0,m7
Marinifilaceae,6,0,0,m7
Marinifilaceae,7,0,0,m7
Marinifilaceae,8,0,0,m7
Marinifilaceae,9,0,0,m7
Marinifilaceae,10,0,0,m7
Marinifilaceae,11,0,0,m7
Marinifilaceae,12,0,0,m7
Marinifilaceae,13,0,0,m7
Marinifilaceae,14,0,0,m7
Marinifilaceae,15,0,0,m7
Marinifilaceae,16,0,0,m7
Marinifilaceae,17,0,0,m7
Marinifilaceae,18,0,0,m7
Muribaculaceae,0,34747,0.5791166666666666,m7
Muribaculaceae,1,15,2.880737468792011e-4,m7
Muribaculaceae,2,0,0,m7
Muribaculaceae,3,0,0,m7
Muribaculaceae,4,0,0,m7
Muribaculaceae,5,0,0,m7
Muribaculaceae,6,0,0,m7
Muribaculaceae,7,0,0,m7
Muribaculaceae,8,0,0,m7
Muribaculaceae,9,0,0,m7
Muribaculaceae,10,0,0,m7
Muribaculaceae,11,0,0,m7
Muribaculaceae,12,0,0,m7
Muribaculaceae,13,0,0,m7
Muribaculaceae,14,0,0,m7
Muribaculaceae,15,0,0,m7
Muribaculaceae,16,0,0,m7
Muribaculaceae,17,0,0,m7
Muribaculaceae,18,0,0,m7
Oscillospiraceae,0,2515,0.041916666666666665,m7
Oscillospiraceae,1,2,3.840983291722681e-5,m7
Oscillospiraceae,2,0,0,m7
Oscillospiraceae,3,0,0,m7
Oscillospiraceae,4,0,0,m7
Oscillospiraceae,5,0,0,m7
Oscillospiraceae,6,0,0,m7
Oscillospiraceae,7,0,0,m7
Oscillospiraceae,8,0,0,m7
Oscillospiraceae,9,0,0,m7
Oscillospiraceae,10,0,0,m7
Oscillospiraceae,11,0,0,m7
Oscillospiraceae,12,0,0,m7
Oscillospiraceae,13,0,0,m7
Oscillospiraceae,14,0,0,m7
Oscillospiraceae,15,0,0,m7
Oscillospiraceae,16,0,0,m7
Oscillospiraceae,17,0,0,m7
Oscillospiraceae,18,0,0,m7
Paenibacillaceae,0,69,0.00115,m7
Paenibacillaceae,1,15,2.880737468792011e-4,m7
Paenibacillaceae,2,21,3.6598117811084e-4,m7
Paenibacillaceae,3,12,2.1131969147325044e-4,m7
Paenibacillaceae,4,0,4.4871301897847764e-4,m7
Paenibacillaceae,5,40,6.861063464837049e-4,m7
Paenibacillaceae,6,17,2.8460456706622914e-4,m7
Paenibacillaceae,7,83,0.0014803981022366497,m7
Paenibacillaceae,8,658,0.010966666666666666,m7
Paenibacillaceae,9,1757,0.029404873477038424,m7
Paenibacillaceae,10,10918,0.2104918159208776,m7
Paenibacillaceae,11,22299,0.37165,m7
Paenibacillaceae,12,34119,0.56865,m7
Paenibacillaceae,13,32956,0.5813781180538404,m7
Paenibacillaceae,14,34274,0.626146369980635,m7
Paenibacillaceae,15,29397,0.5477055502766754,m7
Paenibacillaceae,16,30955,0.5159166666666667,m7
Paenibacillaceae,17,31361,0.5429066043451918,m7
Paenibacillaceae,18,33377,0.5562833333333334,m7
Peptococcaceae,0,377,0.0062833333333333335,m7
Peptococcaceae,1,0,0,m7
Peptococcaceae,2,0,0,m7
Peptococcaceae,3,0,0,m7
Peptococcaceae,4,0,0,m7
Peptococcaceae,5,0,0,m7
Peptococcaceae,6,0,0,m7
Peptococcaceae,7,0,0,m7
Peptococcaceae,8,0,0,m7
Peptococcaceae,9,0,0,m7
Peptococcaceae,10,0,0,m7
Peptococcaceae,11,0,0,m7
Peptococcaceae,12,0,0,m7
Peptococcaceae,13,0,0,m7
Peptococcaceae,14,0,0,m7
Peptococcaceae,15,0,0,m7
Peptococcaceae,16,0,0,m7
Peptococcaceae,17,0,0,m7
Peptococcaceae,18,0,0,m7
Peptostreptococcaceae,0,30,5e-4,m7
Peptostreptococcaceae,1,0,0,m7
Peptostreptococcaceae,2,0,0,m7
Peptostreptococcaceae,3,0,0,m7
Peptostreptococcaceae,4,0,0,m7
Peptostreptococcaceae,5,0,0,m7
Peptostreptococcaceae,6,0,0,m7
Peptostreptococcaceae,7,0,0,m7
Peptostreptococcaceae,8,0,0,m7
Peptostreptococcaceae,9,0,0,m7
Peptostreptococcaceae,10,0,0,m7
Peptostreptococcaceae,11,0,0,m7
Peptostreptococcaceae,12,0,0,m7
Peptostreptococcaceae,13,0,0,m7
Peptostreptococcaceae,14,0,0,m7
Peptostreptococcaceae,15,0,0,m7
Peptostreptococcaceae,16,0,0,m7
Peptostreptococcaceae,17,0,0,m7
Peptostreptococcaceae,18,0,0,m7
Prevotellaceae,0,1571,0.026183333333333333,m7
Prevotellaceae,1,0,0,m7
Prevotellaceae,2,0,0,m7
Prevotellaceae,3,0,0,m7
Prevotellaceae,4,0,0,m7
Prevotellaceae,5,0,0,m7
Prevotellaceae,6,0,0,m7
Prevotellaceae,7,0,0,m7
Prevotellaceae,8,0,0,m7
Prevotellaceae,9,0,0,m7
Prevotellaceae,10,0,0,m7
Prevotellaceae,11,0,0,m7
Prevotellaceae,12,0,0,m7
Prevotellaceae,13,0,0,m7
Prevotellaceae,14,0,0,m7
Prevotellaceae,15,0,0,m7
Prevotellaceae,16,0,0,m7
Prevotellaceae,17,0,0,m7
Prevotellaceae,18,3,5e-5,m7
Rikenellaceae,0,1239,0.02065,m7
Rikenellaceae,1,0,0,m7
Rikenellaceae,2,0,0,m7
Rikenellaceae,3,0,0,m7
Rikenellaceae,4,0,0,m7
Rikenellaceae,5,0,0,m7
Rikenellaceae,6,0,0,m7
Rikenellaceae,7,0,0,m7
Rikenellaceae,8,0,0,m7
Rikenellaceae,9,0,0,m7
Rikenellaceae,10,0,0,m7
Rikenellaceae,11,0,0,m7
Rikenellaceae,12,0,0,m7
Rikenellaceae,13,0,0,m7
Rikenellaceae,14,0,0,m7
Rikenellaceae,15,0,0,m7
Rikenellaceae,16,0,0,m7
Rikenellaceae,17,0,0,m7
Rikenellaceae,18,0,0,m7
Ruminiclostridium,0,37,6.166666666666666e-4,m7
Ruminiclostridium,1,0,0,m7
Ruminiclostridium,2,0,0,m7
Ruminiclostridium,3,0,0,m7
Ruminiclostridium,4,0,0,m7
Ruminiclostridium,5,0,0,m7
Ruminiclostridium,6,0,0,m7
Ruminiclostridium,7,0,0,m7
Ruminiclostridium,8,0,0,m7
Ruminiclostridium,9,0,0,m7
Ruminiclostridium,10,0,0,m7
Ruminiclostridium,11,0,0,m7
Ruminiclostridium,12,0,0,m7
Ruminiclostridium,13,0,0,m7
Ruminiclostridium,14,0,0,m7
Ruminiclostridium,15,0,0,m7
Ruminiclostridium,16,0,0,m7
Ruminiclostridium,17,0,0,m7
Ruminiclostridium,18,0,0,m7
Ruminococcaceae,0,458,0.007633333333333333,m7
Ruminococcaceae,1,0,0,m7
Ruminococcaceae,2,0,0,m7
Ruminococcaceae,3,0,0,m7
Ruminococcaceae,4,0,0,m7
Ruminococcaceae,5,0,0,m7
Ruminococcaceae,6,0,0,m7
Ruminococcaceae,7,0,0,m7
Ruminococcaceae,8,0,0,m7
Ruminococcaceae,9,0,0,m7
Ruminococcaceae,10,0,0,m7
Ruminococcaceae,11,0,0,m7
Ruminococcaceae,12,0,0,m7
Ruminococcaceae,13,0,0,m7
Ruminococcaceae,14,0,0,m7
Ruminococcaceae,15,0,0,m7
Ruminococcaceae,16,0,0,m7
Ruminococcaceae,17,0,0,m7
Ruminococcaceae,18,0,0,m7
Saccharimonadaceae,0,516,0.0086,m7
Saccharimonadaceae,1,0,0,m7
Saccharimonadaceae,2,0,0,m7
Saccharimonadaceae,3,0,0,m7
Saccharimonadaceae,4,0,0,m7
Saccharimonadaceae,5,0,0,m7
Saccharimonadaceae,6,0,0,m7
Saccharimonadaceae,7,0,0,m7
Saccharimonadaceae,8,0,0,m7
Saccharimonadaceae,9,0,0,m7
Saccharimonadaceae,10,0,0,m7
Saccharimonadaceae,11,0,0,m7
Saccharimonadaceae,12,0,0,m7
Saccharimonadaceae,13,0,0,m7
Saccharimonadaceae,14,0,0,m7
Saccharimonadaceae,15,0,0,m7
Saccharimonadaceae,16,0,0,m7
Saccharimonadaceae,17,0,0,m7
Saccharimonadaceae,18,0,0,m7
Sutterellaceae,0,208,0.0034666666666666665,m7
Sutterellaceae,1,0,0,m7
Sutterellaceae,2,0,0,m7
Sutterellaceae,3,0,0,m7
Sutterellaceae,4,0,0,m7
Sutterellaceae,5,0,0,m7
Sutterellaceae,6,0,0,m7
Sutterellaceae,7,0,0,m7
Sutterellaceae,8,0,0,m7
Sutterellaceae,9,0,0,m7
Sutterellaceae,10,0,0,m7
Sutterellaceae,11,0,0,m7
Sutterellaceae,12,0,0,m7
Sutterellaceae,13,0,0,m7
Sutterellaceae,14,0,0,m7
Sutterellaceae,15,0,0,m7
Sutterellaceae,16,0,0,m7
Sutterellaceae,17,0,0,m7
Sutterellaceae,18,0,0,m7
Tannerellaceae,0,424,0.007066666666666666,m7
Tannerellaceae,1,0,0,m7
Tannerellaceae,2,0,0,m7
Tannerellaceae,3,0,0,m7
Tannerellaceae,4,0,0,m7
Tannerellaceae,5,0,0,m7
Tannerellaceae,6,0,0,m7
Tannerellaceae,7,0,0,m7
Tannerellaceae,8,0,0,m7
Tannerellaceae,9,0,0,m7
Tannerellaceae,10,0,0,m7
Tannerellaceae,11,0,0,m7
Tannerellaceae,12,0,0,m7
Tannerellaceae,13,0,0,m7
Tannerellaceae,14,0,0,m7
Tannerellaceae,15,0,0,m7
Tannerellaceae,16,0,0,m7
Tannerellaceae,17,0,0,m7
Tannerellaceae,18,0,0,m7
UCG-010,0,71,0.0011833333333333333,m7
UCG-010,1,0,0,m7
UCG-010,2,0,0,m7
UCG-010,3,0,0,m7
UCG-010,4,0,0,m7
UCG-010,5,0,0,m7
UCG-010,6,0,0,m7
UCG-010,7,0,0,m7
UCG-010,8,0,0,m7
UCG-010,9,0,0,m7
UCG-010,10,0,0,m7
UCG-010,11,0,0,m7
UCG-010,12,0,0,m7
UCG-010,13,0,0,m7
UCG-010,14,0,0,m7
UCG-010,15,0,0,m7
UCG-010,16,0,0,m7
UCG-010,17,0,0,m7
UCG-010,18,0,0,m7
[Eubacterium] coprostanoligenes group,0,33,5.5e-4,m7
[Eubacterium] coprostanoligenes group,1,0,0,m7
[Eubacterium] coprostanoligenes group,2,0,0,m7
[Eubacterium] coprostanoligenes group,3,0,0,m7
[Eubacterium] coprostanoligenes group,4,0,0,m7
[Eubacterium] coprostanoligenes group,5,0,0,m7
[Eubacterium] coprostanoligenes group,6,0,0,m7
[Eubacterium] coprostanoligenes group,7,0,0,m7
[Eubacterium] coprostanoligenes group,8,0,0,m7
[Eubacterium] coprostanoligenes group,9,0,0,m7
[Eubacterium] coprostanoligenes group,10,0,0,m7
[Eubacterium] coprostanoligenes group,11,0,0,m7
[Eubacterium] coprostanoligenes group,12,0,0,m7
[Eubacterium] coprostanoligenes group,13,0,0,m7
[Eubacterium] coprostanoligenes group,14,0,0,m7
[Eubacterium] coprostanoligenes group,15,0,0,m7
[Eubacterium] coprostanoligenes group,16,0,0,m7
[Eubacterium] coprostanoligenes group,17,0,0,m7
[Eubacterium] coprostanoligenes group,18,0,0,m7
