Family,Time,Abundance,Abundance.family,Sample
Acholeplasmataceae,0,6335,0.10558333333333333,m7
Acholeplasmataceae,1,10,1.9204916458613405e-4,m7
Acholeplasmataceae,2,0,0,m7
Acholeplasmataceae,3,0,0,m7
Acholeplasmataceae,4,0,0,m7
Acholeplasmataceae,5,0,0,m7
Acholeplasmataceae,6,0,0,m7
Acholeplasmataceae,7,0,0,m7
Acholeplasmataceae,8,0,0,m7
Acholeplasmataceae,9,0,0,m7
Acholeplasmataceae,10,0,0,m7
Acholeplasmataceae,11,0,0,m7
Acholeplasmataceae,12,0,0,m7
Acholeplasmataceae,13,0,0,m7
Acholeplasmataceae,14,0,0,m7
Acholeplasmataceae,15,0,0,m7
Acholeplasmataceae,16,0,0,m7
Acholeplasmataceae,17,0,0,m7
Acholeplasmataceae,18,0,0,m7
Akkermansiaceae,0,2053,0.034216666666666666,m7
Akkermansiaceae,1,2,3.840983291722681e-5,m7
Akkermansiaceae,2,0,0,m7
Akkermansiaceae,3,0,0,m7
Akkermansiaceae,4,0,0,m7
Akkermansiaceae,5,0,0,m7
Akkermansiaceae,6,0,0,m7
Akkermansiaceae,7,0,0,m7
Akkermansiaceae,8,0,0,m7
Akkermansiaceae,9,0,0,m7
Akkermansiaceae,10,0,0,m7
Akkermansiaceae,11,0,0,m7
Akkermansiaceae,12,0,0,m7
Akkermansiaceae,13,0,0,m7
Akkermansiaceae,14,0,0,m7
Akkermansiaceae,15,0,0,m7
Akkermansiaceae,16,0,0,m7
Akkermansiaceae,17,0,0,m7
Akkermansiaceae,18,0,0,m7
Anaerovoracaceae,0,30,5e-4,m7
Anaerovoracaceae,1,0,0,m7
Anaerovoracaceae,2,0,0,m7
Anaerovoracaceae,3,0,0,m7
Anaerovoracaceae,4,0,0,m7
Anaerovoracaceae,5,0,0,m7
Anaerovoracaceae,6,0,0,m7
Anaerovoracaceae,7,0,0,m7
Anaerovoracaceae,8,0,0,m7
Anaerovoracaceae,9,0,0,m7
Anaerovoracaceae,10,0,0,m7
Anaerovoracaceae,11,0,0,m7
Anaerovoracaceae,12,0,0,m7
Anaerovoracaceae,13,0,0,m7
Anaerovoracaceae,14,0,0,m7
Anaerovoracaceae,15,0,0,m7
Anaerovoracaceae,16,0,0,m7
Anaerovoracaceae,17,0,0,m7
Anaerovoracaceae,18,0,0,m7
Bacillaceae,0,0,0,m7
Bacillaceae,1,0,0,m7
Bacillaceae,2,0,0,m7
Bacillaceae,3,0,0,m7
Bacillaceae,4,24,4e-4,m7
Bacillaceae,5,0,0,m7
Bacillaceae,6,0,0,m7
Bacillaceae,7,0,0,m7
Bacillaceae,8,0,0,m7
Bacillaceae,9,0,0,m7
Bacillaceae,10,0,0,m7
Bacillaceae,11,0,0,m7
Bacillaceae,12,0,0,m7
Bacillaceae,13,0,0,m7
Bacillaceae,14,0,0,m7
Bacillaceae,15,0,0,m7
Bacillaceae,16,0,0,m7
Bacillaceae,17,0,0,m7
Bacillaceae,18,0,0,m7
Bacteroidaceae,0,1851,0.03085,m7
Bacteroidaceae,1,0,0,m7
Bacteroidaceae,2,0,0,m7
Bacteroidaceae,3,0,0,m7
Bacteroidaceae,4,0,0,m7
Bacteroidaceae,5,0,0,m7
Bacteroidaceae,6,0,0,m7
Bacteroidaceae,7,0,0,m7
Bacteroidaceae,8,0,0,m7
Bacteroidaceae,9,0,0,m7
Bacteroidaceae,10,0,0,m7
Bacteroidaceae,11,0,0,m7
Bacteroidaceae,12,0,0,m7
Bacteroidaceae,13,0,0,m7
Bacteroidaceae,14,0,0,m7
Bacteroidaceae,15,0,0,m7
Bacteroidaceae,16,0,0,m7
Bacteroidaceae,17,0,0,m7
Bacteroidaceae,18,0,0,m7
Beijerinckiaceae,0,0,0,m7
Beijerinckiaceae,1,0,0,m7
Beijerinckiaceae,2,0,0,m7
Beijerinckiaceae,3,0,0,m7
Beijerinckiaceae,4,0,0,m7
Beijerinckiaceae,5,0,0,m7
Beijerinckiaceae,6,0,0,m7
Beijerinckiaceae,7,11,1.9619733885064031e-4,m7
Beijerinckiaceae,8,0,0,m7
Beijerinckiaceae,9,0,0,m7
Beijerinckiaceae,10,0,0,m7
Beijerinckiaceae,11,0,0,m7
Beijerinckiaceae,12,0,0,m7
Beijerinckiaceae,13,0,0,m7
Beijerinckiaceae,14,0,0,m7
Beijerinckiaceae,15,0,0,m7
Beijerinckiaceae,16,0,0,m7
Beijerinckiaceae,17,0,0,m7
Beijerinckiaceae,18,0,0,m7
Bifidobacteriaceae,0,9,1.5e-4,m7
Bifidobacteriaceae,1,0,0,m7
Bifidobacteriaceae,2,0,0,m7
Bifidobacteriaceae,3,0,0,m7
Bifidobacteriaceae,4,0,0,m7
Bifidobacteriaceae,5,0,0,m7
Bifidobacteriaceae,6,0,0,m7
Bifidobacteriaceae,7,0,0,m7
Bifidobacteriaceae,8,0,0,m7
Bifidobacteriaceae,9,0,0,m7
Bifidobacteriaceae,10,0,0,m7
Bifidobacteriaceae,11,0,0,m7
Bifidobacteriaceae,12,0,0,m7
Bifidobacteriaceae,13,0,0,m7
Bifidobacteriaceae,14,0,0,m7
Bifidobacteriaceae,15,0,0,m7
Bifidobacteriaceae,16,0,0,m7
Bifidobacteriaceae,17,0,0,m7
Bifidobacteriaceae,18,0,0,m7
Butyricicoccaceae,0,30,5e-4,m7
Butyricicoccaceae,1,0,0,m7
Butyricicoccaceae,2,0,0,m7
Butyricicoccaceae,3,0,0,m7
Butyricicoccaceae,4,0,0,m7
Butyricicoccaceae,5,0,0,m7
Butyricicoccaceae,6,0,0,m7
Butyricicoccaceae,7,0,0,m7
Butyricicoccaceae,8,0,0,m7
Butyricicoccaceae,9,0,0,m7
Butyricicoccaceae,10,0,0,m7
Butyricicoccaceae,11,0,0,m7
Butyricicoccaceae,12,0,0,m7
Butyricicoccaceae,13,0,0,m7
Butyricicoccaceae,14,0,0,m7
Butyricicoccaceae,15,0,0,m7
Butyricicoccaceae,16,0,0,m7
Butyricicoccaceae,17,0,0,m7
Butyricicoccaceae,18,0,0,m7
Chitinophagaceae,0,0,0,m7
Chitinophagaceae,1,0,0,m7
Chitinophagaceae,2,0,0,m7
Chitinophagaceae,3,0,0,m7
Chitinophagaceae,4,0,0,m7
Chitinophagaceae,5,0,0,m7
Chitinophagaceae,6,0,0,m7
Chitinophagaceae,7,0,0,m7
Chitinophagaceae,8,0,0,m7
Chitinophagaceae,9,0,0,m7
Chitinophagaceae,10,0,0,m7
Chitinophagaceae,11,0,0,m7
Chitinophagaceae,12,0,0,m7
Chitinophagaceae,13,0,0,m7
Chitinophagaceae,14,0,0,m7
Chitinophagaceae,15,6,1.1178804985747024e-4,m7
Chitinophagaceae,16,5,8.333333333333333e-5,m7
Chitinophagaceae,17,0,0,m7
Chitinophagaceae,18,0,0,m7
Christensenellaceae,0,27,4.5e-4,m7
Christensenellaceae,1,0,0,m7
Christensenellaceae,2,0,0,m7
Christensenellaceae,3,0,0,m7
Christensenellaceae,4,0,0,m7
Christensenellaceae,5,0,0,m7
Christensenellaceae,6,0,0,m7
Christensenellaceae,7,0,0,m7
Christensenellaceae,8,0,0,m7
Christensenellaceae,9,0,0,m7
Christensenellaceae,10,0,0,m7
Christensenellaceae,11,0,0,m7
Christensenellaceae,12,0,0,m7
Christensenellaceae,13,0,0,m7
Christensenellaceae,14,0,0,m7
Christensenellaceae,15,0,0,m7
Christensenellaceae,16,0,0,m7
Christensenellaceae,17,0,0,m7
Christensenellaceae,18,0,0,m7
Clostridiaceae,0,12,2e-4,m7
Clostridiaceae,1,0,0,m7
Clostridiaceae,2,0,0,m7
Clostridiaceae,3,0,0,m7
Clostridiaceae,4,0,0,m7
Clostridiaceae,5,0,0,m7
Clostridiaceae,6,0,0,m7
Clostridiaceae,7,0,0,m7
Clostridiaceae,8,0,0,m7
Clostridiaceae,9,0,0,m7
Clostridiaceae,10,0,0,m7
Clostridiaceae,11,0,0,m7
Clostridiaceae,12,0,0,m7
Clostridiaceae,13,0,0,m7
Clostridiaceae,14,0,0,m7
Clostridiaceae,15,0,0,m7
Clostridiaceae,16,0,0,m7
Clostridiaceae,17,0,0,m7
Clostridiaceae,18,0,0,m7
Comamonadaceae,0,0,0,m7
Comamonadaceae,1,0,0,m7
Comamonadaceae,2,0,0,m7
Comamonadaceae,3,0,0,m7
Comamonadaceae,4,0,0,m7
Comamonadaceae,5,0,0,m7
Comamonadaceae,6,0,0,m7
Comamonadaceae,7,19,3.388863125601969e-4,m7
Comamonadaceae,8,0,0,m7
Comamonadaceae,9,0,0,m7
Comamonadaceae,10,0,0,m7
Comamonadaceae,11,0,0,m7
Comamonadaceae,12,12,2e-4,m7
Comamonadaceae,13,19,3.3517976219877925e-4,m7
Comamonadaceae,14,0,0,m7
Comamonadaceae,15,0,0,m7
Comamonadaceae,16,0,0,m7
Comamonadaceae,17,0,0,m7
Comamonadaceae,18,0,0,m7
Deferribacteraceae,0,66,0.0011,m7
Deferribacteraceae,1,0,0,m7
Deferribacteraceae,2,0,0,m7
Deferribacteraceae,3,0,0,m7
Deferribacteraceae,4,0,0,m7
