Time,Family,Abundance,Abundance.family,Sample
1,Actinomycetaceae,0,0,c_m4
1,Alteromonadaceae,0,0,c_m4
1,Arcobacteraceae,0,0,c_m4
1,Bacillaceae,2654,0.07128085300674133,c_m4
1,Beijerinckiaceae,0,0,c_m4
1,Brevibacteriaceae,0,0,c_m4
1,Burkholderiaceae,84,0.0022560631697687537,c_m4
1,Caulobacteraceae,0,0,c_m4
1,Chitinophagaceae,0,0,c_m4
1,Chthoniobacteraceae,2,5.371578975639889e-5,c_m4
1,Clostridiaceae,0,0,c_m4
1,Comamonadaceae,116,0.003115515805871136,c_m4
1,Corynebacteriaceae,0,0,c_m4
1,Cyanobiaceae,0,0,c_m4
1,Devosiaceae,0,0,c_m4
1,Diplorickettsiaceae,0,0,c_m4
1,Enterobacteriaceae,921,0.02473612118282169,c_m4
1,Enterococcaceae,1290,0.03464668439287728,c_m4
1,Erwiniaceae,123,0.003303521070018532,c_m4
1,Ezakiella,0,0,c_m4
1,Finegoldia,0,0,c_m4
1,Gemmataceae,19,5.103000026857895e-4,c_m4
1,Haliangiaceae,18,0.00048344210780759005,c_m4
1,Iamiaceae,0,0,c_m4
1,Intrasporangiaceae,0,0,c_m4
1,Kineosporiaceae,0,0,c_m4
1,Lachnospiraceae,32,8.594526361023823e-4,c_m4
1,Lactobacillaceae,31487,0.845674536029866,c_m4
1,Leptotrichiaceae,0,0,c_m4
1,Leuconostocaceae,0,0,c_m4
1,LiUU-11-161,0,0,c_m4
1,Methanoregulaceae,0,0,c_m4
1,Methylophilaceae,0,0,c_m4
1,Microbacteriaceae,18,0.00048344210780759005,c_m4
1,Micrococcaceae,0,0,c_m4
1,Moraxellaceae,38,0.001020600005371579,c_m4
1,NS11-12 marine group,19,5.103000026857895e-4,c_m4
1,Neisseriaceae,0,0,c_m4
1,Nocardioidaceae,0,0,c_m4
1,Oxalobacteraceae,15,4.028684231729917e-4,c_m4
1,Paenibacillaceae,161,0.004324121075390111,c_m4
1,Pectobacteriaceae,0,0,c_m4
1,Pedosphaeraceae,15,4.028684231729917e-4,c_m4
1,Pirellulaceae,17,4.565842129293906e-4,c_m4
1,Planococcaceae,27,7.251631617113851e-4,c_m4
1,Propionibacteriaceae,0,0,c_m4
1,Pseudomonadaceae,30,8.057368463459834e-4,c_m4
1,Pseudonocardiaceae,41,0.0011011736900061774,c_m4
1,Rhizobiaceae,3,8.057368463459834e-5,c_m4
1,Rhizobiales Incertae Sedis,0,0,c_m4
1,Rhodanobacteraceae,0,0,c_m4
1,Rhodobacteraceae,0,0,c_m4
1,Rhodocyclaceae,0,0,c_m4
1,Roseiflexaceae,0,0,c_m4
1,Rubritaleaceae,44,0.0011817473746407756,c_m4
1,Saprospiraceae,0,0,c_m4
1,Sphingobacteriaceae,0,0,c_m4
1,Sphingomonadaceae,0,0,c_m4
1,Staphylococcaceae,0,0,c_m4
1,Streptococcaceae,0,0,c_m4
1,UBA12409,0,0,c_m4
1,Veillonellaceae,32,8.594526361023823e-4,c_m4
1,Verrucomicrobiaceae,15,4.028684231729917e-4,c_m4
1,Vicinamibacteraceae,0,0,c_m4
1,WWH38,0,0,c_m4
1,Weeksellaceae,0,0,c_m4
1,Xanthobacteraceae,0,0,c_m4
1,Xanthomonadaceae,0,0,c_m4
1,Yersiniaceae,0,0,c_m4
1,env.OPS 17,12,3.2229473853839335e-4,c_m4
3,Actinomycetaceae,0,0,c_m4
3,Alteromonadaceae,0,0,c_m4
3,Arcobacteraceae,0,0,c_m4
3,Bacillaceae,2687,0.08865353525355504,c_m4
3,Beijerinckiaceae,27,8.908245075720083e-4,c_m4
3,Brevibacteriaceae,0,0,c_m4
3,Burkholderiaceae,0,0,c_m4
3,Caulobacteraceae,0,0,c_m4
3,Chitinophagaceae,0,0,c_m4
3,Chthoniobacteraceae,52,0.0017156620145831272,c_m4
3,Clostridiaceae,0,0,c_m4
3,Comamonadaceae,157,0.005179979544029826,c_m4
3,Corynebacteriaceae,0,0,c_m4
3,Cyanobiaceae,0,0,c_m4
3,Devosiaceae,0,0,c_m4
3,Diplorickettsiaceae,0,0,c_m4
3,Enterobacteriaceae,996,0.032861526279322976,c_m4
3,Enterococcaceae,925,0.030518987759411396,c_m4
3,Erwiniaceae,109,0.003596291530568478,c_m4
3,Ezakiella,0,0,c_m4
3,Finegoldia,0,0,c_m4
3,Gemmataceae,0,0,c_m4
3,Haliangiaceae,0,0,c_m4
3,Iamiaceae,0,0,c_m4
3,Intrasporangiaceae,0,0,c_m4
3,Kineosporiaceae,0,0,c_m4
3,Lachnospiraceae,157,0.005179979544029826,c_m4
