Family,Time,Abundance,Abundance.family,Sample
Ruminococcaceae,3,5,5.555555555555556e-5,m1
Ruminococcaceae,4,0,0,m1
Ruminococcaceae,5,0,0,m1
Ruminococcaceae,6,3,3.3333333333333335e-5,m1
Ruminococcaceae,7,0,0,m1
Ruminococcaceae,8,0,0,m1
Ruminococcaceae,9,0,0,m1
Ruminococcaceae,10,0,0,m1
Ruminococcaceae,11,0,0,m1
Ruminococcaceae,12,16,2.0453557640682127e-4,m1
Ruminococcaceae,13,216,0.00242863085935304,m1
Ruminococcaceae,17,2161,0.02401111111111111,m1
Ruminococcaceae,19,657,0.0073,m1
Saccharimonadaceae,1,3,3.3333333333333335e-5,m1
Saccharimonadaceae,2,10,1.1111111111111112e-4,m1
Saccharimonadaceae,3,0,0,m1
Saccharimonadaceae,4,0,0,m1
Saccharimonadaceae,5,0,0,m1
Saccharimonadaceae,6,0,0,m1
Saccharimonadaceae,7,0,0,m1
Saccharimonadaceae,8,0,0,m1
Saccharimonadaceae,9,0,0,m1
Saccharimonadaceae,10,0,0,m1
Saccharimonadaceae,11,0,0,m1
Saccharimonadaceae,12,0,0,m1
Saccharimonadaceae,13,0,0,m1
Saccharimonadaceae,17,0,0,m1
Saccharimonadaceae,19,0,0,m1
Sporichthyaceae,1,0,0,m1
Sporichthyaceae,2,0,0,m1
Sporichthyaceae,3,0,0,m1
Sporichthyaceae,4,0,0,m1
Sporichthyaceae,5,0,0,m1
Sporichthyaceae,6,28,3.111111111111111e-4,m1
Sporichthyaceae,7,0,0,m1
Sporichthyaceae,8,0,0,m1
Sporichthyaceae,9,0,0,m1
Sporichthyaceae,10,0,0,m1
Sporichthyaceae,11,0,0,m1
Sporichthyaceae,12,0,0,m1
Sporichthyaceae,13,0,0,m1
Sporichthyaceae,17,0,0,m1
Sporichthyaceae,19,0,0,m1
Tannerellaceae,1,0,0,m1
Tannerellaceae,2,9,1e-4,m1
Tannerellaceae,3,10,1.1111111111111112e-4,m1
Tannerellaceae,4,2,2.730599093441101e-5,m1
Tannerellaceae,5,0,0,m1
Tannerellaceae,6,0,0,m1
Tannerellaceae,7,3,3.3333333333333335e-5,m1
Tannerellaceae,8,0,0,m1
Tannerellaceae,9,0,0,m1
Tannerellaceae,10,0,0,m1
Tannerellaceae,11,0,0,m1
Tannerellaceae,12,0,0,m1
Tannerellaceae,13,0,0,m1
Tannerellaceae,17,0,0,m1
Tannerellaceae,19,0,0,m1
