Family,Time,Abundance,Abundance.family,Sample
Desulfovibrionaceae,1,0,0,m6
Desulfovibrionaceae,2,0,0,m6
Desulfovibrionaceae,3,0,0,m6
Desulfovibrionaceae,4,0,0,m6
Desulfovibrionaceae,5,0,0,m6
Desulfovibrionaceae,6,0,0,m6
Desulfovibrionaceae,7,0,0,m6
Desulfovibrionaceae,8,0,0,m6
Desulfovibrionaceae,9,0,0,m6
Desulfovibrionaceae,10,0,0,m6
Desulfovibrionaceae,11,0,0,m6
Desulfovibrionaceae,12,0,0,m6
Desulfovibrionaceae,13,0,0,m6
Desulfovibrionaceae,14,0,0,m6
Desulfovibrionaceae,15,0,0,m6
Desulfovibrionaceae,16,0,0,m6
Desulfovibrionaceae,17,0,0,m6
Desulfovibrionaceae,18,0,0,m6
Enterobacteriaceae,0,172,0.0034519437252895015,m6
Enterobacteriaceae,1,59450,0.998102849084163,m6
Enterobacteriaceae,2,57204,0.9993710691823899,m6
Enterobacteriaceae,3,59311,0.9997303082913345,m6
Enterobacteriaceae,4,59960,0.9993333333333333,m6
Enterobacteriaceae,5,55493,0.998398762189198,m6
Enterobacteriaceae,6,50847,0.9988017600377151,m6
Enterobacteriaceae,7,56622,0.9877710517593287,m6
Enterobacteriaceae,8,44219,0.8512002155960654,m6
Enterobacteriaceae,9,48111,0.8321398920713989,m6
Enterobacteriaceae,10,48446,0.8074333333333333,m6
Enterobacteriaceae,11,28393,0.5679622332019764,m6
Enterobacteriaceae,12,24956,0.4159333333333333,m6
Enterobacteriaceae,13,16530,0.3329238081811041,m6
Enterobacteriaceae,14,24362,0.4080258596144506,m6
Enterobacteriaceae,15,22501,0.37501666666666666,m6
Enterobacteriaceae,16,23230,0.4202395166250588,m6
Enterobacteriaceae,17,18874,0.40469145332132594,m6
Enterobacteriaceae,18,19009,0.4038882396685435,m6
Erysipelatoclostridiaceae,0,12,2.4083328315973267e-4,m6
Erysipelatoclostridiaceae,1,0,0,m6
Erysipelatoclostridiaceae,2,0,0,m6
Erysipelatoclostridiaceae,3,0,0,m6
Erysipelatoclostridiaceae,4,0,0,m6
Erysipelatoclostridiaceae,5,0,0,m6
Erysipelatoclostridiaceae,6,0,0,m6
Erysipelatoclostridiaceae,7,0,0,m6
Erysipelatoclostridiaceae,8,0,0,m6
Erysipelatoclostridiaceae,9,0,0,m6
Erysipelatoclostridiaceae,10,0,0,m6
Erysipelatoclostridiaceae,11,0,0,m6
Erysipelatoclostridiaceae,12,0,0,m6
Erysipelatoclostridiaceae,13,0,0,m6
Erysipelatoclostridiaceae,14,0,0,m6
Erysipelatoclostridiaceae,15,0,0,m6
Erysipelatoclostridiaceae,16,0,0,m6
Erysipelatoclostridiaceae,17,0,0,m6
Erysipelatoclostridiaceae,18,0,0,m6
Erysipelotrichaceae,0,52,0.0010436108936921749,m6
Erysipelotrichaceae,1,0,0,m6
Erysipelotrichaceae,2,0,0,m6
Erysipelotrichaceae,3,0,0,m6
Erysipelotrichaceae,4,0,0,m6
Erysipelotrichaceae,5,0,0,m6
Erysipelotrichaceae,6,0,0,m6
Erysipelotrichaceae,7,0,0,m6
Erysipelotrichaceae,8,0,0,m6
Erysipelotrichaceae,9,0,0,m6
Erysipelotrichaceae,10,0,0,m6
Erysipelotrichaceae,11,0,0,m6
Erysipelotrichaceae,12,0,0,m6
Erysipelotrichaceae,13,0,0,m6
Erysipelotrichaceae,14,0,0,m6
Erysipelotrichaceae,15,0,0,m6
Erysipelotrichaceae,16,0,0,m6
Erysipelotrichaceae,17,0,0,m6
Erysipelotrichaceae,18,0,0,m6
Lachnospiraceae,0,11086,0.22248981475906637,m6
Lachnospiraceae,1,19,3.1898997699914374e-4,m6
Lachnospiraceae,2,0,0,m6
Lachnospiraceae,3,0,0,m6
Lachnospiraceae,4,0,0,m6
Lachnospiraceae,5,0,0,m6
Lachnospiraceae,6,0,0,m6
Lachnospiraceae,7,0,0,m6
Lachnospiraceae,8,0,0,m6
Lachnospiraceae,9,0,0,m6
Lachnospiraceae,10,0,0,m6
Lachnospiraceae,11,0,0,m6
Lachnospiraceae,12,0,0,m6
Lachnospiraceae,13,0,0,m6
Lachnospiraceae,14,0,0,m6
Lachnospiraceae,15,0,0,m6
Lachnospiraceae,16,0,0,m6
Lachnospiraceae,17,0,0,m6
Lachnospiraceae,18,0,0,m6
Lactobacillaceae,0,83,0.0016657635418548178,m6
Lactobacillaceae,1,8,1.3431156926279738e-4,m6
Lactobacillaceae,2,10,1.7470300489168413e-4,m6
Lactobacillaceae,3,0,2.206848357791754e-4,m6
Lactobacillaceae,4,16,2.666666666666667e-4,m6
Lactobacillaceae,5,32,5.757259544456839e-4,m6
Lactobacillaceae,6,21,4.125088394751316e-4,m6
Lactobacillaceae,7,97,0.0016921654484238439,m6
Lactobacillaceae,8,6272,0.1207337966082119,m6
Lactobacillaceae,9,7119,0.12313200498132006,m6
Lactobacillaceae,10,7215,0.12025,m6
Lactobacillaceae,11,1560,0.03120561701106199,m6
Lactobacillaceae,12,592,0.009866666666666666,m6
Lactobacillaceae,13,500,0.01007029062858754,m6
Lactobacillaceae,14,1287,0.02155526152712412,m6
Lactobacillaceae,15,900,0.015,m6
Lactobacillaceae,16,1432,0.02590542349578494,m6
Lactobacillaceae,17,769,0.01648870020155238,m6
Lactobacillaceae,18,545,0.011579730160416446,m6
Marinifilaceae,0,613,0.012302566881409677,m6
Marinifilaceae,1,5,8.394473078924836e-5,m6
Marinifilaceae,2,0,0,m6
Marinifilaceae,3,0,0,m6
Marinifilaceae,4,0,0,m6
Marinifilaceae,5,0,0,m6
Marinifilaceae,6,0,0,m6
Marinifilaceae,7,0,0,m6
Marinifilaceae,8,0,0,m6
Marinifilaceae,9,0,0,m6
Marinifilaceae,10,0,0,m6
Marinifilaceae,11,0,0,m6
Marinifilaceae,12,0,0,m6
Marinifilaceae,13,0,0,m6
Marinifilaceae,14,0,0,m6
Marinifilaceae,15,0,0,m6
Marinifilaceae,16,0,0,m6
Marinifilaceae,17,0,0,m6
Marinifilaceae,18,0,0,m6
Microbacteriaceae,0,0,0,m6
Microbacteriaceae,1,0,0,m6
Microbacteriaceae,2,0,0,m6
Microbacteriaceae,3,0,0,m6
Microbacteriaceae,4,0,0,m6
Microbacteriaceae,5,0,0,m6
Microbacteriaceae,6,0,0,m6
Microbacteriaceae,7,12,2.093400554751147e-4,m6
Microbacteriaceae,8,0,0,m6
Microbacteriaceae,9,0,0,m6
Microbacteriaceae,10,0,0,m6
Microbacteriaceae,11,0,0,m6
Microbacteriaceae,12,0,0,m6
Microbacteriaceae,13,0,0,m6
Microbacteriaceae,14,0,0,m6
Microbacteriaceae,15,0,0,m6
Microbacteriaceae,16,0,0,m6
Microbacteriaceae,17,0,0,m6
Microbacteriaceae,18,0,0,m6
Muribaculaceae,0,23807,0.4777931643486463,m6
Muribaculaceae,1,21,3.525678693148431e-4,m6
Muribaculaceae,2,0,0,m6
Muribaculaceae,3,0,0,m6
Muribaculaceae,4,0,0,m6
Muribaculaceae,5,0,0,m6
Muribaculaceae,6,0,0,m6
Muribaculaceae,7,0,0,m6
Muribaculaceae,8,0,0,m6
Muribaculaceae,9,0,0,m6
Muribaculaceae,10,2,3.3333333333333335e-5,m6
Muribaculaceae,11,0,0,m6
Muribaculaceae,12,0,0,m6
Muribaculaceae,13,0,0,m6
Muribaculaceae,14,0,0,m6
Muribaculaceae,15,0,0,m6
Muribaculaceae,16,0,0,m6
Muribaculaceae,17,0,0,m6
Muribaculaceae,18,0,0,m6
Oscillospiraceae,0,2139,0.04292853272322235,m6
Oscillospiraceae,1,0,0,m6
Oscillospiraceae,2,0,0,m6
Oscillospiraceae,3,0,0,m6
Oscillospiraceae,4,0,0,m6
Oscillospiraceae,5,0,0,m6
Oscillospiraceae,6,0,0,m6
Oscillospiraceae,7,0,0,m6
Oscillospiraceae,8,0,0,m6
Oscillospiraceae,9,0,0,m6
Oscillospiraceae,10,0,0,m6
Oscillospiraceae,11,0,0,m6
Oscillospiraceae,12,0,0,m6
Oscillospiraceae,13,0,0,m6
Oscillospiraceae,14,0,0,m6
Oscillospiraceae,15,0,0,m6
Oscillospiraceae,16,0,0,m6
Oscillospiraceae,17,0,0,m6
Oscillospiraceae,18,0,0,m6
Paenibacillaceae,0,226,0.004535693499508299,m6
Paenibacillaceae,1,57,9.569699309974313e-4,m6
Paenibacillaceae,2,26,4.5422781271837873e-4,m6
Paenibacillaceae,3,16,2.696917086655317e-4,m6
Paenibacillaceae,4,24,4e-4,m6
Paenibacillaceae,5,57,0.0010255118563563743,m6
Paenibacillaceae,6,35,6.875147324585526e-4,m6
Paenibacillaceae,7,505,0.008809727334577744,m6
Paenibacillaceae,8,1392,0.02679551098192458,m6
Paenibacillaceae,9,2586,0.04472810294728103,m6
Paenibacillaceae,10,4333,0.07221666666666667,m6
Paenibacillaceae,11,20038,0.40083214978696163,m6
Paenibacillaceae,12,34442,0.5740333333333333,m6
Paenibacillaceae,13,32601,0.6566030895651649,m6
Paenibacillaceae,14,34058,0.5704188788584253,m6
Paenibacillaceae,15,36595,0.6099166666666667,m6
Paenibacillaceae,16,30616,0.5538550598791563,m6
Paenibacillaceae,17,26995,0.5788198464771217,m6
Paenibacillaceae,18,27511,0.58453203017104,m6
Peptococcaceae,0,536,0.010757219981134726,m6
Peptococcaceae,1,0,0,m6
Peptococcaceae,2,0,0,m6
Peptococcaceae,3,0,0,m6
Peptococcaceae,4,0,0,m6
Peptococcaceae,5,0,0,m6
Peptococcaceae,6,0,0,m6
Peptococcaceae,7,0,0,m6
Peptococcaceae,8,0,0,m6
Peptococcaceae,9,0,0,m6
Peptococcaceae,10,0,0,m6
Peptococcaceae,11,0,0,m6
Peptococcaceae,12,0,0,m6
Peptococcaceae,13,0,0,m6
Peptococcaceae,14,0,0,m6
Peptococcaceae,15,0,0,m6
Peptococcaceae,16,0,0,m6
Peptococcaceae,17,0,0,m6
Peptococcaceae,18,0,0,m6
Peptostreptococcaceae,0,27,5.418748871093985e-4,m6
Peptostreptococcaceae,1,0,0,m6
Peptostreptococcaceae,2,0,0,m6
Peptostreptococcaceae,3,0,0,m6
Peptostreptococcaceae,4,0,0,m6
Peptostreptococcaceae,5,0,0,m6
Peptostreptococcaceae,6,0,0,m6
Peptostreptococcaceae,7,0,0,m6
Peptostreptococcaceae,8,0,0,m6
Peptostreptococcaceae,9,0,0,m6
Peptostreptococcaceae,10,0,0,m6
Peptostreptococcaceae,11,0,0,m6
Peptostreptococcaceae,12,0,0,m6
Peptostreptococcaceae,13,0,0,m6
Peptostreptococcaceae,14,0,0,m6
Peptostreptococcaceae,15,0,0,m6
Peptostreptococcaceae,16,0,0,m6
Peptostreptococcaceae,17,0,0,m6
Peptostreptococcaceae,18,0,0,m6
Prevotellaceae,0,1804,0.036205270235013146,m6
Prevotellaceae,1,3,5.036683847354901e-5,m6
Prevotellaceae,2,0,0,m6
Prevotellaceae,3,0,0,m6
Prevotellaceae,4,0,0,m6
Prevotellaceae,5,0,0,m6
Prevotellaceae,6,0,0,m6
Prevotellaceae,7,0,0,m6
Prevotellaceae,8,0,0,m6
Prevotellaceae,9,0,0,m6
Prevotellaceae,10,0,0,m6
Prevotellaceae,11,0,0,m6
Prevotellaceae,12,0,0,m6
Prevotellaceae,13,0,0,m6
Prevotellaceae,14,0,0,m6
Prevotellaceae,15,0,0,m6
Prevotellaceae,16,0,0,m6
Prevotellaceae,17,0,0,m6
Prevotellaceae,18,0,0,m6
Rhizobiaceae,0,0,0,m6
Rhizobiaceae,1,0,0,m6
Rhizobiaceae,2,0,0,m6
Rhizobiaceae,3,0,0,m6
Rhizobiaceae,4,0,0,m6
Rhizobiaceae,5,0,0,m6
Rhizobiaceae,6,0,0,m6
Rhizobiaceae,7,15,2.6167506934389337e-4,m6
Rhizobiaceae,8,6,1.1549789216346802e-4,m6
Rhizobiaceae,9,0,0,m6
Rhizobiaceae,10,0,0,m6
Rhizobiaceae,11,0,0,m6
Rhizobiaceae,12,0,0,m6
Rhizobiaceae,13,0,0,m6
Rhizobiaceae,14,0,0,m6
Rhizobiaceae,15,0,0,m6
Rhizobiaceae,16,0,0,m6
Rhizobiaceae,17,0,0,m6
Rhizobiaceae,18,0,0,m6
Rikenellaceae,0,940,0.018865273847512392,m6
Rikenellaceae,1,0,0,m6
Rikenellaceae,2,0,0,m6
Rikenellaceae,3,0,0,m6
Rikenellaceae,4,0,0,m6
Rikenellaceae,5,0,0,m6
Rikenellaceae,6,0,0,m6
Rikenellaceae,7,0,0,m6
Rikenellaceae,8,0,0,m6
Rikenellaceae,9,0,0,m6
Rikenellaceae,10,0,0,m6
Rikenellaceae,11,0,0,m6
Rikenellaceae,12,0,0,m6
Rikenellaceae,13,0,0,m6
Rikenellaceae,14,0,0,m6
Rikenellaceae,15,0,0,m6
Rikenellaceae,16,0,0,m6
Rikenellaceae,17,0,0,m6
Rikenellaceae,18,0,0,m6
Ruminococcaceae,0,250,0.0050173600658277645,m6
Ruminococcaceae,1,0,0,m6
Ruminococcaceae,2,0,0,m6
Ruminococcaceae,3,0,0,m6
Ruminococcaceae,4,0,0,m6
Ruminococcaceae,5,0,0,m6
Ruminococcaceae,6,0,0,m6
Ruminococcaceae,7,0,0,m6
Ruminococcaceae,8,0,0,m6
Ruminococcaceae,9,0,0,m6
Ruminococcaceae,10,0,0,m6
Ruminococcaceae,11,0,0,m6
Ruminococcaceae,12,0,0,m6
Ruminococcaceae,13,0,0,m6
Ruminococcaceae,14,0,0,m6
Ruminococcaceae,15,0,0,m6
Ruminococcaceae,16,0,0,m6
Ruminococcaceae,17,0,0,m6
Ruminococcaceae,18,0,0,m6
Saccharimonadaceae,0,402,0.008067914985851044,m6
Saccharimonadaceae,1,0,0,m6
Saccharimonadaceae,2,0,0,m6
Saccharimonadaceae,3,0,0,m6
Saccharimonadaceae,4,0,0,m6
Saccharimonadaceae,5,0,0,m6
Saccharimonadaceae,6,0,0,m6
Saccharimonadaceae,7,0,0,m6
Saccharimonadaceae,8,0,0,m6
Saccharimonadaceae,9,0,0,m6
Saccharimonadaceae,10,0,0,m6
Saccharimonadaceae,11,0,0,m6
Saccharimonadaceae,12,0,0,m6
Saccharimonadaceae,13,0,0,m6
Saccharimonadaceae,14,0,0,m6
Saccharimonadaceae,15,0,0,m6
Saccharimonadaceae,16,0,0,m6
Saccharimonadaceae,17,0,0,m6
Saccharimonadaceae,18,0,0,m6
Sutterellaceae,0,68,0.001364721937905152,m6
Sutterellaceae,1,0,0,m6
Sutterellaceae,2,0,0,m6
Sutterellaceae,3,0,0,m6
Sutterellaceae,4,0,0,m6
Sutterellaceae,5,0,0,m6
Sutterellaceae,6,0,0,m6
Sutterellaceae,7,0,0,m6
Sutterellaceae,8,0,0,m6
Sutterellaceae,9,0,0,m6
Sutterellaceae,10,0,0,m6
Sutterellaceae,11,0,0,m6
Sutterellaceae,12,0,0,m6
Sutterellaceae,13,0,0,m6
Sutterellaceae,14,0,0,m6
Sutterellaceae,15,0,0,m6
Sutterellaceae,16,0,0,m6
Sutterellaceae,17,0,0,m6
Sutterellaceae,18,0,0,m6
Tannerellaceae,0,326,0.006542637525839405,m6
Tannerellaceae,1,0,0,m6
Tannerellaceae,2,0,0,m6
Tannerellaceae,3,0,0,m6
Tannerellaceae,4,0,0,m6
Tannerellaceae,5,0,0,m6
Tannerellaceae,6,0,0,m6
Tannerellaceae,7,0,0,m6
Tannerellaceae,8,0,0,m6
Tannerellaceae,9,0,0,m6
Tannerellaceae,10,0,0,m6
Tannerellaceae,11,0,0,m6
Tannerellaceae,12,0,0,m6
Tannerellaceae,13,0,0,m6
Tannerellaceae,14,0,0,m6
Tannerellaceae,15,0,0,m6
Tannerellaceae,16,0,0,m6
Tannerellaceae,17,0,0,m6
Tannerellaceae,18,0,0,m6
UCG-010,0,39,7.827081702691312e-4,m6
UCG-010,1,0,0,m6
UCG-010,2,0,0,m6
UCG-010,3,0,0,m6
UCG-010,4,0,0,m6
UCG-010,5,0,0,m6
UCG-010,6,0,0,m6
UCG-010,7,0,0,m6
UCG-010,8,0,0,m6
UCG-010,9,0,0,m6
UCG-010,10,0,0,m6
UCG-010,11,0,0,m6
UCG-010,12,0,0,m6
UCG-010,13,0,0,m6
UCG-010,14,0,0,m6
UCG-010,15,0,0,m6
UCG-010,16,0,0,m6
UCG-010,17,0,0,m6
UCG-010,18,0,0,m6
