Family,Time,Abundance,Abundance.family,Sample
Acholeplasmataceae,0,4927,0.09888213217733358,m6
Acholeplasmataceae,1,0,0,m6
Acholeplasmataceae,2,0,0,m6
Acholeplasmataceae,3,0,0,m6
Acholeplasmataceae,4,0,0,m6
Acholeplasmataceae,5,0,0,m6
Acholeplasmataceae,6,5,9.821639035122181e-5,m6
Acholeplasmataceae,7,0,0,m6
Acholeplasmataceae,8,0,0,m6
Acholeplasmataceae,9,0,0,m6
Acholeplasmataceae,10,4,6.666666666666667e-5,m6
Acholeplasmataceae,11,0,0,m6
Acholeplasmataceae,12,0,0,m6
Acholeplasmataceae,13,0,0,m6
Acholeplasmataceae,14,0,0,m6
Acholeplasmataceae,15,0,0,m6
Acholeplasmataceae,16,0,0,m6
Acholeplasmataceae,17,0,0,m6
Acholeplasmataceae,18,0,0,m6
Akkermansiaceae,0,1169,0.023461175667810624,m6
Akkermansiaceae,1,0,0,m6
Akkermansiaceae,2,0,0,m6
Akkermansiaceae,3,0,0,m6
Akkermansiaceae,4,0,0,m6
Akkermansiaceae,5,0,0,m6
Akkermansiaceae,6,0,0,m6
Akkermansiaceae,7,0,0,m6
Akkermansiaceae,8,0,0,m6
Akkermansiaceae,9,0,0,m6
Akkermansiaceae,10,0,0,m6
Akkermansiaceae,11,0,0,m6
Akkermansiaceae,12,0,0,m6
Akkermansiaceae,13,0,0,m6
Akkermansiaceae,14,0,0,m6
Akkermansiaceae,15,0,0,m6
Akkermansiaceae,16,0,0,m6
Akkermansiaceae,17,0,0,m6
Akkermansiaceae,18,0,0,m6
Bacteroidaceae,0,906,0.018182912878559818,m6
Bacteroidaceae,1,0,0,m6
Bacteroidaceae,2,0,0,m6
Bacteroidaceae,3,0,0,m6
Bacteroidaceae,4,0,0,m6
Bacteroidaceae,5,0,0,m6
Bacteroidaceae,6,0,0,m6
Bacteroidaceae,7,0,0,m6
Bacteroidaceae,8,0,0,m6
Bacteroidaceae,9,0,0,m6
Bacteroidaceae,10,0,0,m6
Bacteroidaceae,11,0,0,m6
Bacteroidaceae,12,0,0,m6
Bacteroidaceae,13,0,0,m6
Bacteroidaceae,14,0,0,m6
Bacteroidaceae,15,0,0,m6
Bacteroidaceae,16,0,0,m6
Bacteroidaceae,17,0,0,m6
Bacteroidaceae,18,0,0,m6
Beijerinckiaceae,0,0,0,m6
Beijerinckiaceae,1,0,0,m6
Beijerinckiaceae,2,0,0,m6
Beijerinckiaceae,3,0,0,m6
Beijerinckiaceae,4,0,0,m6
Beijerinckiaceae,5,0,0,m6
Beijerinckiaceae,6,0,0,m6
Beijerinckiaceae,7,20,3.489000924585245e-4,m6
Beijerinckiaceae,8,14,2.6949508171475873e-4,m6
Beijerinckiaceae,9,0,0,m6
Beijerinckiaceae,10,0,0,m6
Beijerinckiaceae,11,0,0,m6
Beijerinckiaceae,12,0,0,m6
Beijerinckiaceae,13,0,0,m6
Beijerinckiaceae,14,0,0,m6
Beijerinckiaceae,15,0,0,m6
Beijerinckiaceae,16,0,0,m6
Beijerinckiaceae,17,0,0,m6
Beijerinckiaceae,18,0,0,m6
Butyricicoccaceae,0,22,4.4152768579284324e-4,m6
Butyricicoccaceae,1,0,0,m6
Butyricicoccaceae,2,0,0,m6
Butyricicoccaceae,3,0,0,m6
Butyricicoccaceae,4,0,0,m6
Butyricicoccaceae,5,0,0,m6
Butyricicoccaceae,6,0,0,m6
Butyricicoccaceae,7,0,0,m6
Butyricicoccaceae,8,0,0,m6
Butyricicoccaceae,9,0,0,m6
Butyricicoccaceae,10,0,0,m6
Butyricicoccaceae,11,0,0,m6
Butyricicoccaceae,12,0,0,m6
Butyricicoccaceae,13,0,0,m6
Butyricicoccaceae,14,0,0,m6
Butyricicoccaceae,15,0,0,m6
Butyricicoccaceae,16,0,0,m6
Butyricicoccaceae,17,0,0,m6
Butyricicoccaceae,18,0,0,m6
Chitinophagaceae,0,0,0,m6
Chitinophagaceae,1,0,0,m6
Chitinophagaceae,2,0,0,m6
Chitinophagaceae,3,0,0,m6
Chitinophagaceae,4,0,0,m6
Chitinophagaceae,5,0,0,m6
Chitinophagaceae,6,0,0,m6
Chitinophagaceae,7,22,3.8379010170437697e-4,m6
Chitinophagaceae,8,16,3.079943791025814e-4,m6
Chitinophagaceae,9,0,0,m6
Chitinophagaceae,10,0,0,m6
Chitinophagaceae,11,0,0,m6
Chitinophagaceae,12,0,0,m6
Chitinophagaceae,13,5,1.007029062858754e-4,m6
Chitinophagaceae,14,0,0,m6
Chitinophagaceae,15,4,6.666666666666667e-5,m6
Chitinophagaceae,16,0,0,m6
Chitinophagaceae,17,0,0,m6
Chitinophagaceae,18,0,0,m6
Comamonadaceae,0,0,0,m6
Comamonadaceae,1,0,0,m6
Comamonadaceae,2,0,0,m6
Comamonadaceae,3,0,0,m6
Comamonadaceae,4,0,0,m6
Comamonadaceae,5,0,0,m6
Comamonadaceae,6,0,0,m6
Comamonadaceae,7,30,5.233501386877867e-4,m6
Comamonadaceae,8,30,5.774894608173401e-4,m6
Comamonadaceae,9,0,0,m6
Comamonadaceae,10,0,0,m6
Comamonadaceae,11,0,0,m6
Comamonadaceae,12,10,1.6666666666666666e-4,m6
Comamonadaceae,13,15,3.0210871885762625e-4,m6
Comamonadaceae,14,0,0,m6
Comamonadaceae,15,0,0,m6
Comamonadaceae,16,0,0,m6
Comamonadaceae,17,0,0,m6
Comamonadaceae,18,0,0,m6
Deferribacteraceae,0,46,9.231942521123086e-4,m6
Deferribacteraceae,1,0,0,m6
Deferribacteraceae,2,0,0,m6
Deferribacteraceae,3,0,0,m6
Deferribacteraceae,4,0,0,m6
Deferribacteraceae,5,0,0,m6
Deferribacteraceae,6,0,0,m6
Deferribacteraceae,7,0,0,m6
Deferribacteraceae,8,0,0,m6
Deferribacteraceae,9,0,0,m6
Deferribacteraceae,10,0,0,m6
Deferribacteraceae,11,0,0,m6
Deferribacteraceae,12,0,0,m6
Deferribacteraceae,13,0,0,m6
Deferribacteraceae,14,0,0,m6
Deferribacteraceae,15,0,0,m6
Deferribacteraceae,16,0,0,m6
Deferribacteraceae,17,0,0,m6
Deferribacteraceae,18,0,0,m6
Desulfovibrionaceae,0,175,0.0035121520460794347,m6
